"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"36","Australia","AUS","134.3499412","-25.57717202","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"40","Austria","AUT","14.14172472","47.58704857","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","0",2017.0,"0","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"44","Bahamas","BHS","-78.05111663","24.69546597","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"48","Bahrain","BHR","50.5490754","26.04407747","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"50","Bangladesh","BGD","89.17660788","22.86961622","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"51","Armenia","ARM","44.93839317","40.29499741","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","302",2017.0,"302","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"52","Barbados","BRB","-59.5346489","13.13648273","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","4","2","6","5","1","7","0","0","0","","","","",2013.0,"0","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"56","Belgium","BEL","4.660976456","50.64104975","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"60","Bermuda","BMU","-64.78155012","32.27881922","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"64","Bhutan","BTN","90.45098484","27.39598568","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","26","2","7","0","0","1","0","2","11",2017.0,"11","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","43","35","78","108","29","43","134","94","11","","","","",2013.0,"11","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"70","Bosnia and Herzegovina","BIH","17.78584332","44.16845548","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"72","Botswana","BWA","23.81380223","-22.18810073","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","0","0","0","0","1",2017.0,"1","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"74","Bouvet Island","BVT","3.410732868","-54.43295905","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"76","Brazil","BRA","-53.08432878","-10.77668561","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"84","Belize","BLZ","-88.70199554","17.19965901","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","3","","0","7","0","4","1","","","","","","",2011.0,"1","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"86","British Indian Ocean Territory","IOT","72.38715553","-7.299281071","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"90","Solomon Islands","SLB","160.1584117","-9.622391719","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","0","138","0","42","4","2","1","20","22","","","",2014.0,"22","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"92","British Virgin Islands","VGB","-64.63294223","18.42256578","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"96","Brunei Darussalam","BRN","114.6288563","4.49736984","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"100","Bulgaria","BGR","25.23763153","42.75731323","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","0",2017.0,"0","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"104","Myanmar","MMR","96.51752295","21.19332882","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","17","0","3","85777","47","157","333","46","231","202","385","739","747",2017.0,"747","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"108","Burundi","BDI","29.89080992","-3.366387428","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"112","Belarus","BLR","28.04940161","53.54193075","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"116","Cambodia","KHM","104.922836","12.71163737","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","29","29","33","49","177","91","458","192","375","130","101","51","98",2017.0,"98","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"120","Cameroon","CMR","12.7419827","5.692387031","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"124","Canada","CAN","-101.6575058","57.72360191","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"132","Cabo Verde","CPV","-23.63544151","15.07791834","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","0","","0","3","","","","","0","3","","1",2017.0,"1","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"136","Cayman Islands","CYM","-81.16740559","19.32266656","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"140","Central African Republic","CAF","20.93559492","7.003720791","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"144","Sri Lanka","LKA","80.70489654","7.614693343","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MORT","Number of deaths due to disaster (number)","2019.Q1.G.01","NUMBER","Number","G","Global","123","171","133","114","60","64","108","142","112","120","110","141","356",2017.0,"356","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
