"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"36","Australia","AUS","134.3499412","-25.57717202","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.57","","1.75","","1.85","","2.18","","2.40","","2.38","2.25","","2.19","","","",2013.0,"2.19","Country data","Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database","[2000,2002,2004,2006,2008]:   // [2010-2011,2013]:  National estimation or based on National estimation"
"40","Austria","AUT","14.14172472","47.58704857","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.89","1.99","2.07","2.17","2.17","2.37","2.36","2.42","2.57","2.60","2.73","2.67","2.91","2.95","3.03","3.03","3.04",2016.0,"3.04","Country data","Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database","[2002,2004,2006-2007,2009,2011,2013]:   // [2000-2001,2003,2005,2008,2010,2012,2014]:  National estimation or based on National estimation // [2015-2016]:  National estimation or based on National estimation;Provisional data"
"44","Bahamas","BHS","-78.05111663","24.69546597","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"48","Bahrain","BHR","50.5490754","26.04407747","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","0.10","","",2014.0,"0.10","Country data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics"," "
"50","Bangladesh","BGD","89.17660788","22.86961622","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"51","Armenia","ARM","44.93839317","40.29499741","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.19","0.28","0.25","0.32","0.26","0.26","0.24","0.21","0.22","0.29","0.24","0.27","0.24","0.22","0.24","0.25","0.23",2016.0,"0.23","Country data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics","[2014]:  Excluding Business enterprise // [2015-2016]:  Excluding Business enterprise;Excluding Private non-profit // [2000-2013]:  Partial data"
"52","Barbados","BRB","-59.5346489","13.13648273","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"56","Belgium","BEL","4.660976456","50.64104975","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.92","2.02","1.89","1.83","1.81","1.78","1.81","1.84","1.92","1.99","2.05","2.16","2.36","2.43","2.47","2.45","",2015.0,"2.45","Country data","Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database","[2000-2013]:   // [2014]:  National estimation or based on National estimation // [2015]:  Provisional data"
"60","Bermuda","BMU","-64.78155012","32.27881922","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","0.18","0.19","0.21","0.21","0.30","0.27","0.23","0.21","0.22","",2015.0,"0.22","Country data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics","[2011-2015]:  Overestimated or based on overestimated data // [2008-2010]:  Overestimated or based on overestimated data;Excluding most or all capital expenditures // [2007]:  Overestimated or based on overestimated data;Excluding most or all capital expenditures;Break in series with previous year for which data are available"
"64","Bhutan","BTN","90.45098484","27.39598568","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.29","0.29","0.28","","","","","","","0.16","","","","","","","",2009.0,"0.16","Country data","Latin American Network on Science and Technology Indicators (RICYT)","[2000-2002]:   // [2009]:  Break in series with previous year for which data are available"
"70","Bosnia and Herzegovina","BIH","17.78584332","44.16845548","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","0.02","0.02","0.03","0.02","0.03","0.02","0.02","","","0.27","0.32","0.26","0.22","0.22",2016.0,"0.22","Country data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics","[2013-2016]:   // [2012]:  Break in series with previous year for which data are available // [2003-2009]:  Partial data"
"72","Botswana","BWA","23.81380223","-22.18810073","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","0.53","","","","","","","0.25","0.54","","","",2013.0,"0.54","Country data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics","[2013]:   // [2012]:  Break in series with previous year for which data are available // [2005]:  Source: National Publication"
"74","Bouvet Island","BVT","3.410732868","-54.43295905","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"76","Brazil","BRA","-53.08432878","-10.77668561","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.00","1.03","0.98","1.00","0.96","1.00","0.99","1.08","1.13","1.12","1.16","1.14","1.13","1.20","1.27","1.28","",2015.0,"1.28","Country data","Latin American Network on Science and Technology Indicators (RICYT)"," "
"84","Belize","BLZ","-88.70199554","17.19965901","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"86","British Indian Ocean Territory","IOT","72.38715553","-7.299281071","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"90","Solomon Islands","SLB","160.1584117","-9.622391719","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"92","British Virgin Islands","VGB","-64.63294223","18.42256578","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"96","Brunei Darussalam","BRN","114.6288563","4.49736984","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","0.02","0.02","0.04","","","","","","","","","","","","",2004.0,"0.04","Country data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics","[2004]:  Partial data;Break in series with previous year for which data are available // [2002-2003]:  Partial data;Source: Regional Publication"
"100","Bulgaria","BGR","25.23763153","42.75731323","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.50","0.45","0.47","0.47","0.47","0.44","0.44","0.43","0.45","0.49","0.56","0.53","0.60","0.63","0.79","0.96","",2015.0,"0.96","Country data","Statistical Office of the European Union (Eurostat): Eurostat Science and Technology database","[2000-2014]:   // [2015]:  Provisional data"
"104","Myanmar","MMR","96.51752295","21.19332882","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.11","0.07","0.16","","","","","","","","","","","","","","",2002.0,"0.16","Country data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics"," Partial data"
"108","Burundi","BDI","29.89080992","-3.366387428","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","0.20","0.15","0.14","0.14","0.12","","","","","",2011.0,"0.12","Country data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics"," Partial data"
"112","Belarus","BLR","28.04940161","53.54193075","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.72","0.71","0.62","0.61","0.63","0.68","0.66","0.96","0.74","0.64","0.67","0.68","0.65","0.65","0.51","0.50","0.50",2016.0,"0.50","Country data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics"," "
"116","Cambodia","KHM","104.922836","12.71163737","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","0.05","","","","","","","","","","","","","0.12","",2015.0,"0.12","Country data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics","[2015]:  Break in series with previous year for which data are available // [2002]:  Partial data"
"120","Cameroon","CMR","12.7419827","5.692387031","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"124","Canada","CAN","-101.6575058","57.72360191","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.86","2.03","1.98","1.97","2.00","1.98","1.95","1.91","1.86","1.92","1.84","1.80","1.79","1.68","1.60","","",2014.0,"1.60","Country data","Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database","[2000-2011,2013]:   // [2012]:  Break in series with previous year for which data are available // [2014]:  Provisional data"
"132","Cabo Verde","CPV","-23.63544151","15.07791834","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","0.07","","","","","",2011.0,"0.07","Country data","African Science, Technology and Innovation Indicators (ASTII) Initiative of the African Union/NEPAD Planning and Coordinating Agency (AU/NPCA): African Innovation Outlook series"," Higher Education only;Partial data;Source: Regional Publication"
"136","Cayman Islands","CYM","-81.16740559","19.32266656","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"140","Central African Republic","CAF","20.93559492","7.003720791","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"144","Sri Lanka","LKA","80.70489654","7.614693343","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.14","","","","0.18","","0.17","","0.11","","0.14","","","0.10","0.10","","",2014.0,"0.10","Country data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics","[2006,2008,2010,2013-2014]:   // [2004]:  Break in series with previous year for which data are available // [2000]:  Partial data;Break in series with previous year for which data are available"
