series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Type of occupation	Units description	Type of occupation description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	10	21.47585697	-80.40897662	ATA	Antarctica	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel																						
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	10	21.47585697	-80.40897662	ATA	Antarctica	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel																						
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	12	2.678164227	28.15940032	DZA	Algeria	1	PER_1000_POP	PHYS	Per 1,000 population	physicians			1.106			1.021		1.192											2007	1.192	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	12	2.678164227	28.15940032	DZA	Algeria	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel			0.198			0.183		0.24											2007	0.24	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	12	2.678164227	28.15940032	DZA	Algeria	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel			2.18					1.924											2007	1.924	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	12	2.678164227	28.15940032	DZA	Algeria	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel			0.299			0.271		0.321											2007	0.321	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	PER_1000_POP	PHYS	Per 1,000 population	physicians																						
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	16	-170.7187269	-14.30587306	ASM	American Samoa	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel																						
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	16	-170.7187269	-14.30587306	ASM	American Samoa	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel																						
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	16	-170.7187269	-14.30587306	ASM	American Samoa	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel																						
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	20	1.576257417	42.54548611	AND	Andorra	1	PER_1000_POP	PHYS	Per 1,000 population	physicians				3.263												3.69		3.69	2015	3.69	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	20	1.576257417	42.54548611	AND	Andorra	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel				0.909												1.164		1.164	2015	1.164	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	20	1.576257417	42.54548611	AND	Andorra	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel																4.442		4.442	2015	4.442	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	20	1.576257417	42.54548611	AND	Andorra	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel				0.588												0.908		0.908	2015	0.908	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	24	17.57817062	-12.33724746	AGO	Angola	1	PER_1000_POP	PHYS	Per 1,000 population	physicians					0.067					0.144									2009	0.144	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	24	17.57817062	-12.33724746	AGO	Angola	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel					0.053														2004	0.053	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	24	17.57817062	-12.33724746	AGO	Angola	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel					1.069					1.442									2009	1.442	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	24	17.57817062	-12.33724746	AGO	Angola	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel					0.013														2004	0.013	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	PER_1000_POP	PHYS	Per 1,000 population	physicians																						
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel																						
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel																						
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel																						
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	PER_1000_POP	PHYS	Per 1,000 population	physicians											3.636	3.407	3.454	3.415	3.402			3.42366666666667	2014	3.402	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	31	50.01064725	40.39229544	AZE	Azerbaijan	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel											0.201	0.18	0.178	0.205	0.197			0.193333333333333	2014	0.197	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	31	50.01064725	40.39229544	AZE	Azerbaijan	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel											7.991	7.53	7.317	7.131	6.871			7.10633333333333	2014	6.871	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	31	50.01064725	40.39229544	AZE	Azerbaijan	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel											0.271	0.26	0.263	0.258	0.27			0.263666666666667	2014	0.27	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	32	-65.14563274	-35.19446255	ARG	Argentina	1	PER_1000_POP	PHYS	Per 1,000 population	physicians		3.231			3.166									3.907				3.907	2013	3.907	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	32	-65.14563274	-35.19446255	ARG	Argentina	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel		0.565			0.504														2004	0.504	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	32	-65.14563274	-35.19446255	ARG	Argentina	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel		0.443			0.482									4.212				4.212	2013	4.212	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	32	-65.14563274	-35.19446255	ARG	Argentina	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel		0.959			0.919														2004	0.919	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	36	134.3499412	-25.57717202	AUS	Australia	1	PER_1000_POP	PHYS	Per 1,000 population	physicians		2.479					2.672			2.885		3.287	3.285	3.371	3.44	3.496		3.398	2015	3.496	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	36	134.3499412	-25.57717202	AUS	Australia	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel		0.723					0.744			1.001	0.868	0.675	0.746	0.825	0.833	0.847		0.81275	2015	0.847	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	36	134.3499412	-25.57717202	AUS	Australia	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel		9.728					10.78			9.246		10.102	10.14	12.311	12.297	12.379	12.566	11.9386	2016	12.566	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	36	134.3499412	-25.57717202	AUS	Australia	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel		1.103					1.438			0.666		0.535	0.557	0.56	0.57	0.578		0.56625	2015	0.578	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	40	14.14172472	47.58704857	AUT	Austria	1	PER_1000_POP	PHYS	Per 1,000 population	physicians											4.779	4.824	4.881	4.984	5.064	5.15	5.23	5.0618	2016	5.23	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	40	14.14172472	47.58704857	AUT	Austria	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel											0.665	0.677	0.689	0.697	0.704	0.714		0.701	2015	0.714	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	40	14.14172472	47.58704857	AUT	Austria	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel											7.829	7.905	7.963	8.022	8.192	8.304		8.12025	2015	8.304	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	40	14.14172472	47.58704857	AUT	Austria	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel											0.558	0.563	0.567	0.572	0.575	0.574	0.578	0.5732	2016	0.578	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	44	-78.05111663	24.69546597	BHS	Bahamas	1	PER_1000_POP	PHYS	Per 1,000 population	physicians									2.717			2.263							2011	2.263	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	44	-78.05111663	24.69546597	BHS	Bahamas	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel									0.459			0.796							2011	0.796	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	44	-78.05111663	24.69546597	BHS	Bahamas	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel									3.99			3.976							2011	3.976	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	44	-78.05111663	24.69546597	BHS	Bahamas	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel									0.33			0.355							2011	0.355	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	48	50.5490754	26.04407747	BHR	Bahrain	1	PER_1000_POP	PHYS	Per 1,000 population	physicians	1.017	1.068	1.092	1.071	0.994	1.07	1.033	1.025	0.989	0.96	0.934	0.925	0.933	0.929	0.939	0.922		0.93075	2015	0.922	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	48	50.5490754	26.04407747	BHR	Bahrain	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel	0.19	0.194	0.185	0.183		0.189	0.183	0.175	0.167	0.155	0.155	0.148	0.154	0.144	0.161	0.161		0.155	2015	0.161	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	48	50.5490754	26.04407747	BHR	Bahrain	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel	2.971	3.117	2.91	2.889		2.755	2.769		2.56	2.498	2.42	2.444	2.418	2.44	2.445	2.485		2.447	2015	2.485	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	48	50.5490754	26.04407747	BHR	Bahrain	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel					0.423	0.28	0.269		0.245	0.231	0.233	0.236	0.247	0.245	0.249	0.157		0.2245	2015	0.157	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	50	89.17660788	22.86961622	BGD	Bangladesh	1	PER_1000_POP	PHYS	Per 1,000 population	physicians		0.243		0.264	0.273	0.3	0.308	0.32	0.333	0.345	0.354	0.374	0.389		0.475	0.472		0.445333333333333	2015	0.472	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	50	89.17660788	22.86961622	BGD	Bangladesh	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel			0.056						0.317	0.377	0.385	0.402	0.417		0.524	0.557		0.499333333333333	2015	0.557	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	50	89.17660788	22.86961622	BGD	Bangladesh	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel				0.268		0.276	0.276	0.158	0.164	0.173	0.186	0.198	0.213		0.249	0.267		0.243	2015	0.267	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	50	89.17660788	22.86961622	BGD	Bangladesh	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel			0.014		0.018	0.016		0.022	0.033	0.037	0.041	0.046	0.045		0.04	0.04		0.0416666666666667	2015	0.04	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	51	44.93839317	40.29499741	ARM	Armenia	1	PER_1000_POP	PHYS	Per 1,000 population	physicians											2.759	2.779	2.805	2.811	2.803			2.80633333333333	2014	2.803	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	51	44.93839317	40.29499741	ARM	Armenia	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel											0.042	0.041	0.042	0.049	0.05			0.047	2014	0.05	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	51	44.93839317	40.29499741	ARM	Armenia	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel											5.529	5.579	5.557	5.465	5.423			5.48166666666667	2014	5.423	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	51	44.93839317	40.29499741	ARM	Armenia	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel											0.424	0.437	0.433	0.406	0.379			0.406	2014	0.379	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	52	-59.5346489	13.13648273	BRB	Barbados	1	PER_1000_POP	PHYS	Per 1,000 population	physicians	1.353	1.552				1.785													2005	1.785	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	52	-59.5346489	13.13648273	BRB	Barbados	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel		0.683				0.916													2005	0.916	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	52	-59.5346489	13.13648273	BRB	Barbados	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel	5.863	5.837				4.784													2005	4.784	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	52	-59.5346489	13.13648273	BRB	Barbados	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel		0.229				0.343													2005	0.343	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	56	4.660976456	50.64104975	BEL	Belgium	1	PER_1000_POP	PHYS	Per 1,000 population	physicians						2.045	2.093				2.911	2.924	2.941	2.959	2.971	3.011		2.9705	2015	3.011	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	56	4.660976456	50.64104975	BEL	Belgium	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel											1.155	1.167	1.176	1.191	1.203	1.207		1.19425	2015	1.207	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
