ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Sex_Code,Sex_Desc,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2000,Footnotes_2001,Footnotes_2002,Footnotes_2003,Footnotes_2004,Footnotes_2005,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Nature_Code_2000,Nature_Code_2001,Nature_Code_2002,Nature_Code_2003,Nature_Code_2004,Nature_Code_2005,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Source_2000,Source_2001,Source_2002,Source_2003,Source_2004,Source_2005,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,TimeDetail_2000,TimeDetail_2001,TimeDetail_2002,TimeDetail_2003,TimeDetail_2004,TimeDetail_2005,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,Value_2000,Value_2001,Value_2002,Value_2003,Value_2004,Value_2005,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Latest_Year,Latest_Value
GTM,-91.2312746,15.00273719,320,Guatemala,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing,Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,,,,,,,,,,C,C,C,C,C,C,C,,,,,,,,,,,ILOSTAT - LFS - Monthly Employment and Income Survey,ILOSTAT - LFS - Monthly Employment and Income Survey,ILOSTAT - LFS - Monthly Employment and Income Survey,ILOSTAT - LFS - Monthly Employment and Income Survey,ILOSTAT - LFS - Monthly Employment and Income Survey,ILOSTAT - LFS - Monthly Employment and Income Survey,ILOSTAT - LFS - Monthly Employment and Income Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.15,60.91,35.57,29.4,35.44,34.63,39.17,2016.0,39.17
HND,-86.59974381,14.82243161,340,Honduras,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,ILOSTAT - HS - Continous Multi-Purpose Household Survey,ILOSTAT - HS - Continous Multi-Purpose Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.39,41.08,2016.0,41.08
HUN,19.41221519,47.1651448,348,Hungary,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,,,,,,,,,,,,,,,,,,34.19,37.65,37.86,37.19,36.65,39.4,40.94,39.04,40.78,39.9,39.96,38.22,36.26,38.26,37.59,39.06,37.72,2016.0,37.72
ISL,-19.02116966,64.79134763,352,Iceland,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,,,,,,,,,,,,,,,,,,30.41,30.18,32.26,40,38.12,30.04,33.97,33.06,36.96,38.35,37.14,39.09,38.2,37.87,38.24,39.51,34.76,2016.0,34.76
AUS,134.3499412,-25.57717202,36,Australia,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,"Data reference period: May | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 74 years old","Data reference period: May | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 74 years old","Data reference period: May | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 74 years old",C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,,,,,,,,,,,,,,,,,,22.9,25.08,24.83,25.89,26.59,28.3,28.59,29.31,30.72,30.47,29.68,31.73,31.06,31.58,32.33,33.17,32.58,2016.0,32.58
IDN,113.9174,-0.994582204,360,Indonesia,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,,Repository: ILO-STATISTICS - Micro data processing,,Repository: ILO-STATISTICS - Micro data processing,,,,,,,,,,,C,C,,,C,,C,,,,,,,,,,,ILOSTAT - LFS - National Labour Force Survey,ILOSTAT - LFS - National Labour Force Survey,,,ILOSTAT - LFS - National Labour Force Survey,,ILOSTAT - LFS - National Labour Force Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8,19.24,,,16.6,,21.46,,2015.0,21.46
IRL,-7.121425272,53.25274054,372,Ireland,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,,,,,,,,,,,,,,,,,,35.23,39.89,38.66,40.8,39.72,43.59,41.42,41.24,43.05,41.36,40.8,29.9,29.75,30.02,30.81,29.49,30.96,2016.0,30.96
ISR,34.62277992,31.06164552,376,Israel,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,30.66,33.45,34.92,31.59,32.35,32.39,31.87,34.28,2016.0,34.28
ITA,12.57022427,42.79917282,380,Italy,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,,,,,,,,,,,,,,,,,,,,,,18.77,19.67,21.77,22.03,21.62,21.57,21.16,21.59,22.21,22.02,21.9,21.75,22.04,2016.0,22.04
AUT,14.14172472,47.58704857,40,Austria,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,,,,,,,,,,,,,,,,,,28.13,29.38,30.78,28.5,22.18,21.5,20.96,21,25.19,23.25,25.42,26.07,27.13,26.33,27.85,27.88,29.52,2016.0,29.52
LVA,26.42461876,56.64196636,428,Latvia,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,,,,,,,,,,,,,,,,,,37.25,39.98,38.09,45.38,42.47,42,40.86,42.11,41.25,41.46,39.08,44.34,44.64,42.22,42.05,44.26,46.3,2016.0,46.3
LBR,-9.311879038,6.448381009,430,Liberia,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Annual or annual average,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,ILOSTAT - LFS - Liberia Labour Force Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.05,,,,,,,2010.0,20.05
LTU,23.90517807,55.33680309,440,Lithuania,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,,,,,,,,,,,,,,,,,,42.95,50.03,48.45,41.49,46.8,44.96,42.76,40.28,41.45,40.29,41.98,36.47,35.3,36.46,35.36,38.1,38.82,2016.0,38.82
