"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2007","Value_2011","Value_2012","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source"
"36","Australia","AUS","134.3499412","-25.57717202","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","0.95684","","",2012.0,"0.95684","Country data","Programme for the International Assessment of Adult Competencies (OECD)"
"40","Austria","AUT","14.14172472","47.58704857","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","0.90682","0.97741","","","0.96236",2016.0,"0.96236","Country data","Adult Education Survey (Eurostat)"
"44","Bahamas","BHS","-78.05111663","24.69546597","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","",""
"48","Bahrain","BHR","50.5490754","26.04407747","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","",""
"50","Bangladesh","BGD","89.17660788","22.86961622","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","",""
"51","Armenia","ARM","44.93839317","40.29499741","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","",""
"52","Barbados","BRB","-59.5346489","13.13648273","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","",""
"56","Belgium","BEL","4.660976456","50.64104975","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","0.96602","0.95596","","","",2011.0,"0.95596","Country data","Adult Education Survey (Eurostat)"
"60","Bermuda","BMU","-64.78155012","32.27881922","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","",""
"64","Bhutan","BTN","90.45098484","27.39598568","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","",""
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","",""
"70","Bosnia and Herzegovina","BIH","17.78584332","44.16845548","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","",""
"72","Botswana","BWA","23.81380223","-22.18810073","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","",""
"74","Bouvet Island","BVT","3.410732868","-54.43295905","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","",""
"76","Brazil","BRA","-53.08432878","-10.77668561","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","",""
"84","Belize","BLZ","-88.70199554","17.19965901","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","",""
"86","British Indian Ocean Territory","IOT","72.38715553","-7.299281071","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","",""
"90","Solomon Islands","SLB","160.1584117","-9.622391719","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","",""
"92","British Virgin Islands","VGB","-64.63294223","18.42256578","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","",""
"96","Brunei Darussalam","BRN","114.6288563","4.49736984","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","",""
"100","Bulgaria","BGR","25.23763153","42.75731323","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","0.92348","0.89455","","","1.00816",2016.0,"1.00816","Country data","Adult Education Survey (Eurostat)"
"104","Myanmar","MMR","96.51752295","21.19332882","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","",""
"108","Burundi","BDI","29.89080992","-3.366387428","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","",""
"112","Belarus","BLR","28.04940161","53.54193075","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","",""
"116","Cambodia","KHM","104.922836","12.71163737","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","",""
"120","Cameroon","CMR","12.7419827","5.692387031","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","",""
"124","Canada","CAN","-101.6575058","57.72360191","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","0.97804","","",2012.0,"0.97804","Country data","Programme for the International Assessment of Adult Competencies (OECD)"
"132","Cabo Verde","CPV","-23.63544151","15.07791834","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","",""
"136","Cayman Islands","CYM","-81.16740559","19.32266656","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","",""
"140","Central African Republic","CAF","20.93559492","7.003720791","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","",""
"144","Sri Lanka","LKA","80.70489654","7.614693343","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","",""
"148","Chad","TCD","18.66618401","15.36279341","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","",""
"152","Chile","CHL","-71.23029019","-35.2652885","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","0.79389","",2015.0,"0.79389","Country data","Programme for the International Assessment of Adult Competencies (OECD)"
"156","China","CHN","104.1403375","32.30955217","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","",""
"162","Christmas Island","CXR","105.6426067","-10.4882473","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","",""
"166","Cocos (Keeling) Islands","CCK","96.82633757","-12.18600682","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_PART","Gender parity index for participation rate in formal and non-formal education and training (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","",""
