"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2000.0","Value_2001.0","Value_2002.0","Value_2003.0","Value_2004.0","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Value_2016.0","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"19","Americas","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBSVR","Developing countries’ and least developed countries’ share of global services imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","21.28","20.91","20.13","18.90","18.09","17.91","17.90","17.04","16.69","17.70","17.85","17.60","17.69","17.15","16.34","16.81","16.76",2016.0,"16.76","[2005-2016]: Country adjusted data // [2000-2004]: Estimated data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","[2000-2004]: Estimate based on BPM5. Excluding Guadeloupe, Martinique. // [2005-2016]: Excluding Guadeloupe, Martinique."
"21","Northern America","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBSVR","Developing countries’ and least developed countries’ share of global services imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","16.58","16.26","16.07","15.20","14.61","14.18","14.21","13.22","12.75","13.50","13.30","12.70","12.72","12.22","11.69","12.37","12.54",2016.0,"12.54","[2005-2016]: Country adjusted data // [2000-2004]: Estimated data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","[2000-2004]: Estimate based on BPM5. Including Puerto Rico, United States Virgin Islands.  // [2005-2016]: Including Puerto Rico, United States Virgin Islands. "
"29","Caribbean","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBSVR","Developing countries’ and least developed countries’ share of global services imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.47","0.45","0.43","0.39","0.35","0.36","0.36","0.32","0.31","0.32","0.33","0.37","0.38","0.35","0.34","0.35","0.36",2016.0,"0.36","[2005-2016]: Country adjusted data // [2000-2004]: Estimated data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","[2000-2004]: Estimate based on BPM5. Excluding Guadeloupe, Martinique, Puerto Rico, United States Virgin Islands. // [2005-2016]: Excluding Guadeloupe, Martinique, Puerto Rico, United States Virgin Islands."
"30","Eastern Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBSVR","Developing countries’ and least developed countries’ share of global services imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","15.92","15.27","15.23","14.17","14.63","14.33","14.08","13.89","13.89","13.69","14.83","15.12","15.97","15.78","17.20","18.03","18.37",2016.0,"18.37","[2005-2016]: Country adjusted data // [2000-2004]: Estimated data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. "
"34","Southern Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBSVR","Developing countries’ and least developed countries’ share of global services imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.12","2.20","2.40","2.56","2.85","3.27","3.50","3.58","3.21","3.27","3.99","3.88","3.79","3.54","3.37","3.44","3.64",2016.0,"3.64","[2005-2016]: Country adjusted data // [2000-2004]: Estimated data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. "
"35","South-Eastern Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBSVR","Developing countries’ and least developed countries’ share of global services imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","5.56","5.61","5.60","5.39","5.42","5.38","5.44","5.38","5.58","5.46","5.96","6.18","6.45","6.64","6.44","6.63","6.67",2016.0,"6.67","[2005-2016]: Country adjusted data // [2000-2004]: Estimated data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. "
"39","Southern Europe","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBSVR","Developing countries’ and least developed countries’ share of global services imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","6.99","7.18","7.26","7.61","7.57","7.50","7.59","7.69","7.42","6.93","6.27","5.88","5.13","4.93","4.86","4.54","4.71",2016.0,"4.71","[2005-2016]: Country adjusted data // [2000-2004]: Estimated data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. "
"53","Australia and New Zealand","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBSVR","Developing countries’ and least developed countries’ share of global services imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.49","1.36","1.38","1.44","1.52","1.51","1.41","1.49","1.52","1.46","1.62","1.75","1.78","1.71","1.51","1.45","1.43",2016.0,"1.43","[2005-2016]: Country adjusted data // [2000-2004]: Estimated data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. "
"54","Melanesia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBSVR","Developing countries’ and least developed countries’ share of global services imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.08","0.07","0.10","0.10","0.10","0.11","0.12","0.11","0.10","0.10","0.13","0.12","0.14","0.13","0.09","0.07","0.06",2016.0,"0.06","[2005-2016]: Country adjusted data // [2000-2004]: Estimated data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. "
"57","Micronesia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBSVR","Developing countries’ and least developed countries’ share of global services imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",2016.0,"0.00","[2005-2016]: Country adjusted data // [2000-2004]: Estimated data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. "
"61","Polynesia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBSVR","Developing countries’ and least developed countries’ share of global services imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.00","0.00","0.04","0.03","0.03","0.03","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01",2016.0,"0.01","[2005-2016]: Country adjusted data // [2000-2004]: Estimated data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. "
"62","Central and Southern Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBSVR","Developing countries’ and least developed countries’ share of global services imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.39","2.54","2.76","2.90","3.22","3.67","3.91","4.03","3.61","3.68","4.42","4.29","4.25","3.99","3.78","3.81","3.98",2016.0,"3.98","[2005-2016]: Country adjusted data // [2000-2004]: Estimated data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. "
"97","European Union","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBSVR","Developing countries’ and least developed countries’ share of global services imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"127","Southern Asia (excluding India)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBSVR","Developing countries’ and least developed countries’ share of global services imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"135","Caucasus and Central Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBSVR","Developing countries’ and least developed countries’ share of global services imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.33","0.40","0.46","0.48","0.53","0.56","0.55","0.61","0.56","0.58","0.59","0.60","0.70","0.69","0.69","0.62","0.57",2016.0,"0.57","[2005-2016]: Country adjusted data // [2000-2004]: Estimated data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. "
"142","Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBSVR","Developing countries’ and least developed countries’ share of global services imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","28.76","27.84","27.86","26.78","27.72","28.10","28.71","28.85","28.98","29.04","31.37","31.89","33.09","32.80","34.53","35.47","35.61",2016.0,"35.61","[2005-2016]: Country adjusted data // [2000-2004]: Estimated data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. "
"143","Central Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBSVR","Developing countries’ and least developed countries’ share of global services imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.27","0.33","0.35","0.33","0.37","0.41","0.41","0.46","0.40","0.41","0.43","0.40","0.46","0.45","0.41","0.36","0.34",2016.0,"0.34","[2005-2016]: Country adjusted data // [2000-2004]: Estimated data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. "
"145","Western Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBSVR","Developing countries’ and least developed countries’ share of global services imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","4.76","4.32","4.21","4.26","4.41","4.71","5.28","5.55","5.90","6.21","6.17","6.30","6.42","6.38","7.10","7.01","6.59",2016.0,"6.59","[2005-2016]: Country adjusted data // [2000-2004]: Estimated data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. "
"150","Europe","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBSVR","Developing countries’ and least developed countries’ share of global services imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","45.59","46.90","47.68","50.04","49.77","49.35","48.59","49.03","48.77","47.69","44.96","44.61","43.37","44.44","43.87","42.79","43.11",2016.0,"43.11","[2005-2016]: Country adjusted data // [2000-2004]: Estimated data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","[2000-2004]: Estimate based on BPM5. Including Guadeloupe, Martinique, Mayotte, Réunion.  // [2005-2016]: Including Guadeloupe, Martinique, Mayotte, Réunion. "
"151","Eastern Europe","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBSVR","Developing countries’ and least developed countries’ share of global services imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.96","3.29","3.44","3.62","3.74","3.92","4.11","4.45","4.95","4.57","4.59","4.72","4.92","5.27","4.82","4.13","3.84",2016.0,"3.84","[2005-2016]: Country adjusted data // [2000-2004]: Estimated data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. "
"154","Northern Europe","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBSVR","Developing countries’ and least developed countries’ share of global services imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","13.05","13.50","14.02","14.59","14.56","14.64","14.45","14.46","14.06","13.48","12.64","12.28","12.03","12.01","11.85","12.32","12.46",2016.0,"12.46","[2005-2016]: Country adjusted data // [2000-2004]: Estimated data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. "
"155","Western Europe","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBSVR","Developing countries’ and least developed countries’ share of global services imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","22.68","23.00","23.00","24.26","23.93","23.29","22.45","22.43","22.34","22.71","21.50","21.60","20.84","21.77","21.97","21.42","21.69",2016.0,"21.69","[2005-2016]: Country adjusted data // [2000-2004]: Estimated data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","[2000-2004]: Estimate based on BPM5. Including Guadeloupe, Martinique, Mayotte, Réunion.  // [2005-2016]: Including Guadeloupe, Martinique, Mayotte, Réunion. "
"158","Other non-specified areas","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBSVR","Developing countries’ and least developed countries’ share of global services imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"199","Least Developed Countries (LDCs)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBSVR","Developing countries’ and least developed countries’ share of global services imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.88","0.98","0.94","0.91","0.98","1.09","1.14","1.24","1.52","1.57","1.61","1.73","1.72","1.72","1.71","1.54","1.43",2016.0,"1.43","[2005-2016]: Country adjusted data // [2000-2004]: Estimated data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","[2003-2004]: Estimate based on BPM5.  // [2000-2002]: Estimate based on BPM5. Excluding Timor-Leste."
"202","Sub-Saharan Africa","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBSVR","Developing countries’ and least developed countries’ share of global services imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.69","1.82","1.79","1.82","1.89","1.99","2.24","2.43","2.73","2.72","2.82","2.93","2.82","2.71","2.63","2.41","2.06",2016.0,"2.06","[2005-2016]: Country adjusted data // [2000-2004]: Estimated data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","[2000-2004]: Estimate based on BPM5. Excluding Mayotte, Réunion, South Sudan. // [2005-2011]: Excluding Mayotte, Réunion, South Sudan. // [2012-2016]: Excluding Mayotte, Réunion."
"223","Eastern Asia (excluding Japan and China)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBSVR","Developing countries’ and least developed countries’ share of global services imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"369"," Iraq (Central Iraq) ","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBSVR","Developing countries’ and least developed countries’ share of global services imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"419","Latin America and the Caribbean","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBSVR","Developing countries’ and least developed countries’ share of global services imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","4.70","4.66","4.05","3.69","3.48","3.72","3.70","3.81","3.94","4.20","4.54","4.90","4.97","4.93","4.65","4.44","4.23",2016.0,"4.23","[2005-2016]: Country adjusted data // [2000-2004]: Estimated data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","[2000-2004]: Estimate based on BPM5. Excluding Guadeloupe, Martinique, Puerto Rico, United States Virgin Islands. // [2005-2016]: Excluding Guadeloupe, Martinique, Puerto Rico, United States Virgin Islands."
