"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2000","Footnotes_2001","Footnotes_2002","Footnotes_2003","Footnotes_2004","Footnotes_2005","Footnotes_2006","Footnotes_2007","Footnotes_2008","Footnotes_2009","Footnotes_2010","Footnotes_2011","Footnotes_2012","Footnotes_2013","Footnotes_2014","Footnotes_2015","Footnotes_2016","Footnotes_2017","Nature_Code_2000","Nature_Code_2001","Nature_Code_2002","Nature_Code_2003","Nature_Code_2004","Nature_Code_2005","Nature_Code_2006","Nature_Code_2007","Nature_Code_2008","Nature_Code_2009","Nature_Code_2010","Nature_Code_2011","Nature_Code_2012","Nature_Code_2013","Nature_Code_2014","Nature_Code_2015","Nature_Code_2016","Nature_Code_2017","Source_2000","Source_2001","Source_2002","Source_2003","Source_2004","Source_2005","Source_2006","Source_2007","Source_2008","Source_2009","Source_2010","Source_2011","Source_2012","Source_2013","Source_2014","Source_2015","Source_2016","Source_2017","TimeDetail_2000","TimeDetail_2001","TimeDetail_2002","TimeDetail_2003","TimeDetail_2004","TimeDetail_2005","TimeDetail_2006","TimeDetail_2007","TimeDetail_2008","TimeDetail_2009","TimeDetail_2010","TimeDetail_2011","TimeDetail_2012","TimeDetail_2013","TimeDetail_2014","TimeDetail_2015","TimeDetail_2016","TimeDetail_2017","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Latest_Year","Latest_Value"
"LKA","80.70489654","7.614693343","144","Sri Lanka","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","","","","","","","","","C","C","C","C","C","C","C","C","","","","","","","","","","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.27079","8.60566","9.11016","8.39403","9.41995","10.82396","10.95026","17.72876","",2016.0,"17.72876"
"TCD","18.66618401","15.36279341","148","Chad","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","C","C","","","C","C","","","","C","C","C","C","C","","","","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","","","12.84449","13.78685","","","11.0319","14.67282","","","","9.54159","8.11928","10.08326","9.21241","12.46146","","","","",2013.0,"12.46146"
"CHL","-71.23029019","-35.2652885","152","Chile","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","C","","C","C","C","C","C","C","C","C","C","C","","C","C","C","","","UNESCO Institute of Statistics (UIS).","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","16.40149","","17.40728","17.60468","16.97488","16.15854","16.19687","16.72521","17.37077","16.99418","17.81364","17.72904","","19.61054","19.89099","19.57346","","",2015.0,"19.57346"
"COL","-73.07446751","3.888209046","170","Colombia","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","C","C","C","E","C","C","C","C","C","C","C","C","C","C","C","C","C","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","13.28683","13.46772","15.29956","15.53726","15.43978","15.53561","13.76883","14.48145","14.67729","16.08117","16.41858","15.52914","15.51283","16.91362","15.84515","15.10725","15.96021","",2016.0,"15.96021"
"COM","43.34234565","-11.66121732","174","Comoros","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","","C","","","","","","C","","","C","C","C","C","C","","","","","UNESCO Institute of Statistics (UIS).","","","","","","UNESCO Institute of Statistics (UIS).","","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","","","15.78972","","","","","","29.23312","","","21.41487","18.49151","16.07073","18.91001","15.34169","","",2015.0,"15.34169"
"COG","15.22052612","-0.840544119","178","Congo","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","","E","C","C","C","","","","","C","","","","","","","","","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.59277","9.51995","8.56181","7.59782","","","","","29.01839","","","","","","","",2010.0,"29.01839"
"COD","23.65496507","-2.877154732","180","Democratic Republic of the Congo","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","C","","C","","","","","","","","","","","","","UNESCO Institute of Statistics (UIS).","","","UNESCO Institute of Statistics (UIS).","","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.57672","","","17.82331","","12.49621","","",2015.0,"12.49621"
"COK","-159.7711391","-21.22696458","184","Cook Islands","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","C","C","C","C","","","","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","","6.69466","","","","","","","","","","","9.64264","8.30885","8.80885","11.55289","","","",2014.0,"11.55289"
"CRI","-84.19712782","9.970998683","188","Costa Rica","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","C","C","C","E","C","","C","C","C","C","C","C","C","C","C","C","C","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","18.81951","19.15282","19.2405","20.15172","20.43089","","20.64334","21.02189","20.81096","23.40822","22.88089","23.00962","23.50156","22.83091","23.10953","23.37343","23.4232","",2016.0,"23.4232"
"HRV","17.95874553","45.45172212","191","Croatia","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","","C","C","C","","","C","C","C","C","C","","C","","","","","","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","","","","","7.97329","8.2119","8.11906","","","8.83161","9.54932","9.22726","8.95828","8.51584","","9.49459","","","","",2013.0,"9.49459"
"CYP","33.22285964","35.05659437","196","Cyprus","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","C","C","C","C","C","C","C","C","C","C","C","C","","C","C","","","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","","14.26831","14.32157","14.91421","16.51523","15.83298","15.83936","16.17962","16.72048","17.59075","17.20125","15.7348","15.58158","","15.46599","15.53378","","","",2014.0,"15.53378"
"AND","1.576257417","42.54548611","20","Andorra","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C","C","C","C","","","","","","","","","","","","","","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.04025","9.9616","10.17952","9.66894","",2016.0,"9.66894"
