GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Age_Code,Age_Desc,Sex_Code,Sex_Desc,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
1,End poverty in all its forms everywhere,1.1,"By 2030, eradicate extreme poverty for all people everywhere, currently measured as people living on less than $1.25 a day",1.1.1,"Proportion of population below the international poverty line, by sex, age, employment status and geographical location (urban/rural)",1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage
