GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,TypeOfSkill_Code,TypeOfSkill_Desc,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes,ISO3CD,X,Y
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_FUNPROF,Low to high socio-economic parity status index achieving at least a fixed level of proficiency in functional numeracy skills  (ratio),2019.Q1.G.01,LITE,Literacy,G,Global,C,Country data,Ratio,Ratio,208,Denmark,2012.0,,0.96263,Float,Programme for the International Assessment of Adult Competencies (OECD),,DNK,9.326571283,56.03829721
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_FUNPROF,Low to high socio-economic parity status index achieving at least a fixed level of proficiency in functional numeracy skills  (ratio),2019.Q1.G.01,NUME,Numeracy,G,Global,C,Country data,Ratio,Ratio,233,Estonia,2012.0,,0.98103,Float,Programme for the International Assessment of Adult Competencies (OECD),,EST,25.84093481,58.68487172
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_FUNPROF,Low to high socio-economic parity status index achieving at least a fixed level of proficiency in functional numeracy skills  (ratio),2019.Q1.G.01,LITE,Literacy,G,Global,C,Country data,Ratio,Ratio,233,Estonia,2012.0,,0.98958,Float,Programme for the International Assessment of Adult Competencies (OECD),,EST,25.84093481,58.68487172
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_FUNPROF,Low to high socio-economic parity status index achieving at least a fixed level of proficiency in functional numeracy skills  (ratio),2019.Q1.G.01,NUME,Numeracy,G,Global,C,Country data,Ratio,Ratio,246,Finland,2012.0,,0.97518,Float,Programme for the International Assessment of Adult Competencies (OECD),,FIN,23.308447,61.91586738
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_FUNPROF,Low to high socio-economic parity status index achieving at least a fixed level of proficiency in functional numeracy skills  (ratio),2019.Q1.G.01,LITE,Literacy,G,Global,C,Country data,Ratio,Ratio,246,Finland,2012.0,,0.97967,Float,Programme for the International Assessment of Adult Competencies (OECD),,FIN,23.308447,61.91586738
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_FUNPROF,Low to high socio-economic parity status index achieving at least a fixed level of proficiency in functional numeracy skills  (ratio),2019.Q1.G.01,NUME,Numeracy,G,Global,C,Country data,Ratio,Ratio,250,France,2012.0,,0.86613,Float,Programme for the International Assessment of Adult Competencies (OECD),,FRA,2.457288129,46.62660861
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_FUNPROF,Low to high socio-economic parity status index achieving at least a fixed level of proficiency in functional numeracy skills  (ratio),2019.Q1.G.01,LITE,Literacy,G,Global,C,Country data,Ratio,Ratio,250,France,2012.0,,0.92107,Float,Programme for the International Assessment of Adult Competencies (OECD),,FRA,2.457288129,46.62660861
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_FUNPROF,Low to high socio-economic parity status index achieving at least a fixed level of proficiency in functional numeracy skills  (ratio),2019.Q1.G.01,LITE,Literacy,G,Global,C,Country data,Ratio,Ratio,268,Georgia,2013.0,,0.94073,Float,Skills Measurement Program (World Bank),,GEO,43.3713615,42.04813028
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_FUNPROF,Low to high socio-economic parity status index achieving at least a fixed level of proficiency in functional numeracy skills  (ratio),2019.Q1.G.01,LITE,Literacy,G,Global,C,Country data,Ratio,Ratio,276,Germany,2012.0,,0.96793,Float,Programme for the International Assessment of Adult Competencies (OECD),,DEU,10.3806066,51.08862743
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_FUNPROF,Low to high socio-economic parity status index achieving at least a fixed level of proficiency in functional numeracy skills  (ratio),2019.Q1.G.01,NUME,Numeracy,G,Global,C,Country data,Ratio,Ratio,276,Germany,2012.0,,0.94658,Float,Programme for the International Assessment of Adult Competencies (OECD),,DEU,10.3806066,51.08862743
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_FUNPROF,Low to high socio-economic parity status index achieving at least a fixed level of proficiency in functional numeracy skills  (ratio),2019.Q1.G.01,LITE,Literacy,G,Global,C,Country data,Ratio,Ratio,288,Ghana,2013.0,,0.36159,Float,Skills Measurement Program (World Bank),,GHA,-1.205623522,7.964825185
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_FUNPROF,Low to high socio-economic parity status index achieving at least a fixed level of proficiency in functional numeracy skills  (ratio),2019.Q1.G.01,LITE,Literacy,G,Global,C,Country data,Ratio,Ratio,372,Ireland,2012.0,,0.95851,Float,Programme for the International Assessment of Adult Competencies (OECD),,IRL,-7.121425272,53.25274054
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_FUNPROF,Low to high socio-economic parity status index achieving at least a fixed level of proficiency in functional numeracy skills  (ratio),2019.Q1.G.01,NUME,Numeracy,G,Global,C,Country data,Ratio,Ratio,372,Ireland,2012.0,,0.92376,Float,Programme for the International Assessment of Adult Competencies (OECD),,IRL,-7.121425272,53.25274054
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_FUNPROF,Low to high socio-economic parity status index achieving at least a fixed level of proficiency in functional numeracy skills  (ratio),2019.Q1.G.01,LITE,Literacy,G,Global,C,Country data,Ratio,Ratio,380,Italy,2012.0,,0.95557,Float,Programme for the International Assessment of Adult Competencies (OECD),,ITA,12.57022427,42.79917282
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_FUNPROF,Low to high socio-economic parity status index achieving at least a fixed level of proficiency in functional numeracy skills  (ratio),2019.Q1.G.01,NUME,Numeracy,G,Global,C,Country data,Ratio,Ratio,380,Italy,2012.0,,0.92779,Float,Programme for the International Assessment of Adult Competencies (OECD),,ITA,12.57022427,42.79917282
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_FUNPROF,Low to high socio-economic parity status index achieving at least a fixed level of proficiency in functional numeracy skills  (ratio),2019.Q1.G.01,NUME,Numeracy,G,Global,C,Country data,Ratio,Ratio,392,Japan,2012.0,,0.98496,Float,Programme for the International Assessment of Adult Competencies (OECD),,JPN,139.2716103,36.6554539
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_FUNPROF,Low to high socio-economic parity status index achieving at least a fixed level of proficiency in functional numeracy skills  (ratio),2019.Q1.G.01,LITE,Literacy,G,Global,C,Country data,Ratio,Ratio,392,Japan,2012.0,,0.9934,Float,Programme for the International Assessment of Adult Competencies (OECD),,JPN,139.2716103,36.6554539
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_FUNPROF,Low to high socio-economic parity status index achieving at least a fixed level of proficiency in functional numeracy skills  (ratio),2019.Q1.G.01,LITE,Literacy,G,Global,C,Country data,Ratio,Ratio,418,Lao People's Democratic Republic,2012.0,,0.67657,Float,Skills Measurement Program (World Bank),,LAO,101.9901968,20.27482773
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_FUNPROF,Low to high socio-economic parity status index achieving at least a fixed level of proficiency in functional numeracy skills  (ratio),2019.Q1.G.01,LITE,Literacy,G,Global,C,Country data,Ratio,Ratio,528,Netherlands,2012.0,,0.98109,Float,Programme for the International Assessment of Adult Competencies (OECD),,NLD,5.331480568,51.86728884
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_FUNPROF,Low to high socio-economic parity status index achieving at least a fixed level of proficiency in functional numeracy skills  (ratio),2019.Q1.G.01,NUME,Numeracy,G,Global,C,Country data,Ratio,Ratio,528,Netherlands,2012.0,,0.97156,Float,Programme for the International Assessment of Adult Competencies (OECD),,NLD,5.331480568,51.86728884
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_FUNPROF,Low to high socio-economic parity status index achieving at least a fixed level of proficiency in functional numeracy skills  (ratio),2019.Q1.G.01,NUME,Numeracy,G,Global,C,Country data,Ratio,Ratio,578,Norway,2012.0,,0.94985,Float,Programme for the International Assessment of Adult Competencies (OECD),,NOR,11.47846389,61.34311134
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_FUNPROF,Low to high socio-economic parity status index achieving at least a fixed level of proficiency in functional numeracy skills  (ratio),2019.Q1.G.01,LITE,Literacy,G,Global,C,Country data,Ratio,Ratio,578,Norway,2012.0,,0.96764,Float,Programme for the International Assessment of Adult Competencies (OECD),,NOR,11.47846389,61.34311134
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_FUNPROF,Low to high socio-economic parity status index achieving at least a fixed level of proficiency in functional numeracy skills  (ratio),2019.Q1.G.01,LITE,Literacy,G,Global,C,Country data,Ratio,Ratio,616,Poland,2012.0,,0.97717,Float,Programme for the International Assessment of Adult Competencies (OECD),,POL,19.40660158,52.1226733
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_FUNPROF,Low to high socio-economic parity status index achieving at least a fixed level of proficiency in functional numeracy skills  (ratio),2019.Q1.G.01,NUME,Numeracy,G,Global,C,Country data,Ratio,Ratio,616,Poland,2012.0,,0.95292,Float,Programme for the International Assessment of Adult Competencies (OECD),,POL,19.40660158,52.1226733
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_FUNPROF,Low to high socio-economic parity status index achieving at least a fixed level of proficiency in functional numeracy skills  (ratio),2019.Q1.G.01,LITE,Literacy,G,Global,C,Country data,Ratio,Ratio,410,Republic of Korea,2012.0,,0.97522,Float,Programme for the International Assessment of Adult Competencies (OECD),,KOR,127.8610254,36.45201023
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_FUNPROF,Low to high socio-economic parity status index achieving at least a fixed level of proficiency in functional numeracy skills  (ratio),2019.Q1.G.01,NUME,Numeracy,G,Global,C,Country data,Ratio,Ratio,410,Republic of Korea,2012.0,,0.95015,Float,Programme for the International Assessment of Adult Competencies (OECD),,KOR,127.8610254,36.45201023
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_FUNPROF,Low to high socio-economic parity status index achieving at least a fixed level of proficiency in functional numeracy skills  (ratio),2019.Q1.G.01,NUME,Numeracy,G,Global,C,Country data,Ratio,Ratio,643,Russian Federation,2012.0,,0.99912,Float,Programme for the International Assessment of Adult Competencies (OECD),,RUS,99.01404926,61.61899849
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_FUNPROF,Low to high socio-economic parity status index achieving at least a fixed level of proficiency in functional numeracy skills  (ratio),2019.Q1.G.01,LITE,Literacy,G,Global,C,Country data,Ratio,Ratio,643,Russian Federation,2012.0,,0.99784,Float,Programme for the International Assessment of Adult Competencies (OECD),,RUS,99.01404926,61.61899849
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_FUNPROF,Low to high socio-economic parity status index achieving at least a fixed level of proficiency in functional numeracy skills  (ratio),2019.Q1.G.01,LITE,Literacy,G,Global,C,Country data,Ratio,Ratio,703,Slovakia,2012.0,,0.98908,Float,Programme for the International Assessment of Adult Competencies (OECD),,SVK,19.48495604,48.70741446
