"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2000.0","Value_2001.0","Value_2002.0","Value_2003.0","Value_2004.0","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Value_2016.0","Value_2017.0","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"35","South-Eastern Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","23.6027","23.10196","23.36913","23.65513","23.96408","23.90437","23.97216","23.71782","23.32379","22.46544","22.71609","22.51159","22.32997","22.16858","22.12294","21.8886","21.91574","21.99651",2017.0,"21.99651","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"39","Southern Europe","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"53","Australia and New Zealand","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","9.84778","9.69572","9.8115","9.5698","9.2455","8.96052","8.7452","8.72533","8.11139","7.92682","7.76567","7.53968","7.15814","6.93721","6.73265","6.92208","6.75983","6.59433",2017.0,"6.59433","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"54","Melanesia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"57","Micronesia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"61","Polynesia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"62","Central and Southern Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","13.68724","13.83022","13.89976","13.80339","13.97926","14.27792","14.7225","14.67964","14.87294","15.16979","15.16619","15.27537","15.32052","15.25111","15.02703","15.32988","15.47108","15.59932",2017.0,"15.59932","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"97","European Union","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"127","Southern Asia (excluding India)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"135","Caucasus and Central Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","16.53418","16.22924","15.65579","15.44638","15.24465","14.66722","13.83549","13.45211","13.85178","13.30148","13.3121","13.75088","13.63526","13.47536","13.50144","13.54597","13.51324","13.43352",2017.0,"13.43352","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"142","Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"143","Central Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"145","Western Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"150","Europe","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"151","Eastern Europe","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"154","Northern Europe","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"155","Western Europe","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"158","Other non-specified areas","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"199","Least Developed Countries (LDCs)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","10.68585","10.6339","10.64587","10.59835","10.60747","10.44357","10.39983","10.4508","10.27814","10.28479","10.54337","10.91617","11.09932","11.44209","11.53642","11.76125","12.02655","12.29234",2017.0,"12.29234","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"202","Sub-Saharan Africa","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","11.22023","11.11921","10.72645","10.38171","10.24207","10.20878","10.2299","10.14131","9.95626","9.44019","9.4487","9.77568","9.8319","10.14732","10.19685","9.97406","9.96614","9.92933",2017.0,"9.92933","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"223","Eastern Asia (excluding Japan and China)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"369"," Iraq (Central Iraq) ","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"419","Latin America and the Caribbean","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","16.20126","15.96929","15.83422","15.79034","16.01552","15.81236","15.59321","15.33956","15.15316","14.21217","14.4006","14.29094","13.89554","13.81844","13.97667","13.95778","13.66886","13.49115",2017.0,"13.49115","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"420","Latin America","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"432","Landlocked developing countries (LLDCs)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","13.75322","13.67357","13.32433","13.22619","13.02379","12.63626","12.20465","11.93554","11.97103","11.60488","11.46154","11.70814","11.60292","11.49588","11.4699","11.50411","11.44507","11.36967",2017.0,"11.36967","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","10.32794","10.30715","10.48614","10.64256","10.66724","10.75319","10.86015","10.98627","11.07776","10.85296","11.27446","11.41224","11.34697","11.09268","11.23569","11.35485","11.41099","11.61917",2017.0,"11.61917","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"513","Europe and Northern America","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","13.80628","13.45407","13.28642","13.37156","13.53914","13.42561","13.69401","13.80372","13.42","12.39274","12.96932","13.1194","12.8931","12.88965","12.90258","12.93372","12.88647","12.8975",2017.0,"12.8975","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","14.16938","13.76263","13.57534","13.70517","13.91076","13.86561","14.14959","14.32668","14.02701","12.8229","13.64484","13.6707","13.48136","13.42296","13.45214","13.47123","13.42179","13.44086",2017.0,"13.44086","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"515","Developing regions","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","17.89968","17.91063","18.10545","18.48501","18.62249","18.60657","18.89472","19.17214","19.33433","19.34525","19.88659","20.13601","20.20656","20.32591","20.48","20.59567","20.7264","20.86523",2017.0,"20.86523","Modeled data","UNIDO MVA 2016 Database. Available at https://stat.unido.org","NA"
"518","Eastern Asia (excluding Japan)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","25.6354","25.6818","26.01781","27.14847","27.17996","26.95178","27.54335","28.20643","28.66292","29.10618","29.99988","30.32153","30.5582","30.65364","30.57704","30.46879","30.46461","30.4467",2017.0,"30.4467","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"535","Bonaire, Sint Eustatius and Saba","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"543","Oceania (exc. Australia and New Zealand)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","7.43293","6.75734","6.98406","7.40165","7.95694","7.53789","8.03655","9.31797","6.72947","5.96085","6.60296","6.7367","6.32379","6.4355","6.28044","6.1158","6.1255","6.10686",2017.0,"6.10686","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"722","Small island developing States (SIDS)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","22.2796","22.55332","22.74902","22.08273","22.2871","22.06284","21.6558","21.0877","21.13146","19.65377","20.72654","20.57091","20.05432","19.75837","19.58904","18.85621","18.30831","17.82352",2017.0,"17.82352","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"738","Sub-Saharan Africa (inc. Sudan)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANF","Manufacturing value added as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","11.22023","11.11921","10.72645","10.38171","10.24207","10.20878","10.2299","10.14131","9.97036","9.43851","9.46302","9.77821","9.8263","10.13352","10.18139","9.96552","9.96052","9.92889",2017.0,"9.92889","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
