series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Type of product	Units	Type of product description	Units description	years	value	valueType	time_detail	source	Nature
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	308	-61.68248568	12.11238395	GRD	Grenada	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	724	-3.554078296	40.39211472	ESP	Spain	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	48	50.5490754	26.04407747	BHR	Bahrain	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	300	22.58307827	39.47301873	GRC	Greece	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	818	29.77468534	26.57438204	EGY	Egypt	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	312	-61.64762115	16.14416917	GLP	Guadeloupe	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	728	30.32618773	7.290839152	SSD	South Sudan	2	MAZ	INDEX	maize	Index	2016	-0.89	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	50	89.17660788	22.86961622	BGD	Bangladesh	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	740	-55.90626394	4.132603197	SUR	Suriname	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	826	-2.23830539	53.27691757	GBR	United Kingdom	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	316	144.7029305	13.35485404	GUM	Guam	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	732	-13.13515523	24.66265342	ESH	Western Sahara	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	51	44.93839317	40.29499741	ARM	Armenia	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	831	-2.200712402	49.71561166	GGY	Guernsey	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	320	-91.2312746	15.00273719	GTM	Guatemala	2	MAZ	INDEX	maize	Index	2016	-0.48	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	736	29.95650159	16.02643066	SDN	Sudan	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	52	-59.5346489	13.13648273	BRB	Barbados	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	748	31.50149288	-26.56471011	SWZ	Swaziland	2	MAZ	INDEX	maize	Index	2016	2.9	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	832	-2.136773508	49.22353354	JEY	Jersey	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	324	-11.28173419	11.00210343	GIN	Guinea	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	840	-99.13830311	39.5277871	USA	United States of America	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	56	4.660976456	50.64104975	BEL	Belgium	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	752	14.3775338	60.60103109	SWE	Sweden	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	833	-4.538190305	54.22880901	IMN	Isle of Man	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	328	-58.97322037	4.788012784	GUY	Guyana	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	60	-64.78155012	32.27881922	BMU	Bermuda	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	756	8.223158	46.96617097	CHE	Switzerland	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	2	MAZ	INDEX	maize	Index	2016	0.14	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	332	-72.33640958	18.40426539	HTI	Haiti	2	MAZ	INDEX	maize	Index	2016	0.6	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	854	-1.742843829	12.27491081	BFA	Burkina Faso	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	64	90.45098484	27.39598568	BTN	Bhutan	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	72	23.81380223	-22.18810073	BWA	Botswana	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	858	-56.01387025	-32.8002838	URY	Uruguay	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	2	MAZ	INDEX	maize	Index	2016	1.3	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	762	69.294998	38.43069666	TJK	Tajikistan	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	74	3.410732868	-54.43295905	BVT	Bouvet Island	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	336	12.45315803	41.90343751	VAT	Holy See	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	860	63.11944558	41.77560518	UZB	Uzbekistan	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	764	101.0202951	15.13089239	THA	Thailand	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	76	-53.08432878	-10.77668561	BRA	Brazil	2	MAZ	INDEX	maize	Index	2016	1.8	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	340	-86.59974381	14.82243161	HND	Honduras	2	MAZ	INDEX	maize	Index	2016	-0.6	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	250	2.457288129	46.62660861	FRA	France	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	516	17.21907885	-22.13817068	NAM	Namibia	2	MAZ	INDEX	maize	Index	2016	0.4	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	178	15.22052612	-0.840544119	COG	Congo	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	84	-88.70199554	17.19965901	BLZ	Belize	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	254	-53.23619089	3.922673437	GUF	French Guiana	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	520	166.92313	-0.528742623	NRU	Nauru	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	348	19.41221519	47.1651448	HUN	Hungary	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	258	-149.4052367	-17.67709294	PYF	French Polynesia	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	524	83.94678863	28.25866332	NPL	Nepal	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	184	-159.7711391	-21.22696458	COK	Cook Islands	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	90	160.1584117	-9.622391719	SLB	Solomon Islands	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	352	-19.02116966	64.79134763	ISL	Iceland	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	260	69.64849091	-49.6068576	ATF	French Southern Territories	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	528	5.331480568	51.86728884	NLD	Netherlands	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	188	-84.19712782	9.970998683	CRI	Costa Rica	2	MAZ	INDEX	maize	Index	2016	-0.04	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	92	-64.63294223	18.42256578	VGB	British Virgin Islands	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	356	79.3608464	22.34642074	IND	India	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	262	42.18274707	11.56004161	DJI	Djibouti	2	MAZ	INDEX	maize	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	2	MAZ	INDEX	maize	Index	2016					
