ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Age_Code,Age_Desc,Sex_Code,Sex_Desc,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2014,Footnotes_2015,Footnotes_2016,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Source_2014,Source_2015,Source_2016,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,Value_2014,Value_2015,Value_2016,Latest_Year,Latest_Value
BLR,28.04940161,53.54193075,112,Belarus,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,<15Y,under 15 years old,FEMALE,Female,G,Global,PERCENT,Percentage,,,"Data in reference to one country but derived from different types of sources should not be compared between them.
",,,C,,,GLOTIP Database,,,,,,34.78,2016.0,34.78
BLR,28.04940161,53.54193075,112,Belarus,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,<15Y,under 15 years old,MALE,Male,G,Global,PERCENT,Percentage,,,"Data in reference to one country but derived from different types of sources should not be compared between them.
",,,C,,,GLOTIP Database,,,,,,3.80,2016.0,3.80
DZA,2.678164227,28.15940032,12,Algeria,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,15+,15 years old and over,FEMALE,Female,G,Global,PERCENT,Percentage,,,"Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult females.
",,,C,,,GLOTIP Database,,,,,,21.88,2016.0,21.88
DZA,2.678164227,28.15940032,12,Algeria,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,15+,15 years old and over,MALE,Male,G,Global,PERCENT,Percentage,,,"Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult males.
",,,C,,,GLOTIP Database,,,,,,31.25,2016.0,31.25
DZA,2.678164227,28.15940032,12,Algeria,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,<15Y,under 15 years old,FEMALE,Female,G,Global,PERCENT,Percentage,,,"Data in reference to one country but derived from different types of sources should not be compared between them.
",,,C,,,GLOTIP Database,,,,,,40.63,2016.0,40.63
DZA,2.678164227,28.15940032,12,Algeria,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,<15Y,under 15 years old,MALE,Male,G,Global,PERCENT,Percentage,,,"Data in reference to one country but derived from different types of sources should not be compared between them.
",,,C,,,GLOTIP Database,,,,,,0.00,2016.0,0.00
CAN,-101.6575058,57.72360191,124,Canada,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,15+,15 years old and over,FEMALE,Female,G,Global,PERCENT,Percentage,,"Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult females.
",,,C,,,GLOTIP Database,,,,,,52.31,,2015.0,52.31
CAN,-101.6575058,57.72360191,124,Canada,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,15+,15 years old and over,MALE,Male,G,Global,PERCENT,Percentage,,"Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult males.
",,,C,,,GLOTIP Database,,,,,,3.08,,2015.0,3.08
CAN,-101.6575058,57.72360191,124,Canada,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,<15Y,under 15 years old,FEMALE,Female,G,Global,PERCENT,Percentage,,"Data in reference to one country but derived from different types of sources should not be compared between them.
",,,C,,,GLOTIP Database,,,,,,36.92,,2015.0,36.92
CAN,-101.6575058,57.72360191,124,Canada,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,<15Y,under 15 years old,MALE,Male,G,Global,PERCENT,Percentage,,"Data in reference to one country but derived from different types of sources should not be compared between them.
",,,C,,,GLOTIP Database,,,,,,1.54,,2015.0,1.54
CHL,-71.23029019,-35.2652885,152,Chile,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,15+,15 years old and over,FEMALE,Female,G,Global,PERCENT,Percentage,"Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult females.
",,,C,,,GLOTIP Database,,,,,,50.00,,,2014.0,50.00
CHL,-71.23029019,-35.2652885,152,Chile,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,15+,15 years old and over,MALE,Male,G,Global,PERCENT,Percentage,"Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult males.
",,,C,,,GLOTIP Database,,,,,,0.00,,,2014.0,0.00
CHL,-71.23029019,-35.2652885,152,Chile,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,<15Y,under 15 years old,FEMALE,Female,G,Global,PERCENT,Percentage,"Data in reference to one country but derived from different types of sources should not be compared between them.
",,,C,,,GLOTIP Database,,,,,,0.00,,,2014.0,0.00
CHL,-71.23029019,-35.2652885,152,Chile,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,<15Y,under 15 years old,MALE,Male,G,Global,PERCENT,Percentage,"Data in reference to one country but derived from different types of sources should not be compared between them.
",,,C,,,GLOTIP Database,,,,,,50.00,,,2014.0,50.00
COL,-73.07446751,3.888209046,170,Colombia,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,15+,15 years old and over,FEMALE,Female,G,Global,PERCENT,Percentage,,"Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult females.
",,,C,,,GLOTIP Database,,,,,,89.47,,2015.0,89.47
COL,-73.07446751,3.888209046,170,Colombia,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,15+,15 years old and over,MALE,Male,G,Global,PERCENT,Percentage,,"Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult males.
",,,C,,,GLOTIP Database,,,,,,7.89,,2015.0,7.89
COL,-73.07446751,3.888209046,170,Colombia,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,<15Y,under 15 years old,FEMALE,Female,G,Global,PERCENT,Percentage,,"Data in reference to one country but derived from different types of sources should not be compared between them.
",,,C,,,GLOTIP Database,,,,,,0.00,,2015.0,0.00
COL,-73.07446751,3.888209046,170,Colombia,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,<15Y,under 15 years old,MALE,Male,G,Global,PERCENT,Percentage,,"Data in reference to one country but derived from different types of sources should not be compared between them.
",,,C,,,GLOTIP Database,,,,,,2.63,,2015.0,2.63
CRI,-84.19712782,9.970998683,188,Costa Rica,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,15+,15 years old and over,FEMALE,Female,G,Global,PERCENT,Percentage,,"Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult females.
",,,C,,,GLOTIP Database,,,,,,100.00,,2015.0,100.00
CRI,-84.19712782,9.970998683,188,Costa Rica,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,15+,15 years old and over,MALE,Male,G,Global,PERCENT,Percentage,,"Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult males.
",,,C,,,GLOTIP Database,,,,,,0.00,,2015.0,0.00
CRI,-84.19712782,9.970998683,188,Costa Rica,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,<15Y,under 15 years old,FEMALE,Female,G,Global,PERCENT,Percentage,,"Data in reference to one country but derived from different types of sources should not be compared between them.
",,,C,,,GLOTIP Database,,,,,,0.00,,2015.0,0.00
CRI,-84.19712782,9.970998683,188,Costa Rica,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,<15Y,under 15 years old,MALE,Male,G,Global,PERCENT,Percentage,,"Data in reference to one country but derived from different types of sources should not be compared between them.
",,,C,,,GLOTIP Database,,,,,,0.00,,2015.0,0.00
CYP,33.22285964,35.05659437,196,Cyprus,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,15+,15 years old and over,FEMALE,Female,G,Global,PERCENT,Percentage,,,"Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult females.
",,,C,,,GLOTIP Database,,,,,,0.00,2016.0,0.00
CYP,33.22285964,35.05659437,196,Cyprus,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,15+,15 years old and over,MALE,Male,G,Global,PERCENT,Percentage,,,"Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult males.
",,,C,,,GLOTIP Database,,,,,,10.00,2016.0,10.00
CYP,33.22285964,35.05659437,196,Cyprus,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,<15Y,under 15 years old,FEMALE,Female,G,Global,PERCENT,Percentage,,,"Data in reference to one country but derived from different types of sources should not be compared between them.
",,,C,,,GLOTIP Database,,,,,,0.00,2016.0,0.00
CYP,33.22285964,35.05659437,196,Cyprus,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,<15Y,under 15 years old,MALE,Male,G,Global,PERCENT,Percentage,,,"Data in reference to one country but derived from different types of sources should not be compared between them.
",,,C,,,GLOTIP Database,,,,,,0.00,2016.0,0.00
CZE,15.33151382,49.73913871,203,Czechia,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,15+,15 years old and over,FEMALE,Female,G,Global,PERCENT,Percentage,,,"Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult females.
",,,C,,,GLOTIP Database,,,,,,7.89,2016.0,7.89
CZE,15.33151382,49.73913871,203,Czechia,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,15+,15 years old and over,MALE,Male,G,Global,PERCENT,Percentage,,,"Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult males.
",,,C,,,GLOTIP Database,,,,,,0.00,2016.0,0.00
CZE,15.33151382,49.73913871,203,Czechia,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,<15Y,under 15 years old,FEMALE,Female,G,Global,PERCENT,Percentage,,,"Data in reference to one country but derived from different types of sources should not be compared between them.
",,,C,,,GLOTIP Database,,,,,,23.68,2016.0,23.68
CZE,15.33151382,49.73913871,203,Czechia,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,<15Y,under 15 years old,MALE,Male,G,Global,PERCENT,Percentage,,,"Data in reference to one country but derived from different types of sources should not be compared between them.
",,,C,,,GLOTIP Database,,,,,,0.00,2016.0,0.00
DNK,9.326571283,56.03829721,208,Denmark,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,15+,15 years old and over,FEMALE,Female,G,Global,PERCENT,Percentage,,,"Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult females.
",,,C,,,GLOTIP Database,,,,,,49.59,2016.0,49.59
DNK,9.326571283,56.03829721,208,Denmark,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,15+,15 years old and over,MALE,Male,G,Global,PERCENT,Percentage,,,"Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult males.
",,,C,,,GLOTIP Database,,,,,,89.26,2016.0,89.26
DNK,9.326571283,56.03829721,208,Denmark,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,<15Y,under 15 years old,FEMALE,Female,G,Global,PERCENT,Percentage,,,"Data in reference to one country but derived from different types of sources should not be compared between them.
",,,C,,,GLOTIP Database,,,,,,2.48,2016.0,2.48
DNK,9.326571283,56.03829721,208,Denmark,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,<15Y,under 15 years old,MALE,Male,G,Global,PERCENT,Percentage,,,"Data in reference to one country but derived from different types of sources should not be compared between them.
",,,C,,,GLOTIP Database,,,,,,1.65,2016.0,1.65
