GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Freq_Code,Freq_Desc,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes,ISO3CD,X,Y
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.15,Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development,17.15.1,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation,1,SG_PLN_PRVRIMON,Proportion of results indicators which will be monitored using government sources and monitoring systems - data by provider (%),2019.Q1.G.01,ANNUAL,Global,G,Global,NA,Data nature not available,PERCENT,Percentage,352,Iceland,2017.0,,100,Float,Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).,,ISL,-19.02116966,64.79134763
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.15,Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development,17.15.1,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation,1,SG_PLN_PRVRIMON,Proportion of results indicators which will be monitored using government sources and monitoring systems - data by provider (%),2019.Q1.G.01,ANNUAL,Global,G,Global,NA,Data nature not available,PERCENT,Percentage,372,Ireland,2017.0,,50.21645,Float,Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).,,IRL,-7.121425272,53.25274054
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.15,Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development,17.15.1,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation,1,SG_PLN_PRVRIMON,Proportion of results indicators which will be monitored using government sources and monitoring systems - data by provider (%),2019.Q1.G.01,ANNUAL,Global,G,Global,NA,Data nature not available,PERCENT,Percentage,380,Italy,2017.0,,43.033425,Float,Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).,,ITA,12.57022427,42.79917282
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.15,Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development,17.15.1,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation,1,SG_PLN_PRVRIMON,Proportion of results indicators which will be monitored using government sources and monitoring systems - data by provider (%),2019.Q1.G.01,ANNUAL,Global,G,Global,NA,Data nature not available,PERCENT,Percentage,392,Japan,2017.0,,63.239029,Float,Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).,,JPN,139.2716103,36.6554539
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.15,Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development,17.15.1,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation,1,SG_PLN_PRVRIMON,Proportion of results indicators which will be monitored using government sources and monitoring systems - data by provider (%),2019.Q1.G.01,ANNUAL,Global,G,Global,NA,Data nature not available,PERCENT,Percentage,414,Kuwait,2017.0,,50,Float,Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).,,KWT,47.49305029,29.53949468
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.15,Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development,17.15.1,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation,1,SG_PLN_PRVRIMON,Proportion of results indicators which will be monitored using government sources and monitoring systems - data by provider (%),2019.Q1.G.01,ANNUAL,Global,G,Global,NA,Data nature not available,PERCENT,Percentage,442,Luxembourg,2017.0,,91.964286,Float,Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).,,LUX,6.092656563,49.77679538
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.15,Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development,17.15.1,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation,1,SG_PLN_PRVRIMON,Proportion of results indicators which will be monitored using government sources and monitoring systems - data by provider (%),2019.Q1.G.01,ANNUAL,Global,G,Global,NA,Data nature not available,PERCENT,Percentage,492,Monaco,2017.0,,100,Float,Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).,,MCO,7.424214814,43.73532918
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.15,Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development,17.15.1,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation,1,SG_PLN_PRVRIMON,Proportion of results indicators which will be monitored using government sources and monitoring systems - data by provider (%),2019.Q1.G.01,ANNUAL,Global,G,Global,NA,Data nature not available,PERCENT,Percentage,528,Netherlands,2017.0,,60.135582,Float,Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).,,NLD,5.331480568,51.86728884
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.15,Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development,17.15.1,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation,1,SG_PLN_PRVRIMON,Proportion of results indicators which will be monitored using government sources and monitoring systems - data by provider (%),2019.Q1.G.01,ANNUAL,Global,G,Global,NA,Data nature not available,PERCENT,Percentage,554,New Zealand,2017.0,,46.654225,Float,Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).,,NZL,170.4755673,-43.98721568
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.15,Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development,17.15.1,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation,1,SG_PLN_PRVRIMON,Proportion of results indicators which will be monitored using government sources and monitoring systems - data by provider (%),2019.Q1.G.01,ANNUAL,Global,G,Global,NA,Data nature not available,PERCENT,Percentage,578,Norway,2017.0,,55.555556,Float,Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).,,NOR,11.47846389,61.34311134
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.15,Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development,17.15.1,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation,1,SG_PLN_PRVRIMON,Proportion of results indicators which will be monitored using government sources and monitoring systems - data by provider (%),2019.Q1.G.01,ANNUAL,Global,G,Global,NA,Data nature not available,PERCENT,Percentage,620,Portugal,2017.0,,92.307692,Float,Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).,,PRT,-7.961599811,39.68509315
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.15,Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development,17.15.1,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation,1,SG_PLN_PRVRIMON,Proportion of results indicators which will be monitored using government sources and monitoring systems - data by provider (%),2019.Q1.G.01,ANNUAL,Global,G,Global,NA,Data nature not available,PERCENT,Percentage,410,Republic of Korea,2017.0,,58.125902,Float,Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).,,KOR,127.8610254,36.45201023
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.15,Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development,17.15.1,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation,1,SG_PLN_PRVRIMON,Proportion of results indicators which will be monitored using government sources and monitoring systems - data by provider (%),2019.Q1.G.01,ANNUAL,Global,G,Global,NA,Data nature not available,PERCENT,Percentage,642,Romania,2017.0,,0,Float,Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).,,ROU,24.98481009,45.83893563
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.15,Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development,17.15.1,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation,1,SG_PLN_PRVRIMON,Proportion of results indicators which will be monitored using government sources and monitoring systems - data by provider (%),2019.Q1.G.01,ANNUAL,Global,G,Global,NA,Data nature not available,PERCENT,Percentage,682,Saudi Arabia,2017.0,,50,Float,Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).,,SAU,44.54763347,24.12594211
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.15,Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development,17.15.1,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation,1,SG_PLN_PRVRIMON,Proportion of results indicators which will be monitored using government sources and monitoring systems - data by provider (%),2019.Q1.G.01,ANNUAL,Global,G,Global,NA,Data nature not available,PERCENT,Percentage,703,Slovakia,2017.0,,0,Float,Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).,,SVK,19.48495604,48.70741446
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.15,Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development,17.15.1,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation,1,SG_PLN_PRVRIMON,Proportion of results indicators which will be monitored using government sources and monitoring systems - data by provider (%),2019.Q1.G.01,ANNUAL,Global,G,Global,NA,Data nature not available,PERCENT,Percentage,705,Slovenia,2017.0,,0,Float,Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).,,SVN,14.82209486,46.11958061
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.15,Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development,17.15.1,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation,1,SG_PLN_PRVRIMON,Proportion of results indicators which will be monitored using government sources and monitoring systems - data by provider (%),2019.Q1.G.01,ANNUAL,Global,G,Global,NA,Data nature not available,PERCENT,Percentage,724,Spain,2017.0,,79.74537,Float,Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).,,ESP,-3.554078296,40.39211472
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.15,Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development,17.15.1,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation,1,SG_PLN_PRVRIMON,Proportion of results indicators which will be monitored using government sources and monitoring systems - data by provider (%),2019.Q1.G.01,ANNUAL,Global,G,Global,NA,Data nature not available,PERCENT,Percentage,752,Sweden,2017.0,,34.33477,Float,Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).,,SWE,14.3775338,60.60103109
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.15,Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development,17.15.1,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation,1,SG_PLN_PRVRIMON,Proportion of results indicators which will be monitored using government sources and monitoring systems - data by provider (%),2019.Q1.G.01,ANNUAL,Global,G,Global,NA,Data nature not available,PERCENT,Percentage,756,Switzerland,2017.0,,34.332607,Float,Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).,,CHE,8.223158,46.96617097
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.15,Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development,17.15.1,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation,1,SG_PLN_PRVRIMON,Proportion of results indicators which will be monitored using government sources and monitoring systems - data by provider (%),2019.Q1.G.01,ANNUAL,Global,G,Global,NA,Data nature not available,PERCENT,Percentage,792,Turkey,2017.0,,0,Float,Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).,,TUR,35.42890329,38.9899684
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.15,Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development,17.15.1,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation,1,SG_PLN_PRVRIMON,Proportion of results indicators which will be monitored using government sources and monitoring systems - data by provider (%),2019.Q1.G.01,ANNUAL,Global,G,Global,NA,Data nature not available,PERCENT,Percentage,826,United Kingdom of Great Britain and Northern Ireland,2017.0,,43.012821,Float,Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).,,GBR,-2.23830539,53.27691757
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.15,Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development,17.15.1,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation,1,SG_PLN_PRVRIMON,Proportion of results indicators which will be monitored using government sources and monitoring systems - data by provider (%),2019.Q1.G.01,ANNUAL,Global,G,Global,NA,Data nature not available,PERCENT,Percentage,840,United States of America,2017.0,,27.9,Float,Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).,,USA,-99.13830311,39.5277871
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.15,Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development,17.15.1,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation,1,SG_PLN_PRVRIMON,Proportion of results indicators which will be monitored using government sources and monitoring systems - data by provider (%),2019.Q1.G.01,ANNUAL,Global,G,Global,NA,Data nature not available,PERCENT,Percentage,1,World,2017.0,,51.462868,Float,Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).,,,,
