series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Sex	Units	Age description	Sex description	Units description	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	8	20.06660928	41.13897007	ALB	Albania	3	5-17	BOTHSEX	PERCENT	5 to 17 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	8	20.06660928	41.13897007	ALB	Albania	4	5-14	BOTHSEX	PERCENT	5 to 14 years old	Both	Percentage	3.3								2010	3.3	UNICEF and ILO calculations	CA
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	8	20.06660928	41.13897007	ALB	Albania	5	5-14	FEMALE	PERCENT	5 to 14 years old	Female	Percentage	3								2010	3	UNICEF and ILO calculations	CA
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	8	20.06660928	41.13897007	ALB	Albania	6	5-14	MALE	PERCENT	5 to 14 years old	Male	Percentage	3.6								2010	3.6	UNICEF and ILO calculations	CA
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	8	20.06660928	41.13897007	ALB	Albania	7	7-17	BOTHSEX	PERCENT	7 to 17 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	8	20.06660928	41.13897007	ALB	Albania	8	7-17	MALE	PERCENT	7 to 17 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	8	20.06660928	41.13897007	ALB	Albania	9	7-17	FEMALE	PERCENT	7 to 17 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	8	20.06660928	41.13897007	ALB	Albania	10	6-17	FEMALE	PERCENT	6 to 17 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	8	20.06660928	41.13897007	ALB	Albania	11	6-17	BOTHSEX	PERCENT	6 to 17 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	8	20.06660928	41.13897007	ALB	Albania	12	6-17	MALE	PERCENT	6 to 17 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	10	21.47585697	-80.40897662	ATA	Antarctica	1	5-17	FEMALE	PERCENT	5 to 17 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	10	21.47585697	-80.40897662	ATA	Antarctica	2	5-17	MALE	PERCENT	5 to 17 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	10	21.47585697	-80.40897662	ATA	Antarctica	3	5-17	BOTHSEX	PERCENT	5 to 17 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	10	21.47585697	-80.40897662	ATA	Antarctica	4	5-14	BOTHSEX	PERCENT	5 to 14 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	10	21.47585697	-80.40897662	ATA	Antarctica	5	5-14	FEMALE	PERCENT	5 to 14 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	10	21.47585697	-80.40897662	ATA	Antarctica	6	5-14	MALE	PERCENT	5 to 14 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	10	21.47585697	-80.40897662	ATA	Antarctica	7	7-17	BOTHSEX	PERCENT	7 to 17 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	10	21.47585697	-80.40897662	ATA	Antarctica	8	7-17	MALE	PERCENT	7 to 17 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	10	21.47585697	-80.40897662	ATA	Antarctica	9	7-17	FEMALE	PERCENT	7 to 17 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	10	21.47585697	-80.40897662	ATA	Antarctica	10	6-17	FEMALE	PERCENT	6 to 17 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	10	21.47585697	-80.40897662	ATA	Antarctica	11	6-17	BOTHSEX	PERCENT	6 to 17 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	10	21.47585697	-80.40897662	ATA	Antarctica	12	6-17	MALE	PERCENT	6 to 17 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	12	2.678164227	28.15940032	DZA	Algeria	1	5-17	FEMALE	PERCENT	5 to 17 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	12	2.678164227	28.15940032	DZA	Algeria	2	5-17	MALE	PERCENT	5 to 17 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	12	2.678164227	28.15940032	DZA	Algeria	3	5-17	BOTHSEX	PERCENT	5 to 17 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	12	2.678164227	28.15940032	DZA	Algeria	4	5-14	BOTHSEX	PERCENT	5 to 14 years old	Both	Percentage			4.3					4.3	2012	4.3	UNICEF and ILO calculations	CA
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	12	2.678164227	28.15940032	DZA	Algeria	5	5-14	FEMALE	PERCENT	5 to 14 years old	Female	Percentage			3.7					3.7	2012	3.7	UNICEF and ILO calculations	CA
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	12	2.678164227	28.15940032	DZA	Algeria	6	5-14	MALE	PERCENT	5 to 14 years old	Male	Percentage			4.8					4.8	2012	4.8	UNICEF and ILO calculations	CA
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	12	2.678164227	28.15940032	DZA	Algeria	7	7-17	BOTHSEX	PERCENT	7 to 17 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	12	2.678164227	28.15940032	DZA	Algeria	8	7-17	MALE	PERCENT	7 to 17 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	12	2.678164227	28.15940032	DZA	Algeria	9	7-17	FEMALE	PERCENT	7 to 17 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	12	2.678164227	28.15940032	DZA	Algeria	10	6-17	FEMALE	PERCENT	6 to 17 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	12	2.678164227	28.15940032	DZA	Algeria	11	6-17	BOTHSEX	PERCENT	6 to 17 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	12	2.678164227	28.15940032	DZA	Algeria	12	6-17	MALE	PERCENT	6 to 17 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	5-17	FEMALE	PERCENT	5 to 17 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	2	5-17	MALE	PERCENT	5 to 17 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	3	5-17	BOTHSEX	PERCENT	5 to 17 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	4	5-14	BOTHSEX	PERCENT	5 to 14 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	5	5-14	FEMALE	PERCENT	5 to 14 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	6	5-14	MALE	PERCENT	5 to 14 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	7	7-17	BOTHSEX	PERCENT	7 to 17 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	8	7-17	MALE	PERCENT	7 to 17 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	9	7-17	FEMALE	PERCENT	7 to 17 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	10	6-17	FEMALE	PERCENT	6 to 17 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	11	6-17	BOTHSEX	PERCENT	6 to 17 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	12	6-17	MALE	PERCENT	6 to 17 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	20	1.576257417	42.54548611	AND	Andorra	1	5-17	FEMALE	PERCENT	5 to 17 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	20	1.576257417	42.54548611	AND	Andorra	2	5-17	MALE	PERCENT	5 to 17 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	20	1.576257417	42.54548611	AND	Andorra	3	5-17	BOTHSEX	PERCENT	5 to 17 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	20	1.576257417	42.54548611	AND	Andorra	4	5-14	BOTHSEX	PERCENT	5 to 14 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	20	1.576257417	42.54548611	AND	Andorra	5	5-14	FEMALE	PERCENT	5 to 14 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	20	1.576257417	42.54548611	AND	Andorra	6	5-14	MALE	PERCENT	5 to 14 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	20	1.576257417	42.54548611	AND	Andorra	7	7-17	BOTHSEX	PERCENT	7 to 17 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	20	1.576257417	42.54548611	AND	Andorra	8	7-17	MALE	PERCENT	7 to 17 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	20	1.576257417	42.54548611	AND	Andorra	9	7-17	FEMALE	PERCENT	7 to 17 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	20	1.576257417	42.54548611	AND	Andorra	10	6-17	FEMALE	PERCENT	6 to 17 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	20	1.576257417	42.54548611	AND	Andorra	11	6-17	BOTHSEX	PERCENT	6 to 17 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	20	1.576257417	42.54548611	AND	Andorra	12	6-17	MALE	PERCENT	6 to 17 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	24	17.57817062	-12.33724746	AGO	Angola	1	5-17	FEMALE	PERCENT	5 to 17 years old	Female	Percentage						19.9		19.9	2015	19.9	UNICEF and ILO calculations	CA
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	24	17.57817062	-12.33724746	AGO	Angola	2	5-17	MALE	PERCENT	5 to 17 years old	Male	Percentage						16.6		16.6	2015	16.6	UNICEF and ILO calculations	CA
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	24	17.57817062	-12.33724746	AGO	Angola	3	5-17	BOTHSEX	PERCENT	5 to 17 years old	Both	Percentage						18.7		18.7	2015	18.7	UNICEF and ILO calculations	CA
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	24	17.57817062	-12.33724746	AGO	Angola	4	5-14	BOTHSEX	PERCENT	5 to 14 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	24	17.57817062	-12.33724746	AGO	Angola	5	5-14	FEMALE	PERCENT	5 to 14 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	24	17.57817062	-12.33724746	AGO	Angola	6	5-14	MALE	PERCENT	5 to 14 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	24	17.57817062	-12.33724746	AGO	Angola	7	7-17	BOTHSEX	PERCENT	7 to 17 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	24	17.57817062	-12.33724746	AGO	Angola	8	7-17	MALE	PERCENT	7 to 17 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	24	17.57817062	-12.33724746	AGO	Angola	9	7-17	FEMALE	PERCENT	7 to 17 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	24	17.57817062	-12.33724746	AGO	Angola	10	6-17	FEMALE	PERCENT	6 to 17 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	24	17.57817062	-12.33724746	AGO	Angola	11	6-17	BOTHSEX	PERCENT	6 to 17 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	24	17.57817062	-12.33724746	AGO	Angola	12	6-17	MALE	PERCENT	6 to 17 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	5-17	FEMALE	PERCENT	5 to 17 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	5-17	MALE	PERCENT	5 to 17 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	5-17	BOTHSEX	PERCENT	5 to 17 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	4	5-14	BOTHSEX	PERCENT	5 to 14 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	5	5-14	FEMALE	PERCENT	5 to 14 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	6	5-14	MALE	PERCENT	5 to 14 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	7	7-17	BOTHSEX	PERCENT	7 to 17 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	8	7-17	MALE	PERCENT	7 to 17 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	9	7-17	FEMALE	PERCENT	7 to 17 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	10	6-17	FEMALE	PERCENT	6 to 17 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	11	6-17	BOTHSEX	PERCENT	6 to 17 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	12	6-17	MALE	PERCENT	6 to 17 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	5-17	FEMALE	PERCENT	5 to 17 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	2	5-17	MALE	PERCENT	5 to 17 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	3	5-17	BOTHSEX	PERCENT	5 to 17 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	4	5-14	BOTHSEX	PERCENT	5 to 14 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	5	5-14	FEMALE	PERCENT	5 to 14 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	6	5-14	MALE	PERCENT	5 to 14 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	7	7-17	BOTHSEX	PERCENT	7 to 17 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	8	7-17	MALE	PERCENT	7 to 17 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	9	7-17	FEMALE	PERCENT	7 to 17 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	10	6-17	FEMALE	PERCENT	6 to 17 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	11	6-17	BOTHSEX	PERCENT	6 to 17 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	12	6-17	MALE	PERCENT	6 to 17 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	32	-65.14563274	-35.19446255	ARG	Argentina	1	5-17	FEMALE	PERCENT	5 to 17 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	32	-65.14563274	-35.19446255	ARG	Argentina	2	5-17	MALE	PERCENT	5 to 17 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	32	-65.14563274	-35.19446255	ARG	Argentina	3	5-17	BOTHSEX	PERCENT	5 to 17 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	32	-65.14563274	-35.19446255	ARG	Argentina	4	5-14	BOTHSEX	PERCENT	5 to 14 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	32	-65.14563274	-35.19446255	ARG	Argentina	5	5-14	FEMALE	PERCENT	5 to 14 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	32	-65.14563274	-35.19446255	ARG	Argentina	6	5-14	MALE	PERCENT	5 to 14 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	32	-65.14563274	-35.19446255	ARG	Argentina	7	7-17	BOTHSEX	PERCENT	7 to 17 years old	Both	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	32	-65.14563274	-35.19446255	ARG	Argentina	8	7-17	MALE	PERCENT	7 to 17 years old	Male	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	32	-65.14563274	-35.19446255	ARG	Argentina	9	7-17	FEMALE	PERCENT	7 to 17 years old	Female	Percentage												
2018.Q2.G.01	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	32	-65.14563274	-35.19446255	ARG	Argentina	10	6-17	FEMALE	PERCENT	6 to 17 years old	Female	Percentage												
