"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source"
"36","Australia","AUS","134.3499412","-25.57717202","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.85159","2.76044","1.97461","2.97303","1.90263","1.50009","2.06187","1.85129","-0.0763","0.14517","0.60942","1.97583","1.03256","1.15178","1.00824","1.36292","0.59884",2016.0,"0.59884","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"40","Austria","AUT","14.14172472","47.58704857","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.13574","0.99416","1.19766","0.24547","2.19385","1.68472","2.96305","3.28431","1.22247","-4.1621","1.44495","2.20141","0.06347","-0.57886","-0.00144","0.43447","1.09075",2016.0,"1.09075","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"44","Bahamas","BHS","-78.05111663","24.69546597","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.63964","0.84983","0.70412","-3.32514","-1.23782","1.28399","0.50791","-0.47903","-4.1022","-5.84423","-0.14286","-0.96145","1.57069","-1.93802","-2.51671","-4.24099","-0.95936",2016.0,"-0.95936","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"48","Bahrain","BHR","50.5490754","26.04407747","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.49842","-2.34811","-1.93722","0.34998","0.38855","-0.35405","-1.22526","0.1944","-1.25968","-3.55458","-0.35791","-1.00095","1.97733","4.19919","2.71162","0.20564","-0.61191",2016.0,"-0.61191","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"50","Bangladesh","BGD","89.17660788","22.86961622","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.89039","3.29073","2.50956","3.42499","4.54944","4.38676","5.20859","5.76987","4.82642","3.89389","4.39611","5.24501","5.27985","4.77281","4.84083","5.36575","5.96271",2016.0,"5.96271","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"51","Armenia","ARM","44.93839317","40.29499741","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","6.56589","10.23664","15.68587","14.64887","11.10084","14.60492","14.06878","14.73597","7.861","-13.5664","2.61558","4.71372","6.92946","2.84425","3.18883","2.85578","-0.08032",2016.0,"-0.08032","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"52","Barbados","BRB","-59.5346489","13.13648273","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.94933","-2.90154","0.40585","1.70778","1.0907","3.65157","5.30416","1.39044","-0.02322","-4.3968","-0.09428","0.42928","-0.0505","-0.42674","-0.20943","0.60463","1.42202",2016.0,"1.42202","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"56","Belgium","BEL","4.660976456","50.64104975","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.36276","0.45006","1.3302","0.25066","3.03077","1.44792","1.8045","2.69212","0.02286","-2.98321","2.00723","1.11109","-0.40238","-0.40994","0.74031","0.78645","0.83676",2016.0,"0.83676","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"60","Bermuda","BMU","-64.78155012","32.27881922","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.56381","6.72951","-1.91543","2.99623","2.05108","1.57291","4.71387","3.59227","1.55699","-5.47559","-1.95001","-3.86194","-3.42422","-1.34637","0.34915","1.22134","0.42276",2016.0,"0.42276","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"64","Bhutan","BTN","90.45098484","27.39598568","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","5.72714","5.2337","7.66036","4.73222","3.11119","4.45434","4.37366","15.41687","2.6465","4.63978","9.70749","6.01669","3.33281","0.54077","4.18103","5.11664","6.58574",2016.0,"6.58574","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.58045","-0.19352","0.6265","0.88017","2.34578","2.61709","3.01435","2.81326","4.39691","1.67437","2.45218","3.53279","3.47279","5.1401","3.84409","3.26795","2.70131",2016.0,"2.70131","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"70","Bosnia and Herzegovina","BIH","17.78584332","44.16845548","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","5.20196","2.56429","4.91519","3.80385","6.25715","3.89454","5.47225","6.00725","5.72071","-2.55614","1.53131","1.86484","0.27956","3.57737","2.25586","3.94954","3.77733",2016.0,"3.77733","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"72","Botswana","BWA","23.81380223","-22.18810073","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.30724","-1.26863","4.57864","3.21192","1.30269","3.06236","6.73143","6.57016","4.50198","-9.2163","6.67865","4.16277","2.55754","9.29326","2.22503","-3.50754","2.38847",2016.0,"2.38847","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"74","Bouvet Island","BVT","3.410732868","-54.43295905","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"76","Brazil","BRA","-53.08432878","-10.77668561","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.80169","-0.09077","1.29027","-0.14548","4.33959","1.9991","2.80965","4.95145","4.03094","-1.10816","6.48993","2.98515","0.9687","2.06456","-0.38413","-4.58642","-4.37969",2016.0,"-4.37969","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"84","Belize","BLZ","-88.70199554","17.19965901","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","9.17523","1.85709","2.22593","6.51379","2.01037","0.35868","2.00729","-1.38749","0.01434","-1.77777","0.85687","-0.24806","1.50912","-1.45778","1.87664","0.69768","-2.67098",2016.0,"-2.67098","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"86","British Indian Ocean Territory","IOT","72.38715553","-7.299281071","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"90","Solomon Islands","SLB","160.1584117","-9.622391719","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-16.51515","-10.40732","-5.30477","3.74202","5.37166","10.07263","1.50719","13.84277","1.33315","-2.02019","8.18574","4.07608","0.42107","0.82999","-0.14547","-0.26191","1.1871",2016.0,"1.1871","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"92","British Virgin Islands","VGB","-64.63294223","18.42256578","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","6.6664","2.72904","-7.82172","-11.70728","-1.29286","12.3424","-4.25872","-4.24779","-4.25579","-4.94791","-2.95943","-3.09581","-6.57664","3.41426","-0.55241","-1.48175","-1.45212",2016.0,"-1.45212","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"96","Brunei Darussalam","BRN","114.6288563","4.49736984","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.70715","0.66782","1.85052","1.00417","-1.21052","-1.16122","2.96153","-1.08058","-3.07021","-2.92319","1.30822","2.33548","-0.53462","-3.56451","-3.92585","-1.79772","-3.76845",2016.0,"-3.76845","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"100","Bulgaria","BGR","25.23763153","42.75731323","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","5.84718","4.65006","6.80564","5.99442","7.26857","7.95305","7.69858","8.16735","6.82115","-2.88398","2.02799","2.58513","0.65808","1.47629","1.94603","4.26348","4.61017",2016.0,"4.61017","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"104","Myanmar","MMR","96.51752295","21.19332882","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","12.37387","10.07244","10.80825","12.68542","12.50443","12.61112","12.23347","11.25098","9.56862","9.83757","9.37747","4.76198","6.42014","7.45302","7.00097","6.01387","4.70842",2016.0,"4.70842","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"108","Burundi","BDI","29.89080992","-3.366387428","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-2.78587","-0.31537","1.62033","-4.20604","0.88998","-2.36388","1.9528","-0.02548","1.41714","0.4035","1.73286","0.85378","1.32872","1.8342","1.16271","-3.30568","-1.43917",2016.0,"-1.43917","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"112","Belarus","BLR","28.04940161","53.54193075","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","6.35547","5.36862","5.71324","7.73157","12.15429","10.07104","10.53213","9.013","10.58669","0.37681","7.89055","5.59617","1.71283","0.87452","1.68316","-3.83891","-2.58202",2016.0,"-2.58202","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"116","Cambodia","KHM","104.922836","12.71163737","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","6.36236","5.96705","4.6199","6.6623","8.56486","11.48484","9.09159","8.58315","5.12498","-1.4027","4.34457","5.382","5.52676","5.72108","5.33194","5.3335","5.22306",2016.0,"5.22306","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"120","Cameroon","CMR","12.7419827","5.692387031","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.96116","1.71961","1.56104","1.85112","3.97754","-0.6833","0.69044","2.07468","0.68842","-0.56519","0.63657","1.33859","1.75674","2.6137","3.10274","2.90027","1.75592",2016.0,"1.75592","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"124","Canada","CAN","-101.6575058","57.72360191","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","4.21802","0.82294","2.036","0.81438","2.04827","2.11924","1.49958","0.90535","-0.16255","-4.05619","1.9406","2.03644","0.6899","1.44376","1.55928","-0.02698","0.51678",2016.0,"0.51678","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"132","Cabo Verde","CPV","-23.63544151","15.07791834","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","5.09771","4.07117","3.32873","2.85389","2.60386","4.97145","8.71504","7.38876","5.50401","-2.31143","0.37191","2.80594","-0.08077","-0.38469","-0.59875","-0.22058","2.53851",2016.0,"2.53851","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"136","Cayman Islands","CYM","-81.16740559","19.32266656","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-3.57256","-3.22503","-1.50809","-0.85887","-1.81324","3.59711","1.65511","0.25305","-3.07412","-9.51367","-4.86784","-0.74784","-0.43151","-0.19203","1.20507","1.32029","0.44588",2016.0,"0.44588","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"140","Central African Republic","CAF","20.93559492","7.003720791","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-0.20825","-1.39718","-2.52801","-8.78039","0.9087","0.57431","2.91286","2.22979","0.96973","0.54517","2.53304","1.41054","2.5717","-36.82994","0.68785","4.0921","3.42734",2016.0,"3.42734","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
