ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2001,Footnotes_2002,Footnotes_2003,Footnotes_2004,Footnotes_2005,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Nature_Code_2001,Nature_Code_2002,Nature_Code_2003,Nature_Code_2004,Nature_Code_2005,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Source_2001,Source_2002,Source_2003,Source_2004,Source_2005,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,TimeDetail_2001,TimeDetail_2002,TimeDetail_2003,TimeDetail_2004,TimeDetail_2005,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,Value_2001,Value_2002,Value_2003,Value_2004,Value_2005,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Latest_Year,Latest_Value
GNQ,10.46535826,1.565792376,226,Equatorial Guinea,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",2.a.1,The agriculture orientation index for government expenditures,1,AG_PRD_ORTIND,Agriculture orientation index for government expenditures,2019.Q1.G.01,G,Global,INDEX,Index,,,,,,,Budgetary Central Government,Budgetary Central Government,Budgetary Central Government,,,,,,,,,,,,,,C,C,C,,,,,,,,,,,,,,IMF data. UNSD national account estimates,IMF data. UNSD national account estimates,IMF data. UNSD national account estimates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27,0.88,0.76,,,,,,,,2009.0,0.76
ETH,39.63505296,8.631223181,231,Ethiopia,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",2.a.1,The agriculture orientation index for government expenditures,1,AG_PRD_ORTIND,Agriculture orientation index for government expenditures,2019.Q1.G.01,G,Global,INDEX,Index,Budgetary Central Government,Budgetary Central Government,Budgetary Central Government,Budgetary Central Government,Budgetary Central Government,Budgetary Central Government,Budgetary Central Government,,,,,,,,,,C,C,C,C,C,C,C,,,,,,,,,,IMF data. UNSD national account estimates,IMF data. UNSD national account estimates,IMF data. UNSD national account estimates,IMF data. UNSD national account estimates,IMF data. UNSD national account estimates,IMF data. UNSD national account estimates,IMF data. UNSD national account estimates,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.19,0.13,0.13,0.38,0.47,0.42,,,,,,,,,,2007.0,0.42
EST,25.84093481,58.68487172,233,Estonia,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",2.a.1,The agriculture orientation index for government expenditures,1,AG_PRD_ORTIND,Agriculture orientation index for government expenditures,2019.Q1.G.01,G,Global,INDEX,Index,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,,,,,,,,,,,,,,,,,,0.51,0.64,0.68,0.63,0.56,0.76,0.79,0.89,0.75,0.59,0.53,0.55,0.61,0.43,0.41,,2015.0,0.41
AGO,17.57817062,-12.33724746,24,Angola,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",2.a.1,The agriculture orientation index for government expenditures,1,AG_PRD_ORTIND,Agriculture orientation index for government expenditures,2019.Q1.G.01,G,Global,INDEX,Index,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,,,,,,,,,,,,,,,,,0.15,0.09,0.10,0.21,0.34,0.32,0.54,0.44,0.13,0.18,0.21,0.16,0.19,0.10,0.11,0.15,2016.0,0.15
FJI,177.9660884,-17.83301566,242,Fiji,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",2.a.1,The agriculture orientation index for government expenditures,1,AG_PRD_ORTIND,Agriculture orientation index for government expenditures,2019.Q1.G.01,G,Global,INDEX,Index,,,,,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,,,,,,C,C,C,C,C,C,C,C,C,C,C,,,,,,Official country publications. UNSD national account estimates.,Official country publications. UNSD national account estimates.,Official country publications. UNSD national account estimates.,Official country publications. UNSD national account estimates.,Official country publications. UNSD national account estimates.,Official country publications. UNSD national account estimates.,Official country publications. UNSD national account estimates.,Official country publications. UNSD national account estimates.,Official country publications. UNSD national account estimates.,Official country publications. UNSD national account estimates.,Official country publications. UNSD national account estimates.,,,,,,,,,,,,,,,,,,,,,,0.26,0.24,0.27,0.27,0.28,0.30,0.28,0.29,0.29,0.30,0.31,,2015.0,0.31
FIN,23.308447,61.91586738,246,Finland,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",2.a.1,The agriculture orientation index for government expenditures,1,AG_PRD_ORTIND,Agriculture orientation index for government expenditures,2019.Q1.G.01,G,Global,INDEX,Index,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,,,,,,,,,,,,,,,,,,1.12,1.13,1.17,1.18,1.28,1.50,1.22,1.19,1.11,1.02,1.03,0.94,0.78,0.81,0.81,,2015.0,0.81
FRA,2.457288129,46.62660861,250,France,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",2.a.1,The agriculture orientation index for government expenditures,1,AG_PRD_ORTIND,Agriculture orientation index for government expenditures,2019.Q1.G.01,G,Global,INDEX,Index,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,,,,,,,,,,,,,,,,,,0.27,0.29,0.26,0.42,0.44,0.48,0.41,0.39,0.46,0.40,0.34,0.14,0.13,0.15,0.20,,2015.0,0.20
GEO,43.3713615,42.04813028,268,Georgia,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",2.a.1,The agriculture orientation index for government expenditures,1,AG_PRD_ORTIND,Agriculture orientation index for government expenditures,2019.Q1.G.01,G,Global,INDEX,Index,,,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,,,,,,,,,,,,,,,,,,,0.06,0.18,0.13,0.17,0.25,0.14,0.14,0.06,0.15,0.39,0.29,0.33,0.29,0.28,2016.0,0.28
PSE,35.25694122,31.94347933,275,State of Palestine,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",2.a.1,The agriculture orientation index for government expenditures,1,AG_PRD_ORTIND,Agriculture orientation index for government expenditures,2019.Q1.G.01,G,Global,INDEX,Index,,,,,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,,,,,,,,,,C,C,C,C,C,C,C,,,,,,,,,,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.12,0.13,0.13,0.10,0.14,0.13,,,,,,2011.0,0.13
GHA,-1.205623522,7.964825185,288,Ghana,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",2.a.1,The agriculture orientation index for government expenditures,1,AG_PRD_ORTIND,Agriculture orientation index for government expenditures,2019.Q1.G.01,G,Global,INDEX,Index,Budgetary Central Government,Budgetary Central Government,,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,Combined IMF and FAO Questionaire. UNSD national account estimates.,Combined IMF and FAO Questionaire. UNSD national account estimates.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.04,,,,,,,,,,,,,,,2002.0,0.04
,,,29,Caribbean,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",2.a.1,The agriculture orientation index for government expenditures,1,AG_PRD_ORTIND,Agriculture orientation index for government expenditures,2019.Q1.G.01,G,Global,INDEX,Index,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,,,,,,,,,,,,,,,,0.53,0.50,0.65,0.70,0.91,0.72,0.98,0.82,0.68,0.65,0.41,0.44,0.38,0.34,0.28,0.32,2016.0,0.32
,,,30,Eastern Asia,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",2.a.1,The agriculture orientation index for government expenditures,1,AG_PRD_ORTIND,Agriculture orientation index for government expenditures,2019.Q1.G.01,G,Global,INDEX,Index,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,,,,,,,,,,,,,,,,1.53,1.53,1.56,1.39,1.58,1.89,0.46,0.39,0.35,0.39,0.42,0.39,0.38,0.35,0.41,0.45,2016.0,0.45
GRC,22.58307827,39.47301873,300,Greece,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",2.a.1,The agriculture orientation index for government expenditures,1,AG_PRD_ORTIND,Agriculture orientation index for government expenditures,2019.Q1.G.01,G,Global,INDEX,Index,,,,,,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,,,,,,,C,C,C,C,C,C,C,C,C,C,,,,,,,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,,,,,,,,,,,,,,,,,,,,,,,0.03,0.08,0.05,0.26,0.09,0.07,0.07,0.08,0.10,0.12,,2015.0,0.12
GRD,-61.68248568,12.11238395,308,Grenada,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",2.a.1,The agriculture orientation index for government expenditures,1,AG_PRD_ORTIND,Agriculture orientation index for government expenditures,2019.Q1.G.01,G,Global,INDEX,Index,,,,,,,,,,,,Central Government,Central Government,Central Government,Central Government,Central Government,,,,,,,,,,,,C,C,C,C,C,,,,,,,,,,,,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.26,0.45,0.32,0.30,2016.0,0.30
AZE,50.01064725,40.39229544,31,Azerbaijan,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",2.a.1,The agriculture orientation index for government expenditures,1,AG_PRD_ORTIND,Agriculture orientation index for government expenditures,2019.Q1.G.01,G,Global,INDEX,Index,,,,,,,,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,IMF data. UNSD national account estimates,IMF data. UNSD national account estimates,IMF data. UNSD national account estimates,IMF data. UNSD national account estimates,IMF data. UNSD national account estimates,IMF data. UNSD national account estimates,IMF data. UNSD national account estimates,IMF data. UNSD national account estimates,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.58,0.54,0.54,0.46,0.43,0.44,0.43,,2015.0,0.43
ARG,-65.14563274,-35.19446255,32,Argentina,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",2.a.1,The agriculture orientation index for government expenditures,1,AG_PRD_ORTIND,Agriculture orientation index for government expenditures,2019.Q1.G.01,G,Global,INDEX,Index,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,,,,,,,,,,,,,,,,,0.17,0.06,0.05,0.06,0.06,0.07,0.19,0.37,0.34,0.25,0.12,0.12,0.12,0.07,0.09,0.07,2016.0,0.07
GTM,-91.2312746,15.00273719,320,Guatemala,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",2.a.1,The agriculture orientation index for government expenditures,1,AG_PRD_ORTIND,Agriculture orientation index for government expenditures,2019.Q1.G.01,G,Global,INDEX,Index,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,Central Government,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,FAO Questionnaire. UNSD national account estimates.,,,,,,,,,,,,,,,,,0.23,0.21,0.26,0.26,0.24,0.25,0.22,0.23,0.13,0.21,0.21,0.29,0.25,0.32,0.17,0.17,2016.0,0.17
,,,34,Southern Asia,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",2.a.1,The agriculture orientation index for government expenditures,1,AG_PRD_ORTIND,Agriculture orientation index for government expenditures,2019.Q1.G.01,G,Global,INDEX,Index,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,Combined Budgetary and Central Government Expenditure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,,,,,,,,,,,,,,,,0.20,0.22,0.18,0.24,0.27,0.31,0.34,0.50,0.36,0.39,0.37,0.34,0.33,0.22,0.21,0.14,2016.0,0.14
