series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Sex	Units	Age description	Sex description	Units description	2000	2005	2010	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	16	-170.7187269	-14.30587306	ASM	American Samoa	2	30-70	MALE	PERCENT	30 to 70 years old	Male	Percentage										
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	16	-170.7187269	-14.30587306	ASM	American Samoa	3	30-70	FEMALE	PERCENT	30 to 70 years old	Female	Percentage										
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	20	1.576257417	42.54548611	AND	Andorra	1	30-70	BOTHSEX	PERCENT	30 to 70 years old	Both	Percentage										
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	20	1.576257417	42.54548611	AND	Andorra	2	30-70	MALE	PERCENT	30 to 70 years old	Male	Percentage										
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	20	1.576257417	42.54548611	AND	Andorra	3	30-70	FEMALE	PERCENT	30 to 70 years old	Female	Percentage										
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	24	17.57817062	-12.33724746	AGO	Angola	1	30-70	BOTHSEX	PERCENT	30 to 70 years old	Both	Percentage	24	21.3	18.1	16.9	16.5	16.7	2016	16.5	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	24	17.57817062	-12.33724746	AGO	Angola	2	30-70	MALE	PERCENT	30 to 70 years old	Male	Percentage	24.2	21.5	18.6	17.6	17.2	17.4	2016	17.2	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	24	17.57817062	-12.33724746	AGO	Angola	3	30-70	FEMALE	PERCENT	30 to 70 years old	Female	Percentage	23.8	21.2	17.8	16.3	16	16.15	2016	16	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	30-70	BOTHSEX	PERCENT	30 to 70 years old	Both	Percentage	23.4	21.6	21.6	22.6	22.6	22.6	2016	22.6	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	30-70	MALE	PERCENT	30 to 70 years old	Male	Percentage	26.8	21.8	24.2	25.5	25.2	25.35	2016	25.2	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	30-70	FEMALE	PERCENT	30 to 70 years old	Female	Percentage	20.8	21.3	19.3	19.7	20	19.85	2016	20	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	30-70	BOTHSEX	PERCENT	30 to 70 years old	Both	Percentage	29.3	29	24.8	22.5	22.2	22.35	2016	22.2	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	31	50.01064725	40.39229544	AZE	Azerbaijan	2	30-70	MALE	PERCENT	30 to 70 years old	Male	Percentage	36.1	36.1	31.3	29.1	28.7	28.9	2016	28.7	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	31	50.01064725	40.39229544	AZE	Azerbaijan	3	30-70	FEMALE	PERCENT	30 to 70 years old	Female	Percentage	22.9	22.3	18.9	16.4	16.1	16.25	2016	16.1	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	32	-65.14563274	-35.19446255	ARG	Argentina	1	30-70	BOTHSEX	PERCENT	30 to 70 years old	Both	Percentage	20.6	18.9	17.8	16.1	15.8	15.95	2016	15.8	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	32	-65.14563274	-35.19446255	ARG	Argentina	2	30-70	MALE	PERCENT	30 to 70 years old	Male	Percentage	26.9	24.6	22.8	20.2	19.7	19.95	2016	19.7	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	32	-65.14563274	-35.19446255	ARG	Argentina	3	30-70	FEMALE	PERCENT	30 to 70 years old	Female	Percentage	14.7	13.6	13.2	12.4	12.2	12.3	2016	12.2	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	36	134.3499412	-25.57717202	AUS	Australia	1	30-70	BOTHSEX	PERCENT	30 to 70 years old	Both	Percentage	13.1	11.4	10	9.3	9.1	9.2	2016	9.1	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	36	134.3499412	-25.57717202	AUS	Australia	2	30-70	MALE	PERCENT	30 to 70 years old	Male	Percentage	16.1	13.9	12.1	11.3	11	11.15	2016	11	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	36	134.3499412	-25.57717202	AUS	Australia	3	30-70	FEMALE	PERCENT	30 to 70 years old	Female	Percentage	10	8.8	7.8	7.3	7.2	7.25	2016	7.2	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	40	14.14172472	47.58704857	AUT	Austria	1	30-70	BOTHSEX	PERCENT	30 to 70 years old	Both	Percentage	15.3	12.7	12.2	11.5	11.4	11.45	2016	11.4	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	40	14.14172472	47.58704857	AUT	Austria	2	30-70	MALE	PERCENT	30 to 70 years old	Male	Percentage	20	16.5	15.8	14.6	14.4	14.5	2016	14.4	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	40	14.14172472	47.58704857	AUT	Austria	3	30-70	FEMALE	PERCENT	30 to 70 years old	Female	Percentage	10.7	9.1	8.7	8.5	8.5	8.5	2016	8.5	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	44	-78.05111663	24.69546597	BHS	Bahamas	1	30-70	BOTHSEX	PERCENT	30 to 70 years old	Both	Percentage	20.1	18.5	16.9	15.6	15.5	15.55	2016	15.5	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	44	-78.05111663	24.69546597	BHS	Bahamas	2	30-70	MALE	PERCENT	30 to 70 years old	Male	Percentage	23.9	22.4	20.3	18.8	18.6	18.7	2016	18.6	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	44	-78.05111663	24.69546597	BHS	Bahamas	3	30-70	FEMALE	PERCENT	30 to 70 years old	Female	Percentage	16.7	15.1	13.8	12.8	12.7	12.75	2016	12.7	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	48	50.5490754	26.04407747	BHR	Bahrain	1	30-70	BOTHSEX	PERCENT	30 to 70 years old	Both	Percentage	23.5	18.1	13.8	11.7	11.3	11.5	2016	11.3	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	48	50.5490754	26.04407747	BHR	Bahrain	2	30-70	MALE	PERCENT	30 to 70 years old	Male	Percentage	22.7	18.7	14.2	11.4	10.9	11.15	2016	10.9	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	48	50.5490754	26.04407747	BHR	Bahrain	3	30-70	FEMALE	PERCENT	30 to 70 years old	Female	Percentage	24.3	17.2	13.7	12.2	11.9	12.05	2016	11.9	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	50	89.17660788	22.86961622	BGD	Bangladesh	1	30-70	BOTHSEX	PERCENT	30 to 70 years old	Both	Percentage	21.4	21.8	22.2	21.7	21.6	21.65	2016	21.6	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	50	89.17660788	22.86961622	BGD	Bangladesh	2	30-70	MALE	PERCENT	30 to 70 years old	Male	Percentage	19.7	21.5	22.4	22.7	22.6	22.65	2016	22.6	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	50	89.17660788	22.86961622	BGD	Bangladesh	3	30-70	FEMALE	PERCENT	30 to 70 years old	Female	Percentage	23.1	22.3	21.9	20.7	20.4	20.55	2016	20.4	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	51	44.93839317	40.29499741	ARM	Armenia	1	30-70	BOTHSEX	PERCENT	30 to 70 years old	Both	Percentage	27.8	26.5	25.9	23	22.3	22.65	2016	22.3	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	51	44.93839317	40.29499741	ARM	Armenia	2	30-70	MALE	PERCENT	30 to 70 years old	Male	Percentage	35.4	34.9	35.1	31.6	30.9	31.25	2016	30.9	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	51	44.93839317	40.29499741	ARM	Armenia	3	30-70	FEMALE	PERCENT	30 to 70 years old	Female	Percentage	21	19.2	17.9	15.7	15	15.35	2016	15	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	52	-59.5346489	13.13648273	BRB	Barbados	1	30-70	BOTHSEX	PERCENT	30 to 70 years old	Both	Percentage	21	18.8	18	16.3	16.2	16.25	2016	16.2	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	52	-59.5346489	13.13648273	BRB	Barbados	2	30-70	MALE	PERCENT	30 to 70 years old	Male	Percentage	25.1	23.3	22	19.9	19.7	19.8	2016	19.7	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	52	-59.5346489	13.13648273	BRB	Barbados	3	30-70	FEMALE	PERCENT	30 to 70 years old	Female	Percentage	17.6	14.9	14.6	13.1	12.9	13	2016	12.9	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	56	4.660976456	50.64104975	BEL	Belgium	1	30-70	BOTHSEX	PERCENT	30 to 70 years old	Both	Percentage	15.2	13.5	12.8	11.6	11.4	11.5	2016	11.4	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	56	4.660976456	50.64104975	BEL	Belgium	2	30-70	MALE	PERCENT	30 to 70 years old	Male	Percentage	20.1	17.4	16.2	14.4	14.1	14.25	2016	14.1	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	56	4.660976456	50.64104975	BEL	Belgium	3	30-70	FEMALE	PERCENT	30 to 70 years old	Female	Percentage	10.6	9.7	9.6	8.8	8.6	8.7	2016	8.6	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	60	-64.78155012	32.27881922	BMU	Bermuda	1	30-70	BOTHSEX	PERCENT	30 to 70 years old	Both	Percentage										
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	60	-64.78155012	32.27881922	BMU	Bermuda	2	30-70	MALE	PERCENT	30 to 70 years old	Male	Percentage										
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	60	-64.78155012	32.27881922	BMU	Bermuda	3	30-70	FEMALE	PERCENT	30 to 70 years old	Female	Percentage										
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	64	90.45098484	27.39598568	BTN	Bhutan	1	30-70	BOTHSEX	PERCENT	30 to 70 years old	Both	Percentage	30.8	27.8	25.1	23.7	23.3	23.5	2016	23.3	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	64	90.45098484	27.39598568	BTN	Bhutan	2	30-70	MALE	PERCENT	30 to 70 years old	Male	Percentage	28.8	26.3	23.7	22.4	21.9	22.15	2016	21.9	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	64	90.45098484	27.39598568	BTN	Bhutan	3	30-70	FEMALE	PERCENT	30 to 70 years old	Female	Percentage	33.1	29.6	26.8	25.4	24.9	25.15	2016	24.9	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	30-70	BOTHSEX	PERCENT	30 to 70 years old	Both	Percentage	23	20.8	18.8	17.4	17.2	17.3	2016	17.2	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	2	30-70	MALE	PERCENT	30 to 70 years old	Male	Percentage	23.3	21.2	19.1	17.8	17.7	17.75	2016	17.7	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	3	30-70	FEMALE	PERCENT	30 to 70 years old	Female	Percentage	22.7	20.4	18.5	17	16.8	16.9	2016	16.8	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	30-70	BOTHSEX	PERCENT	30 to 70 years old	Both	Percentage	24.4	22.8	20.9	18.2	17.8	18	2016	17.8	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	2	30-70	MALE	PERCENT	30 to 70 years old	Male	Percentage	30.5	28.8	26.6	23.6	23.1	23.35	2016	23.1	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	3	30-70	FEMALE	PERCENT	30 to 70 years old	Female	Percentage	18.8	17.2	15.7	13.2	12.9	13.05	2016	12.9	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	72	23.81380223	-22.18810073	BWA	Botswana	1	30-70	BOTHSEX	PERCENT	30 to 70 years old	Both	Percentage	23.1	23.7	22.2	20.7	20.3	20.5	2016	20.3	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	72	23.81380223	-22.18810073	BWA	Botswana	2	30-70	MALE	PERCENT	30 to 70 years old	Male	Percentage	27.6	28	25.6	23.7	23.4	23.55	2016	23.4	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
