"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"36","Australia","AUS","134.3499412","-25.57717202","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANFPC","Manufacturing value added per capita (constant 2010 United States dollars)","2019.Q1.G.01","CON_10USD","Constant 2010 United States dollars","G","Global","4677.34914","4738.10932","4872.11817","4884.26738","4781.92038","4696.77408","4714.05919","4810.82965","4478.69786","4419.1686","4336.37284","4295.14609","4088.79019","3983.59354","3883.39552","4063.94122","4004.48643","3929.44495",2017.0,"3929.44495","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"40","Austria","AUT","14.14172472","47.58704857","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANFPC","Manufacturing value added per capita (constant 2010 United States dollars)","2019.Q1.G.01","CON_10USD","Constant 2010 United States dollars","G","Global","6792.4926","6959.74809","6825.68977","6829.75425","7001.19819","7274.36079","7809.122","8390.22315","8439.18127","7170.18929","7714.00571","8170.13552","8312.91608","8280.57336","8355.75938","8460.93465","8549.98705","8816.18998",2017.0,"8816.18998","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"44","Bahamas","BHS","-78.05111663","24.69546597","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANFPC","Manufacturing value added per capita (constant 2010 United States dollars)","2019.Q1.G.01","CON_10USD","Constant 2010 United States dollars","G","Global","1003.29002","856.20769","782.70811","985.88693","1058.0995","978.25256","1062.22941","910.75784","828.84391","765.62017","821.34214","810.68687","905.47982","898.30987","857.15462","685.50782","670.55281","677.5996",2017.0,"677.5996","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"48","Bahrain","BHR","50.5490754","26.04407747","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANFPC","Manufacturing value added per capita (constant 2010 United States dollars)","2019.Q1.G.01","CON_10USD","Constant 2010 United States dollars","G","Global","2853.51915","2815.80475","2792.55886","2736.77649","2848.82019","3086.42946","3175.37961","3095.76147","3074.00329","3027.92084","3001.02863","3003.85227","3090.97386","3166.7245","3268.65957","3286.03492","3267.46335","3204.47808",2017.0,"3204.47808","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"50","Bangladesh","BGD","89.17660788","22.86961622","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANFPC","Manufacturing value added per capita (constant 2010 United States dollars)","2019.Q1.G.01","CON_10USD","Constant 2010 United States dollars","G","Global","67.40828","70.55915","73.06981","76.64395","80.75276","86.07383","94.07025","102.72899","109.0255","115.04813","121.32874","131.94916","143.39385","156.32196","168.07017","183.33402","200.18037","218.52746",2017.0,"218.52746","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"51","Armenia","ARM","44.93839317","40.29499741","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANFPC","Manufacturing value added per capita (constant 2010 United States dollars)","2019.Q1.G.01","CON_10USD","Constant 2010 United States dollars","G","Global","146.89671","151.56825","178.64231","208.82494","260.46487","285.32445","286.19261","293.27832","298.31883","278.98726","315.25888","354.49202","368.33278","395.23921","417.07744","398.79408","412.64892","431.77664",2017.0,"431.77664","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"52","Barbados","BRB","-59.5346489","13.13648273","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANFPC","Manufacturing value added per capita (constant 2010 United States dollars)","2019.Q1.G.01","CON_10USD","Constant 2010 United States dollars","G","Global","1259.19127","1152.92767","1152.40763","1140.62561","1152.65922","1172.91554","1161.12737","1143.56967","1113.07281","973.34067","927.67464","875.33751","812.66463","828.01858","800.32506","816.68311","807.99719","792.89467",2017.0,"792.89467","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"56","Belgium","BEL","4.660976456","50.64104975","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANFPC","Manufacturing value added per capita (constant 2010 United States dollars)","2019.Q1.G.01","CON_10USD","Constant 2010 United States dollars","G","Global","5643.45493","5715.20246","5742.43981","5687.63561","5943.87072","6023.37157","6026.22605","6338.86775","6206.16355","5508.94729","5820.06305","5886.18486","5858.00882","5934.07872","5951.6899","6234.92796","6241.02466","6298.60156",2017.0,"6298.60156","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"60","Bermuda","BMU","-64.78155012","32.27881922","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANFPC","Manufacturing value added per capita (constant 2010 United States dollars)","2019.Q1.G.01","CON_10USD","Constant 2010 United States dollars","G","Global","1664.17472","1532.51055","1482.76329","1404.44722","1348.65617","1334.34424","1299.75323","1296.32064","1251.10641","1256.4899","1169.46562","1108.00182","948.63364","877.21884","828.304","762.62696","745.17143","728.96114",2017.0,"728.96114","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"64","Bhutan","BTN","90.45098484","27.39598568","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANFPC","Manufacturing value added per capita (constant 2010 United States dollars)","2019.Q1.G.01","CON_10USD","Constant 2010 United States dollars","G","Global","90.75385","99.26549","98.34966","101.44046","103.17602","108.40659","118.05414","144.44657","153.60736","161.07151","190.07464","200.40262","210.46193","196.27923","204.85632","217.40773","228.9575","240.14149",2017.0,"240.14149","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANFPC","Manufacturing value added per capita (constant 2010 United States dollars)","2019.Q1.G.01","CON_10USD","Constant 2010 United States dollars","G","Global","178.76479","180.17947","177.35464","180.82294","187.56476","189.86177","201.73476","210.43765","214.54005","221.19964","223.27825","227.80654","234.87261","245.3018","251.28106","258.79831","265.12938","271.55682",2017.0,"271.55682","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"70","Bosnia and Herzegovina","BIH","17.78584332","44.16845548","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANFPC","Manufacturing value added per capita (constant 2010 United States dollars)","2019.Q1.G.01","CON_10USD","Constant 2010 United States dollars","G","Global","283.77856","292.14489","313.85129","323.32199","338.59685","361.83312","414.04964","458.82069","489.54494","464.90236","501.64583","505.92698","507.48792","539.35197","568.71943","608.64444","630.98156","655.52055",2017.0,"655.52055","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"72","Botswana","BWA","23.81380223","-22.18810073","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANFPC","Manufacturing value added per capita (constant 2010 United States dollars)","2019.Q1.G.01","CON_10USD","Constant 2010 United States dollars","G","Global","314.22117","312.76968","312.55123","277.64319","273.33365","274.39757","324.34146","401.26074","384.55045","396.97653","405.33191","443.31672","451.38888","472.02773","465.344","464.36546","476.75191","490.07156",2017.0,"490.07156","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"74","Bouvet Island","BVT","3.410732868","-54.43295905","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANFPC","Manufacturing value added per capita (constant 2010 United States dollars)","2019.Q1.G.01","CON_10USD","Constant 2010 United States dollars","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"76","Brazil","BRA","-53.08432878","-10.77668561","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANFPC","Manufacturing value added per capita (constant 2010 United States dollars)","2019.Q1.G.01","CON_10USD","Constant 2010 United States dollars","G","Global","1240.73987","1223.54701","1239.29509","1244.55783","1343.95849","1348.88561","1354.29971","1420.62234","1466.09016","1313.41563","1427.87259","1443.34768","1391.47377","1426.31582","1432.56188","1364.32861","1244.13418","1220.04416",2017.0,"1220.04416","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"84","Belize","BLZ","-88.70199554","17.19965901","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANFPC","Manufacturing value added per capita (constant 2010 United States dollars)","2019.Q1.G.01","CON_10USD","Constant 2010 United States dollars","G","Global","364.57759","353.77746","349.70852","339.74982","372.19088","364.23156","462.98535","465.72103","473.76377","591.88022","530.43387","504.77887","456.17485","359.74363","325.66812","315.29814","291.32392","282.73092",2017.0,"282.73092","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"86","British Indian Ocean Territory","IOT","72.38715553","-7.299281071","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANFPC","Manufacturing value added per capita (constant 2010 United States dollars)","2019.Q1.G.01","CON_10USD","Constant 2010 United States dollars","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"90","Solomon Islands","SLB","160.1584117","-9.622391719","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANFPC","Manufacturing value added per capita (constant 2010 United States dollars)","2019.Q1.G.01","CON_10USD","Constant 2010 United States dollars","G","Global","52.39538","40.88354","37.73366","46.53993","45.62692","40.42313","40.34552","106.032","105.75466","104.18524","109.34217","102.64358","102.77873","107.59679","104.9007","106.47912","105.88818","105.04148",2017.0,"105.04148","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"92","British Virgin Islands","VGB","-64.63294223","18.42256578","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANFPC","Manufacturing value added per capita (constant 2010 United States dollars)","2019.Q1.G.01","CON_10USD","Constant 2010 United States dollars","G","Global","1396.93568","1327.15376","1295.04266","1222.74997","1182.94599","1129.17218","1024.36239","931.09848","910.8152","1036.28435","991.91771","929.6272","881.41586","855.8287","837.85519","816.55192","810.44404","812.32772",2017.0,"812.32772","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"96","Brunei Darussalam","BRN","114.6288563","4.49736984","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANFPC","Manufacturing value added per capita (constant 2010 United States dollars)","2019.Q1.G.01","CON_10USD","Constant 2010 United States dollars","G","Global","6237.50599","6119.73101","6411.52313","6480.84033","6298.6801","6079.98881","6044.70549","5787.74493","5882.72392","5243.33929","5257.45071","5522.78116","5335.80779","5178.39574","4757.16634","4803.19098","4584.91841","4439.74985",2017.0,"4439.74985","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"100","Bulgaria","BGR","25.23763153","42.75731323","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANFPC","Manufacturing value added per capita (constant 2010 United States dollars)","2019.Q1.G.01","CON_10USD","Constant 2010 United States dollars","G","Global","474.15412","513.88075","542.5967","626.33797","645.92022","692.27387","748.02085","878.63334","905.49022","809.21979","782.31957","883.97676","912.25184","889.1885","928.57044","958.98797","1002.96963","1051.21509",2017.0,"1051.21509","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"104","Myanmar","MMR","96.51752295","21.19332882","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANFPC","Manufacturing value added per capita (constant 2010 United States dollars)","2019.Q1.G.01","CON_10USD","Constant 2010 United States dollars","G","Global","24.50871","29.51936","37.58051","45.39753","56.07613","67.80221","82.14284","98.86148","116.1848","137.20648","164.12476","180.43958","193.79827","210.37717","228.1674","247.02139","263.62001","287.33328",2017.0,"287.33328","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"108","Burundi","BDI","29.89080992","-3.366387428","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANFPC","Manufacturing value added per capita (constant 2010 United States dollars)","2019.Q1.G.01","CON_10USD","Constant 2010 United States dollars","G","Global","28.91877","26.5218","23.80333","25.00698","24.64424","24.36927","25.07676","24.97665","24.08457","23.73288","23.74233","23.56175","23.71333","23.46931","24.37188","22.02981","20.56603","19.44553",2017.0,"19.44553","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"112","Belarus","BLR","28.04940161","53.54193075","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANFPC","Manufacturing value added per capita (constant 2010 United States dollars)","2019.Q1.G.01","CON_10USD","Constant 2010 United States dollars","G","Global","504.57263","544.54662","585.72055","647.78382","783.23221","901.16315","1028.81712","1118.98681","1287.44764","1262.13561","1400.39672","1537.18705","1630.20681","1546.04345","1554.94422","1460.06149","1425.22022","1455.81795",2017.0,"1455.81795","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"116","Cambodia","KHM","104.922836","12.71163737","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANFPC","Manufacturing value added per capita (constant 2010 United States dollars)","2019.Q1.G.01","CON_10USD","Constant 2010 United States dollars","G","Global","49.28621","55.63286","62.47852","68.97364","79.84818","86.2466","99.74816","107.00448","108.72065","90.49049","115.4487","131.99944","138.77152","149.90802","157.27398","169.04894","185.62982","203.75675",2017.0,"203.75675","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
"120","Cameroon","CMR","12.7419827","5.692387031","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.2","Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries","9.2.1","Manufacturing value added as a proportion of GDP and per capita","1","NV_IND_MANFPC","Manufacturing value added per capita (constant 2010 United States dollars)","2019.Q1.G.01","CON_10USD","Constant 2010 United States dollars","G","Global","193.86615","195.31594","196.03139","195.60215","194.91045","193.61176","187.29676","183.1587","184.42962","177.65998","177.5919","176.74124","180.73234","182.27846","184.98508","187.06416","187.90499","187.77991",2017.0,"187.77991","Modeled data","UNIDO MVA 2018 Database. Available at https://stat.unido.org","NA"
