"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Age_Code","Age_Desc","Bounds_Code","Bounds_Desc","ReportingType_Code","ReportingType_Desc","Unitmultiplier_Code","Unitmultiplier_Desc","Value_2000.0","Value_2005.0","Value_2010.0","Value_2015.0","Value_2017.0","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"9","Oceania","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","","","","","",""
"9","Oceania","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","","","","","",""
"11","Western Africa","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","","","","","",""
"11","Western Africa","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","","","","","",""
"11","Western Africa","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","","","","","",""
"13","Central America","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","","","","","",""
"13","Central America","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","","","","","",""
"13","Central America","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","","","","","",""
"14","Eastern Africa","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","","","","","",""
"14","Eastern Africa","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","","","","","",""
"14","Eastern Africa","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","","","","","",""
"15","Northern Africa","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","3.6","3.4","3.3","3.4","3.3",2017.0,"3.3","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"15","Northern Africa","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","6.5","6.4","6.6","7.3","7.3",2017.0,"7.3","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"15","Northern Africa","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","4.9","4.7","4.7","5.0","5.0",2017.0,"5.0","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"17","Middle Africa","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","","","","","",""
"17","Middle Africa","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","","","","","",""
"17","Middle Africa","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","","","","","",""
"18","Southern Africa","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","","","","","",""
"18","Southern Africa","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","","","","","",""
"18","Southern Africa","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","","","","","",""
"19","Americas","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","","","","","",""
"19","Americas","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","","","","","",""
"19","Americas","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","","","","","",""
"21","Northern America","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","","","","","",""
"21","Northern America","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","","","","","",""
"21","Northern America","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","","","","","",""
"29","Caribbean","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","","","","","",""
"29","Caribbean","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","","","","","",""
"29","Caribbean","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","","","","","",""
"30","Eastern Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","18.3","12.4","8.8","6.2","5.3",2017.0,"5.3","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.","excluding Japan"
"30","Eastern Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","17.1","11.5","8.1","5.7","4.8",2017.0,"4.8","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.","excluding Japan"
"30","Eastern Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","15.8","10.6","7.5","5.2","4.4",2017.0,"4.4","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.","excluding Japan"
