"GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","ReportingType_Code","ReportingType_Desc","Nature_Code","Nature_Desc","Units_Code","Units_Desc","Unitmultiplier_Code","Unitmultiplier_Desc","GeoArea_Code","GeoArea_Desc","Year","TimeDetail","Value","ValueType","Source","Footnotes","ISO3CD","X","Y"
"17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.2","Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries","17.2.1","Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)","1","DC_ODA_LLDC","Net official development assistance (ODA) to landlocked developing countries from OECD-DAC countries, by donor countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","NA","Data nature not available","CON_USD","Constant USD","UNIT","Units","36","Australia",2010.0,"","310.62","Float","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Constant 2016 USD million; Including imputed multilateral","AUS","134.3499412","-25.57717202"
"17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.2","Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries","17.2.1","Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)","1","DC_ODA_LLDC","Net official development assistance (ODA) to landlocked developing countries from OECD-DAC countries, by donor countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","NA","Data nature not available","CON_USD","Constant USD","UNIT","Units","36","Australia",2011.0,"","371.78","Float","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Constant 2016 USD million; Including imputed multilateral","AUS","134.3499412","-25.57717202"
"17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.2","Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries","17.2.1","Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)","1","DC_ODA_LLDC","Net official development assistance (ODA) to landlocked developing countries from OECD-DAC countries, by donor countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","NA","Data nature not available","CON_USD","Constant USD","UNIT","Units","36","Australia",2012.0,"","519.19","Float","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Constant 2016 USD million; Including imputed multilateral","AUS","134.3499412","-25.57717202"
"17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.2","Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries","17.2.1","Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)","1","DC_ODA_LLDC","Net official development assistance (ODA) to landlocked developing countries from OECD-DAC countries, by donor countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","NA","Data nature not available","CON_USD","Constant USD","UNIT","Units","36","Australia",2013.0,"","402.55","Float","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Constant 2016 USD million; Including imputed multilateral","AUS","134.3499412","-25.57717202"
"17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.2","Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries","17.2.1","Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)","1","DC_ODA_LLDC","Net official development assistance (ODA) to landlocked developing countries from OECD-DAC countries, by donor countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","NA","Data nature not available","CON_USD","Constant USD","UNIT","Units","36","Australia",2014.0,"","410.85","Float","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Constant 2016 USD million; Including imputed multilateral","AUS","134.3499412","-25.57717202"
"17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.2","Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries","17.2.1","Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)","1","DC_ODA_LLDC","Net official development assistance (ODA) to landlocked developing countries from OECD-DAC countries, by donor countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","NA","Data nature not available","CON_USD","Constant USD","UNIT","Units","36","Australia",2015.0,"","369.96482","Float","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Constant 2016 USD million; Including imputed multilateral","AUS","134.3499412","-25.57717202"
"17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.2","Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries","17.2.1","Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)","1","DC_ODA_LLDC","Net official development assistance (ODA) to landlocked developing countries from OECD-DAC countries, by donor countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","NA","Data nature not available","CON_USD","Constant USD","UNIT","Units","36","Australia",2016.0,"","330.9036","Float","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Constant 2016 USD million; Including imputed multilateral","AUS","134.3499412","-25.57717202"
"17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.2","Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries","17.2.1","Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)","1","DC_ODA_LLDC","Net official development assistance (ODA) to landlocked developing countries from OECD-DAC countries, by donor countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","NA","Data nature not available","CON_USD","Constant USD","UNIT","Units","40","Austria",2000.0,"","109.72","Float","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Constant 2016 USD million; Including imputed multilateral","AUT","14.14172472","47.58704857"
"17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.2","Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries","17.2.1","Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)","1","DC_ODA_LLDC","Net official development assistance (ODA) to landlocked developing countries from OECD-DAC countries, by donor countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","NA","Data nature not available","CON_USD","Constant USD","UNIT","Units","40","Austria",2001.0,"","222.89","Float","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Constant 2016 USD million; Including imputed multilateral","AUT","14.14172472","47.58704857"
"17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.2","Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries","17.2.1","Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)","1","DC_ODA_LLDC","Net official development assistance (ODA) to landlocked developing countries from OECD-DAC countries, by donor countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","NA","Data nature not available","CON_USD","Constant USD","UNIT","Units","40","Austria",2002.0,"","118.1","Float","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Constant 2016 USD million; Including imputed multilateral","AUT","14.14172472","47.58704857"
"17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.2","Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries","17.2.1","Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)","1","DC_ODA_LLDC","Net official development assistance (ODA) to landlocked developing countries from OECD-DAC countries, by donor countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","NA","Data nature not available","CON_USD","Constant USD","UNIT","Units","40","Austria",2003.0,"","133.7","Float","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Constant 2016 USD million; Including imputed multilateral","AUT","14.14172472","47.58704857"
"17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.2","Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries","17.2.1","Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)","1","DC_ODA_LLDC","Net official development assistance (ODA) to landlocked developing countries from OECD-DAC countries, by donor countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","NA","Data nature not available","CON_USD","Constant USD","UNIT","Units","40","Austria",2004.0,"","120.11","Float","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Constant 2016 USD million; Including imputed multilateral","AUT","14.14172472","47.58704857"
"17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.2","Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries","17.2.1","Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)","1","DC_ODA_LLDC","Net official development assistance (ODA) to landlocked developing countries from OECD-DAC countries, by donor countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","NA","Data nature not available","CON_USD","Constant USD","UNIT","Units","40","Austria",2005.0,"","139.78","Float","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Constant 2016 USD million; Including imputed multilateral","AUT","14.14172472","47.58704857"
"17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.2","Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries","17.2.1","Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)","1","DC_ODA_LLDC","Net official development assistance (ODA) to landlocked developing countries from OECD-DAC countries, by donor countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","NA","Data nature not available","CON_USD","Constant USD","UNIT","Units","40","Austria",2006.0,"","173.93","Float","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Constant 2016 USD million; Including imputed multilateral","AUT","14.14172472","47.58704857"
"17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.2","Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries","17.2.1","Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)","1","DC_ODA_LLDC","Net official development assistance (ODA) to landlocked developing countries from OECD-DAC countries, by donor countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","NA","Data nature not available","CON_USD","Constant USD","UNIT","Units","40","Austria",2007.0,"","150.71","Float","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Constant 2016 USD million; Including imputed multilateral","AUT","14.14172472","47.58704857"
"17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.2","Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries","17.2.1","Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)","1","DC_ODA_LLDC","Net official development assistance (ODA) to landlocked developing countries from OECD-DAC countries, by donor countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","NA","Data nature not available","CON_USD","Constant USD","UNIT","Units","40","Austria",2008.0,"","164.97","Float","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Constant 2016 USD million; Including imputed multilateral","AUT","14.14172472","47.58704857"
"17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.2","Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries","17.2.1","Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)","1","DC_ODA_LLDC","Net official development assistance (ODA) to landlocked developing countries from OECD-DAC countries, by donor countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","NA","Data nature not available","CON_USD","Constant USD","UNIT","Units","40","Austria",2009.0,"","203.28","Float","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Constant 2016 USD million; Including imputed multilateral","AUT","14.14172472","47.58704857"
