"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","TariffRegime(Status)_Code","TariffRegime(Status)_Desc","TypeOfProduct_Code","TypeOfProduct_Desc","Value_2005.0","Value_2010.0","Value_2015.0","Value_2016.0","Latest_Year","Latest_Value","Nature_Desc","Source"
"1","World","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MFN","Most-Favoured-Nation status","ARM","Arms","","","","","","","",""
"1","World","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MFN","Most-Favoured-Nation status","ALP","All products","","","","","","","",""
"1","World","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MFN","Most-Favoured-Nation status","AGR","Agricultural products","","","","","","","",""
"1","World","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MFN","Most-Favoured-Nation status","OIL","Oil","","","","","","","",""
"2","Africa","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","PRF","Preferential status","ARM","Arms","","","","","","","",""
"2","Africa","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","PRF","Preferential status","TEX","Textiles","","","","","","","",""
"2","Africa","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","PRF","Preferential status","OIL","Oil","","","","","","","",""
"2","Africa","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","PRF","Preferential status","IND","Industrial products","","","","","","","",""
"2","Africa","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","PRF","Preferential status","CLO","Clothing","","","","","","","",""
"2","Africa","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","PRF","Preferential status","ALP","All products","","","","","","","",""
"2","Africa","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MFN","Most-Favoured-Nation status","AGR","Agricultural products","","","","","","","",""
"2","Africa","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MFN","Most-Favoured-Nation status","TEX","Textiles","","","","","","","",""
"2","Africa","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MFN","Most-Favoured-Nation status","OIL","Oil","","","","","","","",""
"2","Africa","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MFN","Most-Favoured-Nation status","IND","Industrial products","","","","","","","",""
"2","Africa","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MFN","Most-Favoured-Nation status","CLO","Clothing","","","","","","","",""
"2","Africa","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MFN","Most-Favoured-Nation status","ARM","Arms","","","","","","","",""
"2","Africa","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MFN","Most-Favoured-Nation status","ALP","All products","","","","","","","",""
"2","Africa","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","PRF","Preferential status","AGR","Agricultural products","","","","","","","",""
"5","South America","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","PRF","Preferential status","TEX","Textiles","","","","","","","",""
"5","South America","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","PRF","Preferential status","OIL","Oil","","","","","","","",""
"5","South America","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","PRF","Preferential status","CLO","Clothing","","","","","","","",""
"5","South America","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","PRF","Preferential status","ARM","Arms","","","","","","","",""
"5","South America","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","PRF","Preferential status","ALP","All products","","","","","","","",""
"5","South America","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","PRF","Preferential status","IND","Industrial products","","","","","","","",""
"5","South America","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MFN","Most-Favoured-Nation status","TEX","Textiles","","","","","","","",""
"5","South America","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","PRF","Preferential status","AGR","Agricultural products","","","","","","","",""
"5","South America","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MFN","Most-Favoured-Nation status","AGR","Agricultural products","","","","","","","",""
"5","South America","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MFN","Most-Favoured-Nation status","ARM","Arms","","","","","","","",""
"5","South America","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MFN","Most-Favoured-Nation status","ALP","All products","","","","","","","",""
"5","South America","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MFN","Most-Favoured-Nation status","IND","Industrial products","","","","","","","",""
"5","South America","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MFN","Most-Favoured-Nation status","OIL","Oil","","","","","","","",""
"5","South America","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MFN","Most-Favoured-Nation status","CLO","Clothing","","","","","","","",""
"9","Oceania","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MFN","Most-Favoured-Nation status","AGR","Agricultural products","","","","","","","",""
"9","Oceania","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MFN","Most-Favoured-Nation status","ALP","All products","","","","","","","",""
"9","Oceania","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MFN","Most-Favoured-Nation status","ARM","Arms","","","","","","","",""
"9","Oceania","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MFN","Most-Favoured-Nation status","CLO","Clothing","","","","","","","",""
"9","Oceania","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MFN","Most-Favoured-Nation status","OIL","Oil","","","","","","","",""
"9","Oceania","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MFN","Most-Favoured-Nation status","TEX","Textiles","","","","","","","",""
"9","Oceania","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","PRF","Preferential status","AGR","Agricultural products","","","","","","","",""
"9","Oceania","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","PRF","Preferential status","ALP","All products","","","","","","","",""
"9","Oceania","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","PRF","Preferential status","ARM","Arms","","","","","","","",""
"9","Oceania","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","PRF","Preferential status","CLO","Clothing","","","","","","","",""
"9","Oceania","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","PRF","Preferential status","IND","Industrial products","","","","","","","",""
"9","Oceania","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","PRF","Preferential status","OIL","Oil","","","","","","","",""
"9","Oceania","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MFN","Most-Favoured-Nation status","IND","Industrial products","","","","","","","",""
"9","Oceania","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","PRF","Preferential status","TEX","Textiles","","","","","","","",""
"11","Western Africa","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.10","Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda","17.10.1","Worldwide weighted tariff-average","1","TM_TAX_WWTAV","Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MFN","Most-Favoured-Nation status","AGR","Agricultural products","","","","","","","",""
