"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"36","Australia","AUS","134.3499412","-25.57717202","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"40","Austria","AUT","14.14172472","47.58704857","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","0",2017.0,"0","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"44","Bahamas","BHS","-78.05111663","24.69546597","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"48","Bahrain","BHR","50.5490754","26.04407747","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"50","Bangladesh","BGD","89.17660788","22.86961622","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"51","Armenia","ARM","44.93839317","40.29499741","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","5363",2017.0,"5363","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"52","Barbados","BRB","-59.5346489","13.13648273","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","1","5","6","5","46","3","13","1","6","","","","",2013.0,"6","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"56","Belgium","BEL","4.660976456","50.64104975","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"60","Bermuda","BMU","-64.78155012","32.27881922","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"64","Bhutan","BTN","90.45098484","27.39598568","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","57","1","23","0","0","0","5","0","17",2017.0,"17","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","3069","15499","928","8200","84440","12810","46924","43559","0","","","","",2013.0,"0","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"70","Bosnia and Herzegovina","BIH","17.78584332","44.16845548","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"72","Botswana","BWA","23.81380223","-22.18810073","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","0","6","0","0","11",2017.0,"11","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"74","Bouvet Island","BVT","3.410732868","-54.43295905","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"76","Brazil","BRA","-53.08432878","-10.77668561","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"84","Belize","BLZ","-88.70199554","17.19965901","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","0","","0","0","0","5","0","","","","","","",2011.0,"0","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"86","British Indian Ocean Territory","IOT","72.38715553","-7.299281071","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"90","Solomon Islands","SLB","160.1584117","-9.622391719","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","0","19","0","7","4","0","0","16","0","","","",2014.0,"0","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"92","British Virgin Islands","VGB","-64.63294223","18.42256578","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"96","Brunei Darussalam","BRN","114.6288563","4.49736984","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"100","Bulgaria","BGR","25.23763153","42.75731323","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","0",2017.0,"0","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"104","Myanmar","MMR","96.51752295","21.19332882","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","172","13","19","53","127","106","138","48","178","169","135","149","427",2017.0,"427","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"108","Burundi","BDI","29.89080992","-3.366387428","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"112","Belarus","BLR","28.04940161","53.54193075","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"116","Cambodia","KHM","104.922836","12.71163737","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","3","9","21","19","179","90","131","107","139","103","126","91","102",2017.0,"102","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"120","Cameroon","CMR","12.7419827","5.692387031","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"124","Canada","CAN","-101.6575058","57.72360191","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"132","Cabo Verde","CPV","-23.63544151","15.07791834","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","0","","0","0","","","","","0","0","","5",2017.0,"5","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"136","Cayman Islands","CYM","-81.16740559","19.32266656","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"140","Central African Republic","CAF","20.93559492","7.003720791","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"144","Sri Lanka","LKA","80.70489654","7.614693343","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","82","173","204","142","163","73","136","155","225","80","69","70","348",2017.0,"348","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"148","Chad","TCD","18.66618401","15.36279341","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"152","Chile","CHL","-71.23029019","-35.2652885","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","10429","271","809","3230","9515","220","403","55","38","504","","","2",2017.0,"2","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"156","China","CHN","104.1403375","32.30955217","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
"162","Christmas Island","CXR","105.6426067","-10.4882473","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_IJILN","Number of injured or ill people attributed to disasters (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","",""
