"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Value_2018","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"96","Brunei Darussalam","BRN","114.6288563","4.49736984","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Global","","","","","","","","","","","","","","","","","","33","33",2018.0,"33","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"100","Bulgaria","BGR","25.23763153","42.75731323","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Global","240","240","240","240","240","240","240","240","240","240","240","240","240","240","240","240","240","240","240",2018.0,"240","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"104","Myanmar","MMR","96.51752295","21.19332882","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Global","","","","","","","","","","","","326","395","431","429","420","433","433","433",2018.0,"433","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"108","Burundi","BDI","29.89080992","-3.366387428","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Global","117","118","169","179","179","179","118","118","118","118","118","106","105","105","105","105","121","121","121",2018.0,"121","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"112","Belarus","BLR","28.04940161","53.54193075","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Global","110","110","97","97","97","109","110","110","110","110","110","110","110","109","109","110","110","110","110",2018.0,"110","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"116","Cambodia","KHM","104.922836","12.71163737","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Global","122","122","122","122","123","123","123","123","123","123","123","123","123","123","123","123","123","123","123",2018.0,"123","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"120","Cameroon","CMR","12.7419827","5.692387031","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Global","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180",2018.0,"180","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"124","Canada","CAN","-101.6575058","57.72360191","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Global","301","301","301","301","301","308","308","308","305","308","308","308","307","308","307","306","338","335","337",2018.0,"337","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"132","Cabo Verde","CPV","-23.63544151","15.07791834","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Global","72","72","72","72","72","72","72","72","72","72","72","72","72","72","72","72","72","72","72",2018.0,"72","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"136","Cayman Islands","CYM","-81.16740559","19.32266656","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Global","","","","","","","","","","","","","","","","","","","","","","","",""
"140","Central African Republic","CAF","20.93559492","7.003720791","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Global","109","109","109","109","","","105","105","105","105","104","","104","104","","","","140","140",2018.0,"140","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"144","Sri Lanka","LKA","80.70489654","7.614693343","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Global","225","225","225","225","225","225","225","225","225","225","225","225","225","225","225","225","225","225","225",2018.0,"225","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"148","Chad","TCD","18.66618401","15.36279341","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Global","125","125","125","155","155","155","155","155","155","155","155","155","188","188","188","188","188","188","188",2018.0,"188","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"152","Chile","CHL","-71.23029019","-35.2652885","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Global","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","",2017.0,"120","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"156","China","CHN","104.1403375","32.30955217","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Global","2979","2984","2984","2984","2985","2985","2980","2980","2963","2987","2987","2987","2978","2978","2987","2959","2959","2949","2924",2018.0,"2924","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"162","Christmas Island","CXR","105.6426067","-10.4882473","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Global","","","","","","","","","","","","","","","","","","","","","","","",""
"166","Cocos (Keeling) Islands","CCK","96.82633757","-12.18600682","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Global","","","","","","","","","","","","","","","","","","","","","","","",""
"170","Colombia","COL","-73.07446751","3.888209046","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Global","161","161","161","166","166","166","165","166","166","166","166","166","165","165","165","166","166","166","166",2018.0,"166","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
