series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	KG_PER_CON_USD	Kilograms per constant USD																					
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	KG_PER_CON_USD	Kilograms per constant USD																					
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	KG_PER_CON_USD	Kilograms per constant USD	0.18274	0.17327	0.16875	0.19736	0.18407	0.17974	0.2576	0.24393	0.26254	0.27504	0.24746	0.24378	0.24008	0.24121	0.24137	0.21666	0.23662	2015	0.21666	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	100	25.23763153	42.75731323	BGR	Bulgaria	1	KG_PER_CON_USD	Kilograms per constant USD	0.58403	0.59795	0.53215	0.55707	0.51236	0.48505	0.4656	0.46272	0.41688	0.3803	0.39796	0.43282	0.39087	0.34285	0.35799	0.36358	0.377622	2015	0.36358	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	104	96.51752295	21.19332882	MMR	Myanmar	1	KG_PER_CON_USD	Kilograms per constant USD	0.11453	0.09087	0.08055	0.08915	0.07656	0.07124	0.05852	0.05432	0.03893	0.03435	0.03666	0.03558	0.04683	0.05193	0.06955	0.07908	0.056594	2015	0.07908	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	108	29.89080992	-3.366387428	BDI	Burundi	1	KG_PER_CON_USD	Kilograms per constant USD																					
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	112	28.04940161	53.54193075	BLR	Belarus	1	KG_PER_CON_USD	Kilograms per constant USD	0.72828	0.6793	0.64506	0.60963	0.57991	0.53542	0.50642	0.45401	0.43206	0.41258	0.41001	0.3694	0.36856	0.36758	0.35629	0.34338	0.361042	2015	0.34338	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	116	104.922836	12.71163737	KHM	Cambodia	1	KG_PER_CON_USD	Kilograms per constant USD	0.11978	0.12157	0.11703	0.11602	0.10513	0.10303	0.10378	0.1142	0.10942	0.13087	0.13063	0.1279	0.12438	0.11841	0.13041	0.16007	0.132234	2015	0.16007	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	120	12.7419827	5.692387031	CMR	Cameroon	1	KG_PER_CON_USD	Kilograms per constant USD	0.0743	0.06902	0.071	0.0703	0.0685	0.06521	0.06684	0.08583	0.08649	0.09558	0.09719	0.09006	0.08767	0.08413	0.08904	0.08988	0.088156	2015	0.08988	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	124	-101.6575058	57.72360191	CAN	Canada	1	KG_PER_CON_USD	Kilograms per constant USD	0.45568	0.44109	0.43313	0.44186	0.42215	0.42081	0.4039	0.41872	0.3998	0.38972	0.38824	0.38382	0.37745	0.3771	0.36931	0.36243	0.374022	2015	0.36243	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	KG_PER_CON_USD	Kilograms per constant USD																					
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	KG_PER_CON_USD	Kilograms per constant USD																					
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	140	20.93559492	7.003720791	CAF	Central African Republic	1	KG_PER_CON_USD	Kilograms per constant USD																					
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	KG_PER_CON_USD	Kilograms per constant USD	0.10314	0.10357	0.10513	0.10801	0.10556	0.10807	0.08828	0.09079	0.0803	0.07399	0.07349	0.08016	0.08043	0.06652	0.07729	0.08587	0.078054	2015	0.08587	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	148	18.66618401	15.36279341	TCD	Chad	1	KG_PER_CON_USD	Kilograms per constant USD																					
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	152	-71.23029019	-35.2652885	CHL	Chile	1	KG_PER_CON_USD	Kilograms per constant USD	0.2352	0.21862	0.21633	0.2137	0.21913	0.21058	0.20378	0.21952	0.22418	0.21863	0.22088	0.22911	0.22279	0.22759	0.20646	0.21738	0.220666	2015	0.21738	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	156	104.1403375	32.30955217	CHN	China	1	KG_PER_CON_USD	Kilograms per constant USD	0.68111	0.66047	0.65273	0.68734	0.7276	0.74085	0.72524	0.69463	0.64717	0.62896	0.62358	0.62536	0.59042	0.57176	0.53528	0.50088	0.56474	2015	0.50088	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	KG_PER_CON_USD	Kilograms per constant USD																					
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	KG_PER_CON_USD	Kilograms per constant USD																					
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	170	-73.07446751	3.888209046	COL	Colombia	1	KG_PER_CON_USD	Kilograms per constant USD	0.16469	0.16337	0.15319	0.14553	0.13851	0.13636	0.12798	0.12219	0.11986	0.12515	0.12278	0.1251	0.11991	0.12425	0.12208	0.11783	0.121834	2015	0.11783	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	174	43.34234565	-11.66121732	COM	Comoros	1	KG_PER_CON_USD	Kilograms per constant USD																					
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	175	45.14015057	-12.82217691	MYT	Mayotte	1	KG_PER_CON_USD	Kilograms per constant USD																					
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	178	15.22052612	-0.840544119	COG	Congo	1	KG_PER_CON_USD	Kilograms per constant USD	0.03513	0.04316	0.03276	0.04853	0.0487	0.04881	0.05568	0.06068	0.07191	0.07654	0.08221	0.09079	0.09311	0.10248	0.09985	0.09961	0.097168	2015	0.09961	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	KG_PER_CON_USD	Kilograms per constant USD	0.03493	0.02984	0.03132	0.03609	0.03654	0.04355	0.04495	0.04684	0.04904	0.04828	0.04851	0.05693	0.05147	0.0726	0.08925	0.04902	0.063854	2015	0.04902	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	KG_PER_CON_USD	Kilograms per constant USD																					
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	KG_PER_CON_USD	Kilograms per constant USD	0.12158	0.12828	0.127	0.1291	0.12346	0.12166	0.12457	0.12877	0.12309	0.11841	0.1173	0.11504	0.11098	0.11496	0.11216	0.10316	0.11126	2015	0.10316	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	191	17.95874553	45.45172212	HRV	Croatia	1	KG_PER_CON_USD	Kilograms per constant USD	0.25517	0.26097	0.26334	0.26702	0.24922	0.24306	0.23266	0.23506	0.21887	0.22342	0.21755	0.21461	0.20068	0.19646	0.18743	0.18923	0.197682	2015	0.18923	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	192	-79.54460144	22.10030366	CUB	Cuba	1	KG_PER_CON_USD	Kilograms per constant USD	0.22234	0.20855	0.19614	0.18345	0.17146	0.15945	0.1445	0.13933	0.12952	0.14703	0.16002	0.14179	0.1411	0.13239	0.13076	0.12732	0.134672	2015	0.12732	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	196	33.22285964	35.05659437	CYP	Cyprus	1	KG_PER_CON_USD	Kilograms per constant USD	0.3017	0.28586	0.28336	0.30592	0.28794	0.28326	0.27357	0.27241	0.26772	0.26978	0.25769	0.24767	0.23804	0.2187	0.2279	0.22894	0.23225	2015	0.22894	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	203	15.33151382	49.73913871	CZE	Czechia	1	KG_PER_CON_USD	Kilograms per constant USD	0.57251	0.55489	0.52801	0.52775	0.50505	0.46107	0.43316	0.4199	0.39127	0.38744	0.38853	0.37032	0.36084	0.34801	0.32836	0.3178	0.345066	2015	0.3178	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	204	2.339933594	9.65401646	BEN	Benin	1	KG_PER_CON_USD	Kilograms per constant USD	0.12704	0.14691	0.16346	0.17809	0.18233	0.19718	0.22992	0.25307	0.24443	0.26117	0.27889	0.26286	0.23815	0.23454	0.23715	0.2572	0.24598	2015	0.2572	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	208	9.326571283	56.03829721	DNK	Denmark	1	KG_PER_CON_USD	Kilograms per constant USD	0.22928	0.23451	0.23214	0.25521	0.22409	0.20482	0.22935	0.20809	0.19711	0.19989	0.19758	0.17351	0.15173	0.15766	0.13822	0.12633	0.14949	2015	0.12633	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	212	-61.3493756	15.43391378	DMA	Dominica	1	KG_PER_CON_USD	Kilograms per constant USD																					
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	KG_PER_CON_USD	Kilograms per constant USD	0.27265	0.2671	0.30336	0.25133	0.23035	0.22702	0.21624	0.20198	0.19486	0.18576	0.18051	0.17455	0.17721	0.17607	0.15491	0.15369	0.167286	2015	0.15369	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	KG_PER_CON_USD	Kilograms per constant USD	0.19837	0.20283	0.20007	0.19267	0.20185	0.20649	0.21015	0.21108	0.19895	0.21762	0.23417	0.22246	0.21924	0.21918	0.22754	0.22038	0.22176	2015	0.22038	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	222	-88.86862995	13.73603564	SLV	El Salvador	1	KG_PER_CON_USD	Kilograms per constant USD	0.1414	0.14807	0.14529	0.15168	0.14944	0.15211	0.15272	0.15609	0.13676	0.13871	0.13209	0.13338	0.131	0.1225	0.12387	0.13294	0.128738	2015	0.13294	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	KG_PER_CON_USD	Kilograms per constant USD																					
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	231	39.63505296	8.631223181	ETH	Ethiopia	1	KG_PER_CON_USD	Kilograms per constant USD	0.0794	0.09249	0.09498	0.10539	0.09753	0.08155	0.07871	0.0814	0.08315	0.07786	0.06484	0.06711	0.06536	0.06905	0.07452	0.06845	0.068898	2015	0.06845	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	232	38.11074289	16.12894644	ERI	Eritrea	1	KG_PER_CON_USD	Kilograms per constant USD	0.11014	0.11112	0.10518	0.10954	0.10692	0.09124	0.07999	0.07737	0.07411	0.075	0.07867	0.07763	0.07699	0.07644	0.0761	0.07578	0.076588	2015	0.07578	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	233	25.84093481	58.68487172	EST	Estonia	1	KG_PER_CON_USD	Kilograms per constant USD	0.69569	0.67498	0.61912	0.65544	0.61863	0.5724	0.47935	0.5539	0.53784	0.52417	0.64784	0.57167	0.50868	0.57561	0.55184	0.45441	0.532442	2015	0.45441	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	KG_PER_CON_USD	Kilograms per constant USD																					
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	KG_PER_CON_USD	Kilograms per constant USD																					
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	KG_PER_CON_USD	Kilograms per constant USD																					
2018.Q2.G.01	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	242	177.9660884	-17.83301566	FJI	Fiji	1	KG_PER_CON_USD	Kilograms per constant USD																					
