"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source"
"36","Australia","AUS","134.3499412","-25.57717202","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","8",2016.0,"8","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"40","Austria","AUT","14.14172472","47.58704857","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","15",2016.0,"15","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"44","Bahamas","BHS","-78.05111663","24.69546597","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","20",2016.0,"20","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"48","Bahrain","BHR","50.5490754","26.04407747","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","40",2016.0,"40","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"50","Bangladesh","BGD","89.17660788","22.86961622","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","74",2016.0,"74","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"51","Armenia","ARM","44.93839317","40.29499741","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","51",2016.0,"51","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"52","Barbados","BRB","-59.5346489","13.13648273","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","30",2016.0,"30","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"56","Belgium","BEL","4.660976456","50.64104975","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","16",2016.0,"16","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"60","Bermuda","BMU","-64.78155012","32.27881922","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","",""
"64","Bhutan","BTN","90.45098484","27.39598568","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","67",2016.0,"67","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","39",2016.0,"39","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"70","Bosnia and Herzegovina","BIH","17.78584332","44.16845548","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","44",2016.0,"44","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"72","Botswana","BWA","23.81380223","-22.18810073","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","52",2016.0,"52","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"74","Bouvet Island","BVT","3.410732868","-54.43295905","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","",""
"76","Brazil","BRA","-53.08432878","-10.77668561","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","24",2016.0,"24","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"84","Belize","BLZ","-88.70199554","17.19965901","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","47",2016.0,"47","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"86","British Indian Ocean Territory","IOT","72.38715553","-7.299281071","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","",""
"90","Solomon Islands","SLB","160.1584117","-9.622391719","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","37",2016.0,"37","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"92","British Virgin Islands","VGB","-64.63294223","18.42256578","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","",""
"96","Brunei Darussalam","BRN","114.6288563","4.49736984","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","13",2016.0,"13","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"100","Bulgaria","BGR","25.23763153","42.75731323","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","53",2016.0,"53","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"104","Myanmar","MMR","96.51752295","21.19332882","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","66",2016.0,"66","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"108","Burundi","BDI","29.89080992","-3.366387428","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","70",2016.0,"70","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"112","Belarus","BLR","28.04940161","53.54193075","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","58",2016.0,"58","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"116","Cambodia","KHM","104.922836","12.71163737","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","56",2016.0,"56","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"120","Cameroon","CMR","12.7419827","5.692387031","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","110",2016.0,"110","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"124","Canada","CAN","-101.6575058","57.72360191","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","7",2016.0,"7","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"132","Cabo Verde","CPV","-23.63544151","15.07791834","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","61",2016.0,"61","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"136","Cayman Islands","CYM","-81.16740559","19.32266656","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","",""
"140","Central African Republic","CAF","20.93559492","7.003720791","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","94",2016.0,"94","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"144","Sri Lanka","LKA","80.70489654","7.614693343","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","24",2016.0,"24","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"148","Chad","TCD","18.66618401","15.36279341","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","130",2016.0,"130","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"152","Chile","CHL","-71.23029019","-35.2652885","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","20",2016.0,"20","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"156","China","CHN","104.1403375","32.30955217","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","67",2016.0,"67","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"162","Christmas Island","CXR","105.6426067","-10.4882473","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","",""
"166","Cocos (Keeling) Islands","CCK","96.82633757","-12.18600682","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","",""
"170","Colombia","COL","-73.07446751","3.888209046","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","28",2016.0,"28","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"174","Comoros","COM","43.34234565","-11.66121732","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","57",2016.0,"57","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"175","Mayotte","MYT","45.14015057","-12.82217691","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","",""
"178","Congo","COG","15.22052612","-0.840544119","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","60",2016.0,"60","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"180","Democratic Republic of the Congo","COD","23.65496507","-2.877154732","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","67",2016.0,"67","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"184","Cook Islands","COK","-159.7711391","-21.22696458","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","NA",2016.0,"NA","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)"
"188","Costa Rica","CRI","-84.19712782","9.970998683","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","19",2016.0,"19","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"191","Croatia","HRV","17.95874553","45.45172212","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","28",2016.0,"28","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"192","Cuba","CUB","-79.54460144","22.10030366","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.1","Mortality rate attributed to household and ambient air pollution","1","SH_AAP_ASMORT","Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","30",2016.0,"30","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
