"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","IhrCapacity_Code","IhrCapacity_Desc","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2010","Footnotes_2011","Footnotes_2012","Footnotes_2013","Footnotes_2014","Footnotes_2015","Footnotes_2016","Footnotes_2017","Nature_Code_2010","Nature_Code_2011","Nature_Code_2012","Nature_Code_2013","Nature_Code_2014","Nature_Code_2015","Nature_Code_2016","Nature_Code_2017","Source_2010","Source_2011","Source_2012","Source_2013","Source_2014","Source_2015","Source_2016","Source_2017","TimeDetail_2010","TimeDetail_2011","TimeDetail_2012","TimeDetail_2013","TimeDetail_2014","TimeDetail_2015","TimeDetail_2016","TimeDetail_2017","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Latest_Year","Latest_Value"
"","","","1","World","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPS","International Health Regulations (IHR) capacity, by type of IHR capacity (%)","2019.Q1.G.01","IHR11","Food safety","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","NA","NA","","","","","","","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","","","","","","","","","","","","","","","80","78",2017.0,"78"
"","","","1","World","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPS","International Health Regulations (IHR) capacity, by type of IHR capacity (%)","2019.Q1.G.01","IHR12","Chemical events","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","NA","NA","","","","","","","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","","","","","","","","","","","","","","","60","56",2017.0,"56"
"","","","1","World","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPS","International Health Regulations (IHR) capacity, by type of IHR capacity (%)","2019.Q1.G.01","IHR13","Radionuclear emergencies","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","NA","NA","","","","","","","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","","","","","","","","","","","","","","","65","57",2017.0,"57"
"BGR","25.23763153","42.75731323","100","Bulgaria","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPS","International Health Regulations (IHR) capacity, by type of IHR capacity (%)","2019.Q1.G.01","IHR01","National legislation, policy and financing","G","Global","PERCENT","Percentage","","","","","","","","","","NA","","","NA","","","","","Global Health Observatory (GHO), World Health Organisation (WHO)","","","Global Health Observatory (GHO), World Health Organisation (WHO)","","","","","","","","","","","","","50","","","75","","","",2014.0,"75"
"BGR","25.23763153","42.75731323","100","Bulgaria","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPS","International Health Regulations (IHR) capacity, by type of IHR capacity (%)","2019.Q1.G.01","IHR02","Coordination and National Focal Point communications","G","Global","PERCENT","Percentage","","","","","","","","","","NA","","","NA","","","","","Global Health Observatory (GHO), World Health Organisation (WHO)","","","Global Health Observatory (GHO), World Health Organisation (WHO)","","","","","","","","","","","","","46","","","63","","","",2014.0,"63"
"BGR","25.23763153","42.75731323","100","Bulgaria","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPS","International Health Regulations (IHR) capacity, by type of IHR capacity (%)","2019.Q1.G.01","IHR03","Surveillance","G","Global","PERCENT","Percentage","","","","","","","","","","NA","","","NA","","","","","Global Health Observatory (GHO), World Health Organisation (WHO)","","","Global Health Observatory (GHO), World Health Organisation (WHO)","","","","","","","","","","","","","85","","","70","","","",2014.0,"70"
"BGR","25.23763153","42.75731323","100","Bulgaria","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPS","International Health Regulations (IHR) capacity, by type of IHR capacity (%)","2019.Q1.G.01","IHR04","Response","G","Global","PERCENT","Percentage","","","","","","","","","","NA","","","NA","","","","","Global Health Observatory (GHO), World Health Organisation (WHO)","","","Global Health Observatory (GHO), World Health Organisation (WHO)","","","","","","","","","","","","","35","","","71","","","",2014.0,"71"
"BGR","25.23763153","42.75731323","100","Bulgaria","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPS","International Health Regulations (IHR) capacity, by type of IHR capacity (%)","2019.Q1.G.01","IHR05","Preparedness","G","Global","PERCENT","Percentage","","","","","","","","","","NA","","","NA","","","","","Global Health Observatory (GHO), World Health Organisation (WHO)","","","Global Health Observatory (GHO), World Health Organisation (WHO)","","","","","","","","","","","","","55","","","81","","","",2014.0,"81"
"BGR","25.23763153","42.75731323","100","Bulgaria","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPS","International Health Regulations (IHR) capacity, by type of IHR capacity (%)","2019.Q1.G.01","IHR06","Risk communication","G","Global","PERCENT","Percentage","","","","","","","","","","NA","","","NA","","","","","Global Health Observatory (GHO), World Health Organisation (WHO)","","","Global Health Observatory (GHO), World Health Organisation (WHO)","","","","","","","","","","","","","43","","","43","","","",2014.0,"43"
"BGR","25.23763153","42.75731323","100","Bulgaria","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPS","International Health Regulations (IHR) capacity, by type of IHR capacity (%)","2019.Q1.G.01","IHR07","Human resources","G","Global","PERCENT","Percentage","","","","","","","","","","NA","","","NA","","","","","Global Health Observatory (GHO), World Health Organisation (WHO)","","","Global Health Observatory (GHO), World Health Organisation (WHO)","","","","","","","","","","","","","0","","","0","","","",2014.0,"0"
"BGR","25.23763153","42.75731323","100","Bulgaria","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPS","International Health Regulations (IHR) capacity, by type of IHR capacity (%)","2019.Q1.G.01","IHR08","Laboratory","G","Global","PERCENT","Percentage","","","","","","","","","","NA","","","NA","","","","","Global Health Observatory (GHO), World Health Organisation (WHO)","","","Global Health Observatory (GHO), World Health Organisation (WHO)","","","","","","","","","","","","","80","","","86","","","",2014.0,"86"
"BGR","25.23763153","42.75731323","100","Bulgaria","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPS","International Health Regulations (IHR) capacity, by type of IHR capacity (%)","2019.Q1.G.01","IHR09","Points of entry","G","Global","PERCENT","Percentage","","","","","","","","","","NA","","","NA","","","","","Global Health Observatory (GHO), World Health Organisation (WHO)","","","Global Health Observatory (GHO), World Health Organisation (WHO)","","","","","","","","","","","","","61","","","21","","","",2014.0,"21"
"BGR","25.23763153","42.75731323","100","Bulgaria","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPS","International Health Regulations (IHR) capacity, by type of IHR capacity (%)","2019.Q1.G.01","IHR10"," Zoonotic events","G","Global","PERCENT","Percentage","","","","","","","","","","NA","","","NA","","","","","Global Health Observatory (GHO), World Health Organisation (WHO)","","","Global Health Observatory (GHO), World Health Organisation (WHO)","","","","","","","","","","","","","89","","","100","","","",2014.0,"100"
"BGR","25.23763153","42.75731323","100","Bulgaria","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPS","International Health Regulations (IHR) capacity, by type of IHR capacity (%)","2019.Q1.G.01","IHR11","Food safety","G","Global","PERCENT","Percentage","","","","","","","","","","NA","","","NA","","","","","Global Health Observatory (GHO), World Health Organisation (WHO)","","","Global Health Observatory (GHO), World Health Organisation (WHO)","","","","","","","","","","","","","100","","","100","","","",2014.0,"100"
"BGR","25.23763153","42.75731323","100","Bulgaria","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPS","International Health Regulations (IHR) capacity, by type of IHR capacity (%)","2019.Q1.G.01","IHR12","Chemical events","G","Global","PERCENT","Percentage","","","","","","","","","","NA","","","NA","","","","","Global Health Observatory (GHO), World Health Organisation (WHO)","","","Global Health Observatory (GHO), World Health Organisation (WHO)","","","","","","","","","","","","","58","","","92","","","",2014.0,"92"
"BGR","25.23763153","42.75731323","100","Bulgaria","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPS","International Health Regulations (IHR) capacity, by type of IHR capacity (%)","2019.Q1.G.01","IHR13","Radionuclear emergencies","G","Global","PERCENT","Percentage","","","","","","","","","","NA","","","NA","","","","","Global Health Observatory (GHO), World Health Organisation (WHO)","","","Global Health Observatory (GHO), World Health Organisation (WHO)","","","","","","","","","","","","","100","","","100","","","",2014.0,"100"
"MMR","96.51752295","21.19332882","104","Myanmar","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPS","International Health Regulations (IHR) capacity, by type of IHR capacity (%)","2019.Q1.G.01","IHR01","National legislation, policy and financing","G","Global","PERCENT","Percentage","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","","","","","","","","","100","100","75","100","100","100","100","100",2017.0,"100"
"MMR","96.51752295","21.19332882","104","Myanmar","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPS","International Health Regulations (IHR) capacity, by type of IHR capacity (%)","2019.Q1.G.01","IHR02","Coordination and National Focal Point communications","G","Global","PERCENT","Percentage","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","","","","","","","","","66","100","90","73","73","90","90","47",2017.0,"47"
"MMR","96.51752295","21.19332882","104","Myanmar","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPS","International Health Regulations (IHR) capacity, by type of IHR capacity (%)","2019.Q1.G.01","IHR03","Surveillance","G","Global","PERCENT","Percentage","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","","","","","","","","","88","95","100","100","100","100","100","95",2017.0,"95"
"MMR","96.51752295","21.19332882","104","Myanmar","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPS","International Health Regulations (IHR) capacity, by type of IHR capacity (%)","2019.Q1.G.01","IHR04","Response","G","Global","PERCENT","Percentage","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","","","","","","","","","100","100","100","100","100","100","94","70",2017.0,"70"
"MMR","96.51752295","21.19332882","104","Myanmar","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPS","International Health Regulations (IHR) capacity, by type of IHR capacity (%)","2019.Q1.G.01","IHR05","Preparedness","G","Global","PERCENT","Percentage","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","","","","","","","","","66","87","100","100","100","90","90","35",2017.0,"35"
"MMR","96.51752295","21.19332882","104","Myanmar","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPS","International Health Regulations (IHR) capacity, by type of IHR capacity (%)","2019.Q1.G.01","IHR06","Risk communication","G","Global","PERCENT","Percentage","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","","","","","","","","","90","100","100","100","100","100","100","57",2017.0,"57"
"MMR","96.51752295","21.19332882","104","Myanmar","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPS","International Health Regulations (IHR) capacity, by type of IHR capacity (%)","2019.Q1.G.01","IHR07","Human resources","G","Global","PERCENT","Percentage","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","","","","","","","","","33","100","100","100","100","100","100","40",2017.0,"40"
"MMR","96.51752295","21.19332882","104","Myanmar","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPS","International Health Regulations (IHR) capacity, by type of IHR capacity (%)","2019.Q1.G.01","IHR08","Laboratory","G","Global","PERCENT","Percentage","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","","","","","","","","","70","60","70","70","70","90","70","80",2017.0,"80"
"MMR","96.51752295","21.19332882","104","Myanmar","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPS","International Health Regulations (IHR) capacity, by type of IHR capacity (%)","2019.Q1.G.01","IHR09","Points of entry","G","Global","PERCENT","Percentage","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","","","","","","","","","52","90","91","97","94","97","97","21",2017.0,"21"
"MMR","96.51752295","21.19332882","104","Myanmar","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPS","International Health Regulations (IHR) capacity, by type of IHR capacity (%)","2019.Q1.G.01","IHR10"," Zoonotic events","G","Global","PERCENT","Percentage","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","Global Health Observatory (GHO), World Health Organisation (WHO)","","","","","","","","","76","100","100","100","100","100","100","89",2017.0,"89"
