"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Age_Code","Age_Desc","ReportingType_Code","ReportingType_Desc","Value_2017.0","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"30","Eastern Asia","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","","","","","",""
"34","Southern Asia","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","67.2",2017.0,"67.2","Estimated data","DHS, MICS, other national surveys, censuses and vital registration systems","Based on 7 countries with a population coverage of 99 per cent"
"35","South-Eastern Asia","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","82.1",2017.0,"82.1","Estimated data","DHS, MICS, other national surveys, censuses and vital registration systems","Based on 8 countries with a population coverage of 95 per cent"
"39","Southern Europe","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","","","","","",""
"53","Australia and New Zealand","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","100.0",2017.0,"100.0","Estimated data","DHS, MICS, other national surveys, censuses and vital registration systems","Based on 2 countries with a population coverage of 100 per cent"
"54","Melanesia","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","","","","","",""
"57","Micronesia","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","","","","","",""
"61","Polynesia","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","","","","","",""
"62","Central and Southern Asia","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","67.9",2017.0,"67.9","Estimated data","DHS, MICS, other national surveys, censuses and vital registration systems","Based on 11 countries with a population coverage of 97 per cent"
"97","European Union","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","","","","","",""
"127","Southern Asia (excluding India)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","","","","","",""
"135","Caucasus and Central Asia","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","","","","","",""
"142","Asia","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","","","","","",""
"143","Central Asia","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","96.4",2017.0,"96.4","Estimated data","DHS, MICS, other national surveys, censuses and vital registration systems","Based on 4 countries with a population coverage of 59 per cent"
"145","Western Asia","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","85.5",2017.0,"85.5","Estimated data","DHS, MICS, other national surveys, censuses and vital registration systems","Based on 11 countries with a population coverage of 74 per cent"
"150","Europe","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","100.0",2017.0,"100.0","Estimated data","DHS, MICS, other national surveys, censuses and vital registration systems","Based on 39 countries with a population coverage of 96 per cent"
"151","Eastern Europe","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","","","","","",""
"154","Northern Europe","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","","","","","",""
"155","Western Europe","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","","","","","",""
"158","Other non-specified areas","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","","","","","",""
"199","Least Developed Countries (LDCs)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","40.5",2017.0,"40.5","Estimated data","DHS, MICS, other national surveys, censuses and vital registration systems","Based on 43 countries with a population coverage of 98 per cent"
"202","Sub-Saharan Africa","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","46.1",2017.0,"46.1","Estimated data","DHS, MICS, other national surveys, censuses and vital registration systems","Based on 43 countries with a population coverage of 98 per cent"
"223","Eastern Asia (excluding Japan and China)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","","","","","",""
"369"," Iraq (Central Iraq) ","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","","","","","",""
"419","Latin America and the Caribbean","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","94.8",2017.0,"94.8","Estimated data","DHS, MICS, other national surveys, censuses and vital registration systems","Based on 26 countries with a population coverage of 98 per cent"
"420","Latin America","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","","","","","",""
"432","Landlocked developing countries (LLDCs)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","43.2",2017.0,"43.2","Estimated data","DHS, MICS, other national surveys, censuses and vital registration systems","Based on 29 countries with a population coverage of 93 per cent"
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","","","","","",""
"513","Europe and Northern America","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","100.0",2017.0,"100.0","Estimated data","DHS, MICS, other national surveys, censuses and vital registration systems","Based on 41 countries with a population coverage of 98 per cent"
"514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","","","","","",""
"515","Developing regions","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","","","","","",""
"518","Eastern Asia (excluding Japan)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","","","","","",""
"535","Bonaire, Sint Eustatius and Saba","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","","","","","",""
"543","Oceania (exc. Australia and New Zealand)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","","","","","",""
"722","Small island developing States (SIDS)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","81.9",2017.0,"81.9","Estimated data","DHS, MICS, other national surveys, censuses and vital registration systems","Based on 19 countries with a population coverage of 72 per cent"
"738","Sub-Saharan Africa (inc. Sudan)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","","","","","",""
"746","Northern Africa (exc. Sudan)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","","","","","",""
"747","Northern Africa and Western Asia","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","89.2",2017.0,"89.2","Estimated data","DHS, MICS, other national surveys, censuses and vital registration systems","Based on 16 countries with a population coverage of 86 per cent"
"753","Eastern and South-Eastern Asia","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","","","","","",""
"827","United Kingdom (England and Wales)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","G","Global","","","","","",""
