series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Sex	Units	Education level	Sex description	Units description	Education level description	2000	2001	2003	2006	2009	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	2	FEMALE	PERCENT	LOWSEC	Female	Percentage	lower secondary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	3	MALE	PERCENT	LOWSEC	Male	Percentage	lower secondary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	4	BOTHSEX	PERCENT	GRAD23	Both	Percentage	grades 2/3															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	5	FEMALE	PERCENT	GRAD23	Female	Percentage	grades 2/3															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	6	MALE	PERCENT	GRAD23	Male	Percentage	grades 2/3															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	7	MALE	PERCENT	PRIMAR	Male	Percentage	primary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	8	BOTHSEX	PERCENT	PRIMAR	Both	Percentage	primary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	9	FEMALE	PERCENT	PRIMAR	Female	Percentage	primary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	20	1.576257417	42.54548611	AND	Andorra	1	BOTHSEX	PERCENT	LOWSEC	Both	Percentage	lower secondary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	20	1.576257417	42.54548611	AND	Andorra	2	FEMALE	PERCENT	LOWSEC	Female	Percentage	lower secondary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	20	1.576257417	42.54548611	AND	Andorra	3	MALE	PERCENT	LOWSEC	Male	Percentage	lower secondary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	20	1.576257417	42.54548611	AND	Andorra	4	BOTHSEX	PERCENT	GRAD23	Both	Percentage	grades 2/3															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	20	1.576257417	42.54548611	AND	Andorra	5	FEMALE	PERCENT	GRAD23	Female	Percentage	grades 2/3															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	20	1.576257417	42.54548611	AND	Andorra	6	MALE	PERCENT	GRAD23	Male	Percentage	grades 2/3															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	20	1.576257417	42.54548611	AND	Andorra	7	MALE	PERCENT	PRIMAR	Male	Percentage	primary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	20	1.576257417	42.54548611	AND	Andorra	8	BOTHSEX	PERCENT	PRIMAR	Both	Percentage	primary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	20	1.576257417	42.54548611	AND	Andorra	9	FEMALE	PERCENT	PRIMAR	Female	Percentage	primary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	24	17.57817062	-12.33724746	AGO	Angola	1	BOTHSEX	PERCENT	LOWSEC	Both	Percentage	lower secondary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	24	17.57817062	-12.33724746	AGO	Angola	2	FEMALE	PERCENT	LOWSEC	Female	Percentage	lower secondary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	24	17.57817062	-12.33724746	AGO	Angola	3	MALE	PERCENT	LOWSEC	Male	Percentage	lower secondary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	24	17.57817062	-12.33724746	AGO	Angola	4	BOTHSEX	PERCENT	GRAD23	Both	Percentage	grades 2/3															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	24	17.57817062	-12.33724746	AGO	Angola	5	FEMALE	PERCENT	GRAD23	Female	Percentage	grades 2/3															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	24	17.57817062	-12.33724746	AGO	Angola	6	MALE	PERCENT	GRAD23	Male	Percentage	grades 2/3															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	24	17.57817062	-12.33724746	AGO	Angola	7	MALE	PERCENT	PRIMAR	Male	Percentage	primary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	24	17.57817062	-12.33724746	AGO	Angola	8	BOTHSEX	PERCENT	PRIMAR	Both	Percentage	primary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	24	17.57817062	-12.33724746	AGO	Angola	9	FEMALE	PERCENT	PRIMAR	Female	Percentage	primary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	BOTHSEX	PERCENT	LOWSEC	Both	Percentage	lower secondary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	FEMALE	PERCENT	LOWSEC	Female	Percentage	lower secondary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	MALE	PERCENT	LOWSEC	Male	Percentage	lower secondary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	4	BOTHSEX	PERCENT	GRAD23	Both	Percentage	grades 2/3															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	5	FEMALE	PERCENT	GRAD23	Female	Percentage	grades 2/3															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	6	MALE	PERCENT	GRAD23	Male	Percentage	grades 2/3															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	7	MALE	PERCENT	PRIMAR	Male	Percentage	primary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	8	BOTHSEX	PERCENT	PRIMAR	Both	Percentage	primary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	9	FEMALE	PERCENT	PRIMAR	Female	Percentage	primary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	BOTHSEX	PERCENT	LOWSEC	Both	Percentage	lower secondary				20.58498	27.21145							2009	27.21145	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	2	FEMALE	PERCENT	LOWSEC	Female	Percentage	lower secondary				24.88	32.16							2009	32.16	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	3	MALE	PERCENT	LOWSEC	Male	Percentage	lower secondary				16.64	22.49							2009	22.49	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	4	BOTHSEX	PERCENT	GRAD23	Both	Percentage	grades 2/3															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	5	FEMALE	PERCENT	GRAD23	Female	Percentage	grades 2/3															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	6	MALE	PERCENT	GRAD23	Male	Percentage	grades 2/3															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	7	MALE	PERCENT	PRIMAR	Male	Percentage	primary						79.87					79.87	2011	79.87	Progress in International Reading Literacy Study (IEA)	C
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	8	BOTHSEX	PERCENT	PRIMAR	Both	Percentage	primary						81.85957					81.85957	2011	81.85957	Progress in International Reading Literacy Study (IEA)	C
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	9	FEMALE	PERCENT	PRIMAR	Female	Percentage	primary						84.09					84.09	2011	84.09	Progress in International Reading Literacy Study (IEA)	C
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	32	-65.14563274	-35.19446255	ARG	Argentina	1	BOTHSEX	PERCENT	LOWSEC	Both	Percentage	lower secondary	56.08919			42.13603	48.42049		46.43523			58.24957	52.3424	2015	58.24957	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	32	-65.14563274	-35.19446255	ARG	Argentina	2	FEMALE	PERCENT	LOWSEC	Female	Percentage	lower secondary	63.33			50.18	54.69		54.11			62.3	58.205	2015	62.3	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	32	-65.14563274	-35.19446255	ARG	Argentina	3	MALE	PERCENT	LOWSEC	Male	Percentage	lower secondary	46.73			33.1	41.16		38.3			53.84	46.07	2015	53.84	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	32	-65.14563274	-35.19446255	ARG	Argentina	4	BOTHSEX	PERCENT	GRAD23	Both	Percentage	grades 2/3		59.7649						77.41308			77.41308	2013	77.41308	Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)	C
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	32	-65.14563274	-35.19446255	ARG	Argentina	5	FEMALE	PERCENT	GRAD23	Female	Percentage	grades 2/3		63.62						80.78			80.78	2013	80.78	Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)	C
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	32	-65.14563274	-35.19446255	ARG	Argentina	6	MALE	PERCENT	GRAD23	Male	Percentage	grades 2/3		55.64						73.97			73.97	2013	73.97	Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)	C
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	32	-65.14563274	-35.19446255	ARG	Argentina	7	MALE	PERCENT	PRIMAR	Male	Percentage	primary				79.7				80.22			80.22	2013	80.22	Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)	C
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	32	-65.14563274	-35.19446255	ARG	Argentina	8	BOTHSEX	PERCENT	PRIMAR	Both	Percentage	primary				80.84719				82.91979			82.91979	2013	82.91979	Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)	C
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	32	-65.14563274	-35.19446255	ARG	Argentina	9	FEMALE	PERCENT	PRIMAR	Female	Percentage	primary				82.05				85.65			85.65	2013	85.65	Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)	C
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	36	134.3499412	-25.57717202	AUS	Australia	1	BOTHSEX	PERCENT	LOWSEC	Both	Percentage	lower secondary	87.53859		88.15696	86.60399	85.75038		85.80754			82.17206	83.9898	2015	82.17206	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	36	134.3499412	-25.57717202	AUS	Australia	2	FEMALE	PERCENT	LOWSEC	Female	Percentage	lower secondary	91.64		92.94	91.81	90.93		90.93			87.2	89.065	2015	87.2	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	36	134.3499412	-25.57717202	AUS	Australia	3	MALE	PERCENT	LOWSEC	Male	Percentage	lower secondary	84.02		83.53	81.63	80.34		80.98			77.23	79.105	2015	77.23	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	36	134.3499412	-25.57717202	AUS	Australia	4	BOTHSEX	PERCENT	GRAD23	Both	Percentage	grades 2/3						92.86274					92.86274	2011	92.86274	Progress in International Reading Literacy Study (IEA)	C
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	36	134.3499412	-25.57717202	AUS	Australia	5	FEMALE	PERCENT	GRAD23	Female	Percentage	grades 2/3						94.69					94.69	2011	94.69	Progress in International Reading Literacy Study (IEA)	C
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	36	134.3499412	-25.57717202	AUS	Australia	6	MALE	PERCENT	GRAD23	Male	Percentage	grades 2/3						91.09					91.09	2011	91.09	Progress in International Reading Literacy Study (IEA)	C
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	36	134.3499412	-25.57717202	AUS	Australia	7	MALE	PERCENT	PRIMAR	Male	Percentage	primary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	36	134.3499412	-25.57717202	AUS	Australia	8	BOTHSEX	PERCENT	PRIMAR	Both	Percentage	primary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	36	134.3499412	-25.57717202	AUS	Australia	9	FEMALE	PERCENT	PRIMAR	Female	Percentage	primary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	40	14.14172472	47.58704857	AUT	Austria	1	BOTHSEX	PERCENT	LOWSEC	Both	Percentage	lower secondary	85.38536		79.29672	78.48328	72.42369		80.50978			77.46034	78.98506	2015	77.46034	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	40	14.14172472	47.58704857	AUT	Austria	2	FEMALE	PERCENT	LOWSEC	Female	Percentage	lower secondary	88.91		86.86	84.63	79.74		87.21			80.75	83.98	2015	80.75	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	40	14.14172472	47.58704857	AUT	Austria	3	MALE	PERCENT	LOWSEC	Male	Percentage	lower secondary	82.22		71.76	72.57	64.82		73.77			74.23	74	2015	74.23	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	40	14.14172472	47.58704857	AUT	Austria	4	BOTHSEX	PERCENT	GRAD23	Both	Percentage	grades 2/3															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	40	14.14172472	47.58704857	AUT	Austria	5	FEMALE	PERCENT	GRAD23	Female	Percentage	grades 2/3															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	40	14.14172472	47.58704857	AUT	Austria	6	MALE	PERCENT	GRAD23	Male	Percentage	grades 2/3															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	40	14.14172472	47.58704857	AUT	Austria	7	MALE	PERCENT	PRIMAR	Male	Percentage	primary				96.88		96.29					96.29	2011	96.29	Progress in International Reading Literacy Study (IEA)	C
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	40	14.14172472	47.58704857	AUT	Austria	8	BOTHSEX	PERCENT	PRIMAR	Both	Percentage	primary				97.63498		96.96767					96.96767	2011	96.96767	Progress in International Reading Literacy Study (IEA)	C
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	40	14.14172472	47.58704857	AUT	Austria	9	FEMALE	PERCENT	PRIMAR	Female	Percentage	primary				98.41		97.69					97.69	2011	97.69	Progress in International Reading Literacy Study (IEA)	C
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	44	-78.05111663	24.69546597	BHS	Bahamas	1	BOTHSEX	PERCENT	LOWSEC	Both	Percentage	lower secondary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	44	-78.05111663	24.69546597	BHS	Bahamas	2	FEMALE	PERCENT	LOWSEC	Female	Percentage	lower secondary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	44	-78.05111663	24.69546597	BHS	Bahamas	3	MALE	PERCENT	LOWSEC	Male	Percentage	lower secondary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	44	-78.05111663	24.69546597	BHS	Bahamas	4	BOTHSEX	PERCENT	GRAD23	Both	Percentage	grades 2/3															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	44	-78.05111663	24.69546597	BHS	Bahamas	5	FEMALE	PERCENT	GRAD23	Female	Percentage	grades 2/3															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	44	-78.05111663	24.69546597	BHS	Bahamas	6	MALE	PERCENT	GRAD23	Male	Percentage	grades 2/3															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	44	-78.05111663	24.69546597	BHS	Bahamas	7	MALE	PERCENT	PRIMAR	Male	Percentage	primary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	44	-78.05111663	24.69546597	BHS	Bahamas	8	BOTHSEX	PERCENT	PRIMAR	Both	Percentage	primary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	44	-78.05111663	24.69546597	BHS	Bahamas	9	FEMALE	PERCENT	PRIMAR	Female	Percentage	primary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	48	50.5490754	26.04407747	BHR	Bahrain	1	BOTHSEX	PERCENT	LOWSEC	Both	Percentage	lower secondary															
2018.Q2.G.01	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	48	50.5490754	26.04407747	BHR	Bahrain	2	FEMALE	PERCENT	LOWSEC	Female	Percentage	lower secondary															
