ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2000,Footnotes_2001,Footnotes_2002,Footnotes_2003,Footnotes_2004,Footnotes_2005,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Nature_Code_2000,Nature_Code_2001,Nature_Code_2002,Nature_Code_2003,Nature_Code_2004,Nature_Code_2005,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Source_2000,Source_2001,Source_2002,Source_2003,Source_2004,Source_2005,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,TimeDetail_2000,TimeDetail_2001,TimeDetail_2002,TimeDetail_2003,TimeDetail_2004,TimeDetail_2005,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,Value_2000,Value_2001,Value_2002,Value_2003,Value_2004,Value_2005,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Latest_Year,Latest_Value
HKG,114.0266445,22.41749934,344,"China, Hong Kong Special Administrative Region",9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",9.5.1,Research and development expenditure as a proportion of GDP,1,GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage, , , , , , , , , , , , , , , , , ,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,,,,,,,,,,,,,,,,,,0.46,0.54,0.58,0.68,0.72,0.77,0.79,0.75,0.72,0.77,0.75,0.72,0.73,0.73,0.74,0.76,0.79,2016.0,0.79
HUN,19.41221519,47.1651448,348,Hungary,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",9.5.1,Research and development expenditure as a proportion of GDP,1,GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage, Excluding Defence (all or mostly), Excluding Defence (all or mostly), Excluding Defence (all or mostly), Excluding Defence (all or mostly), Break in series with previous year for which data are available, , , , , , , , , , , ,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,,,,,,,,,,,,,,,,,,,0.79,0.91,0.98,0.92,0.86,0.92,0.98,0.96,0.98,1.13,1.14,1.19,1.26,1.39,1.35,1.36,,2015.0,1.36
,,,35,South-Eastern Asia,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",9.5.1,Research and development expenditure as a proportion of GDP,1,GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,,,,,,,,,,,,,,,,,,,0.56,0.57,0.60,0.61,0.62,0.64,0.66,0.68,0.73,0.74,0.75,0.78,0.78,0.80,0.83,0.85,,2015.0,0.85
ISL,-19.02116966,64.79134763,352,Iceland,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",9.5.1,Research and development expenditure as a proportion of GDP,1,GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage, National estimation or based on National estimation, , National estimation or based on National estimation, ,, , , , , ,, Overestimated or based on overestimated data;Break in series with previous year for which data are available,, Break in series with previous year for which data are available, , ,,C,C,C,C,,C,C,C,C,C,,C,,C,C,C,,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,,,,,,,,,,,,,,,,,,,2.59,2.87,2.86,2.74,,2.71,2.92,2.58,2.52,2.65,,2.49,,1.76,2.01,2.19,,2015.0,2.19
IND,79.3608464,22.34642074,356,India,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",9.5.1,Research and development expenditure as a proportion of GDP,1,GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage, , , Source: National Publication, Source: National Publication, Source: National Publication, Source: National Publication, Source: National Publication, , , , , ,,,, ,,C,C,C,C,C,C,C,C,C,C,C,C,,,,C,,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,,,,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,,,,,,,,,,,,,,,,,,,0.77,0.75,0.74,0.73,0.77,0.84,0.82,0.82,0.87,0.84,0.82,0.83,,,,0.62,,2015.0,0.62
AUS,134.3499412,-25.57717202,36,Australia,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",9.5.1,Research and development expenditure as a proportion of GDP,1,GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage, ,, ,, ,, ,, ,, National estimation or based on National estimation, National estimation or based on National estimation,, National estimation or based on National estimation,,,,C,,C,,C,,C,,C,,C,C,,C,,,,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,,,,,,,,,,,,,,,,,,,,,1.57,,1.75,,1.85,,2.18,,2.40,,2.38,2.25,,2.19,,,,2013.0,2.19
IDN,113.9174,-0.994582204,360,Indonesia,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",9.5.1,Research and development expenditure as a proportion of GDP,1,GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage, Partial data;Source: Regional Publication, Partial data;Source: Regional Publication,,,,,,,, Partial data;Break in series with previous year for which data are available,,,, ,,,,C,C,,,,,,,,C,,,,C,,,,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,,,,,,,,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,,,,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,,,,,,,,,,,,,,,,,,,,,0.06,0.04,,,,,,,,0.08,,,,0.08,,,,2013.0,0.08
IRN,54.19766348,32.74370885,364,Iran (Islamic Republic of),9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",9.5.1,Research and development expenditure as a proportion of GDP,1,GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,, , , , , , ,, , Excluding Government;Excluding Private non-profit;Break in series with previous year for which data are available, Excluding Government;Excluding Private non-profit,, , ,,,,,C,C,C,C,C,C,,C,C,C,,C,C,,,,,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,,,,,,,,,,,,,,,,,,,,,,0.50,0.50,0.59,0.50,0.62,0.56,,0.65,0.27,0.26,,0.32,0.25,,,,2013.0,0.25
IRQ,43.76606267,33.05013795,368,Iraq,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",9.5.1,Research and development expenditure as a proportion of GDP,1,GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,, Excluding Business enterprise;Excluding Private non-profit;R&D budget instead of R&D expenditure or based on R&D budget, Excluding Business enterprise;Excluding Private non-profit;R&D budget instead of R&D expenditure or based on R&D budget, Excluding Business enterprise;Excluding Private non-profit;R&D budget instead of R&D expenditure or based on R&D budget, Excluding Business enterprise;Excluding Private non-profit;R&D budget instead of R&D expenditure or based on R&D budget, Excluding Business enterprise;Excluding Private non-profit;R&D budget instead of R&D expenditure or based on R&D budget,,, Excluding Private non-profit;Break in series with previous year for which data are available, , ,,,,,,,,C,C,C,C,C,,,C,C,C,,,,,,,,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,,,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.03,0.05,0.04,0.03,,,0.04,0.04,0.04,2016.0,0.04
IRL,-7.121425272,53.25274054,372,Ireland,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",9.5.1,Research and development expenditure as a proportion of GDP,1,GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage, National estimation or based on National estimation, , , , , , , , , National estimation or based on National estimation, National estimation or based on National estimation, National estimation or based on National estimation, National estimation or based on National estimation, National estimation or based on National estimation, National estimation or based on National estimation,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,,,,,,,,,,,,,,,,,,,,1.08,1.05,1.06,1.12,1.18,1.19,1.20,1.23,1.39,1.61,1.59,1.55,1.56,1.56,1.50,,,2014.0,1.50
ISR,34.62277992,31.06164552,376,Israel,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",9.5.1,Research and development expenditure as a proportion of GDP,1,GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage, Excluding Defence (all or mostly);Break in series with previous year for which data are available, Excluding Defence (all or mostly), Excluding Defence (all or mostly), Excluding Defence (all or mostly), Excluding Defence (all or mostly), Excluding Defence (all or mostly), Excluding Defence (all or mostly), Excluding Defence (all or mostly), Excluding Defence (all or mostly), Excluding Defence (all or mostly), Excluding Defence (all or mostly), Excluding Defence (all or mostly), Excluding Defence (all or mostly), Excluding Defence (all or mostly), Excluding Defence (all or mostly), Excluding Defence (all or mostly),,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,,,,,,,,,,,,,,,,,,,3.93,4.19,4.13,3.90,3.87,4.05,4.14,4.43,4.35,4.13,3.94,4.01,4.17,4.16,4.27,4.26,,2015.0,4.26
ITA,12.57022427,42.79917282,380,Italy,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",9.5.1,Research and development expenditure as a proportion of GDP,1,GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage, , , , , , , , , , , , , , , National estimation or based on National estimation, Provisional data,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,,,,,,,,,,,,,,,,,,,1.01,1.04,1.08,1.06,1.05,1.05,1.09,1.13,1.16,1.22,1.22,1.21,1.27,1.31,1.37,1.33,,2015.0,1.33
JAM,-77.31068409,18.15616857,388,Jamaica,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",9.5.1,Research and development expenditure as a proportion of GDP,1,GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,, , ,,,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,Latin American Network on Science and Technology Indicators (RICYT),Latin American Network on Science and Technology Indicators (RICYT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.06,,,,,,,,,,,,,,,2002.0,0.06
JPN,139.2716103,36.6554539,392,Japan,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",9.5.1,Research and development expenditure as a proportion of GDP,1,GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage, , , , , , , , , Break in series with previous year for which data are available, , , , , Break in series with previous year for which data are available, , ,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,,,,,,,,,,,,,,,,,,,2.91,2.97,3.01,3.04,3.03,3.18,3.28,3.34,3.34,3.23,3.14,3.24,3.21,3.31,3.40,3.29,,2015.0,3.29
