ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Age_Code,Age_Desc,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2004,Footnotes_2005,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Nature_Code_2004,Nature_Code_2005,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Source_2004,Source_2005,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,TimeDetail_2004,TimeDetail_2005,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,Value_2004,Value_2005,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Latest_Year,Latest_Value
IRL,-7.121425272,53.25274054,372,Ireland,8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",8.10.1,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",2019.Q1.G.01,15+,15 years old and over,G,Global,NUMBER,Number,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,,,,,,,,,,,,,35.69051,34.38118,33.70483,32.92336,33.4691,34.11718,27.95957,26.99348,24.47239,22.89493,21.96323,21.938,21.51365,2016.0,21.51365
ISR,34.62277992,31.06164552,376,Israel,8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",8.10.1,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",2019.Q1.G.01,15+,15 years old and over,G,Global,NUMBER,Number,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,,,,,,,,,,,,,19.78889,19.60197,19.4059,19.45556,19.82575,19.68292,21.5533,21.87753,21.85172,21.48577,20.85373,20.06461,18.85757,2016.0,18.85757
ITA,12.57022427,42.79917282,380,Italy,8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",8.10.1,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",2019.Q1.G.01,15+,15 years old and over,G,Global,NUMBER,Number,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,,,,,,,,,,,,,56.17271,56.72385,57.95721,59.12251,62.56469,59.65565,58.39653,57.95705,56.42957,53.2591,50.78583,49.55885,48.65726,2016.0,48.65726
CIV,-5.552690016,7.62211586,384,Côte d'Ivoire,8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",8.10.1,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",2019.Q1.G.01,15+,15 years old and over,G,Global,NUMBER,Number,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,,,,,,,,,,,,,1.38113,1.46432,1.58795,1.83527,2.46229,2.73421,4.32955,4.3497,4.56641,4.49163,4.66522,4.95447,5.09291,2016.0,5.09291
JAM,-77.31068409,18.15616857,388,Jamaica,8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",8.10.1,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",2019.Q1.G.01,15+,15 years old and over,G,Global,NUMBER,Number,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,,,,,,,,,,,,,6.96235,6.72185,6.67783,6.63913,6.80113,6.46004,6.12263,5.99485,5.91017,5.59233,5.0592,5.14021,5.09136,2016.0,5.09136
JPN,139.2716103,36.6554539,392,Japan,8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",8.10.1,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",2019.Q1.G.01,15+,15 years old and over,G,Global,NUMBER,Number,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,,,,,,,,,,,,,34.60584,34.38425,34.11543,33.89886,33.84942,33.81596,33.81826,33.89982,33.94593,33.90489,33.89141,34.14093,34.10426,2016.0,34.10426
KAZ,66.65359159,48.01963494,398,Kazakhstan,8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",8.10.1,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",2019.Q1.G.01,15+,15 years old and over,G,Global,NUMBER,Number,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,,,,,,,,,,,,,3.72649,3.95248,3.07934,3.29182,3.48947,3.36469,3.25855,3.32372,3.29066,3.27785,3.39145,2.96578,2.95662,2016.0,2.95662
AFG,66.02688198,33.83160199,4,Afghanistan,8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",8.10.1,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",2019.Q1.G.01,15+,15 years old and over,G,Global,NUMBER,Number,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,,,,,,,,,,,,,0.37365,0.59331,0.93769,1.25291,1.49115,2.24163,2.40094,2.23095,2.15297,2.27745,2.33223,2.191,2.21525,2016.0,2.21525
AUT,14.14172472,47.58704857,40,Austria,8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",8.10.1,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",2019.Q1.G.01,15+,15 years old and over,G,Global,NUMBER,Number,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,,,,,,,,,,,,,13.92817,13.32138,13.03592,12.88147,12.58414,11.76476,11.28622,15.09856,15.9733,15.54429,14.84375,13.81139,12.62924,2016.0,12.62924
JOR,37.13024774,30.65365973,400,Jordan,8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",8.10.1,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",2019.Q1.G.01,15+,15 years old and over,G,Global,NUMBER,Number,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,,,,,,,,,,,,,18.22013,17.77418,16.97263,17.01583,16.76785,16.43666,16.77479,16.65313,16.30073,15.85326,15.51368,15.25742,15.08452,2016.0,15.08452
KEN,37.86096816,0.534797278,404,Kenya,8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",8.10.1,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",2019.Q1.G.01,15+,15 years old and over,G,Global,NUMBER,Number,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,,,,,,,,,,,,,2.7356,2.62769,2.72134,3.55129,4.12165,4.41597,4.71239,4.97947,5.25242,5.34638,5.54471,5.65211,5.43146,2016.0,5.43146
KOR,127.8610254,36.45201023,410,Republic of Korea,8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",8.10.1,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",2019.Q1.G.01,15+,15 years old and over,G,Global,NUMBER,Number,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,,,,,,,,,,,,,16.79809,17.33251,17.8245,18.30856,18.69918,18.19447,18.17917,18.22317,18.31433,18.02381,17.20643,16.77538,16.25747,2016.0,16.25747
KWT,47.49305029,29.53949468,414,Kuwait,8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",8.10.1,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",2019.Q1.G.01,15+,15 years old and over,G,Global,NUMBER,Number,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,,,,,,,,,,,,,12.78129,13.70744,14.55638,15.40224,15.49397,15.84736,15.68061,15.79356,14.55599,14.98932,14.84392,14.3556,14.27047,2016.0,14.27047
KGZ,74.52324839,41.46204516,417,Kyrgyzstan,8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",8.10.1,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",2019.Q1.G.01,15+,15 years old and over,G,Global,NUMBER,Number,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,,,,,,,,,,,,,5.13721,5.30237,5.3233,6.41605,6.8191,6.91402,6.1009,7.14809,7.68788,7.81787,7.84646,8.23518,8.37789,2016.0,8.37789
LAO,101.9901968,20.27482773,418,Lao People's Democratic Republic,8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",8.10.1,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",2019.Q1.G.01,15+,15 years old and over,G,Global,NUMBER,Number,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,,,,,,,,,,,,,,,,,,2.34866,2.53794,2.55416,2.71564,2.75435,2.90806,2.9429,3.03773,2016.0,3.03773
