series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Bounds	Units description	Bounds description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	12	2.678164227	28.15940032	DZA	Algeria	2	PERCENT	LB	Percentage	Lower bound	24.57438	30.84545	30.84545	34.70073	38.42501	38.42501	38.42501	38.42501	38.42501	38.42501	38.42501	38.81398	38.81398	38.81398	38.81398	38.81398	38.81398	38.81398	38.81398	38.81398	2018	38.81398	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	12	2.678164227	28.15940032	DZA	Algeria	3	PERCENT	UB	Percentage	Upper bound	24.57438	30.84545	30.84545	34.70073	38.42501	38.42501	38.42501	38.42501	38.42501	38.42501	38.42501	38.81398	38.81398	38.81398	38.81398	38.81398	38.81398	38.81398	38.81398	38.81398	2018	38.81398	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	PERCENT	MP	Percentage	P	61.4813	61.4813	61.4813	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	2018	61.49499	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	2	PERCENT	LB	Percentage	Lower bound	61.4813	61.4813	61.4813	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	2018	61.49499	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	3	PERCENT	UB	Percentage	Upper bound	61.4813	61.4813	61.4813	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	61.49499	2018	61.49499	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	20	1.576257417	42.54548611	AND	Andorra	1	PERCENT	MP	Percentage	P	14.67156	14.67156	14.67156	17.89569	17.89569	17.89569	17.89569	17.89569	17.89569	17.89569	17.89569	17.89569	17.89569	26.08191	26.08191	26.08191	26.08191	26.08191	26.08191	26.08191	2018	26.08191	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	20	1.576257417	42.54548611	AND	Andorra	2	PERCENT	LB	Percentage	Lower bound	14.67156	14.67156	14.67156	17.89569	17.89569	17.89569	17.89569	17.89569	17.89569	17.89569	17.89569	17.89569	17.89569	26.08191	26.08191	26.08191	26.08191	26.08191	26.08191	26.08191	2018	26.08191	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	20	1.576257417	42.54548611	AND	Andorra	3	PERCENT	UB	Percentage	Upper bound	14.67156	14.67156	14.67156	17.89569	17.89569	17.89569	17.89569	17.89569	17.89569	17.89569	17.89569	17.89569	17.89569	26.08191	26.08191	26.08191	26.08191	26.08191	26.08191	26.08191	2018	26.08191	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	24	17.57817062	-12.33724746	AGO	Angola	1	PERCENT	MP	Percentage	P	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	2018	28.36736	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	24	17.57817062	-12.33724746	AGO	Angola	2	PERCENT	LB	Percentage	Lower bound	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	2018	28.36736	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	24	17.57817062	-12.33724746	AGO	Angola	3	PERCENT	UB	Percentage	Upper bound	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	28.36736	2018	28.36736	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	PERCENT	MP	Percentage	P	0.70494	0.70494	0.70494	0.70494	0.70494	18.43661	18.43661	18.43661	18.43725	18.43725	18.43725	18.43725	18.43725	18.43725	18.43725	18.43725	18.43725	18.43725	18.43725	18.43725	2018	18.43725	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	PERCENT	LB	Percentage	Lower bound	0.70494	0.70494	0.70494	0.70494	0.70494	18.43661	18.43661	18.43661	18.43725	18.43725	18.43725	18.43725	18.43725	18.43725	18.43725	18.43725	18.43725	18.43725	18.43725	18.43725	2018	18.43725	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	PERCENT	UB	Percentage	Upper bound	0.70494	0.70494	0.70494	0.70494	0.70494	18.43661	18.43661	18.43661	18.43725	18.43725	18.43725	18.43725	18.43725	18.43725	18.43725	18.43725	18.43725	18.43725	18.43725	18.43725	2018	18.43725	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	PERCENT	MP	Percentage	P	20.43109	22.6558	22.6558	28.23436	31.96468	33.26858	37.09329	37.09329	39.4243	39.4243	39.4243	39.4243	39.4243	39.4243	39.4243	39.4243	39.4243	39.4243	39.4243	39.4243	2018	39.4243	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	2	PERCENT	LB	Percentage	Lower bound	20.43109	22.6558	22.6558	28.23436	31.96468	33.26858	37.09329	37.09329	39.4243	39.4243	39.4243	39.4243	39.4243	39.4243	39.4243	39.4243	39.4243	39.4243	39.4243	39.4243	2018	39.4243	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	3	PERCENT	UB	Percentage	Upper bound	20.43109	22.6558	22.6558	28.23436	31.96468	33.26858	37.09329	37.09329	39.4243	39.4243	39.4243	39.4243	39.4243	39.4243	39.4243	39.4243	39.4243	39.4243	39.4243	39.4243	2018	39.4243	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	32	-65.14563274	-35.19446255	ARG	Argentina	1	PERCENT	MP	Percentage	P	25.55522	26.51953	26.87849	27.62683	29.18622	29.68607	29.8106	29.8106	30.21065	31.99293	31.99704	32.01266	32.3153	32.3153	32.49343	32.87848	33.21439	33.21439	33.21439	33.003016	2018	33.21439	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	32	-65.14563274	-35.19446255	ARG	Argentina	2	PERCENT	LB	Percentage	Lower bound	25.55522	26.51953	26.87849	27.62683	29.18622	29.68607	29.8106	29.8106	30.21065	31.99293	31.99704	32.01266	32.3153	32.3153	32.49343	32.87848	33.21439	33.21439	33.21439	33.003016	2018	33.21439	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	32	-65.14563274	-35.19446255	ARG	Argentina	3	PERCENT	UB	Percentage	Upper bound	25.55522	26.51953	26.87849	27.62683	29.18622	29.68607	29.8106	29.8106	30.21065	31.99293	31.99704	32.01266	32.3153	32.3153	32.49343	32.87848	33.21439	33.21439	33.21439	33.003016	2018	33.21439	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	36	134.3499412	-25.57717202	AUS	Australia	1	PERCENT	MP	Percentage	P	34.94667	35.24057	36.79971	37.54113	38.1004	38.68538	40.10588	40.89178	41.89405	45.02013	46.21495	48.2333	49.52781	51.15512	53.05037	53.52852	54.26498	54.26498	54.26498	53.874766	2018	54.26498	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	36	134.3499412	-25.57717202	AUS	Australia	2	PERCENT	LB	Percentage	Lower bound	34.50978	34.84975	36.40791	37.11858	37.72848	38.2814	39.68903	40.46187	41.50863	44.69384	45.86499	47.912	49.23221	50.91909	52.86371	53.35871	54.26498	54.26498	54.26498	53.803472	2018	54.26498	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	36	134.3499412	-25.57717202	AUS	Australia	3	PERCENT	UB	Percentage	Upper bound	35.25502	35.56784	37.06298	37.81156	38.35668	38.9096	40.31025	41.08593	42.08869	45.18209	46.33533	48.29201	49.55202	51.16737	53.0513	53.52852	54.26498	54.26498	54.26498	53.874952	2018	54.26498	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	40	14.14172472	47.58704857	AUT	Austria	1	PERCENT	MP	Percentage	P	57.42437	59.32009	61.51121	61.51758	63.46799	63.46799	64.52585	64.91179	66.06738	66.09395	66.09446	66.09446	66.09446	66.28426	66.30195	66.34251	66.34521	66.34521	66.34521	66.336018	2018	66.34521	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	40	14.14172472	47.58704857	AUT	Austria	2	PERCENT	LB	Percentage	Lower bound	57.42437	59.32009	61.51121	61.51758	63.46799	63.46799	64.52585	64.91179	66.06738	66.09395	66.09446	66.09446	66.09446	66.28426	66.30195	66.34251	66.34521	66.34521	66.34521	66.336018	2018	66.34521	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	40	14.14172472	47.58704857	AUT	Austria	3	PERCENT	UB	Percentage	Upper bound	57.42437	59.32009	61.51121	61.51758	63.46799	63.46799	64.52585	64.91179	66.06738	66.09395	66.09446	66.09446	66.09446	66.28426	66.30195	66.34251	66.34521	66.34521	66.34521	66.336018	2018	66.34521	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	44	-78.05111663	24.69546597	BHS	Bahamas	1	PERCENT	MP	Percentage	P	4.11804	4.11804	6.96105	6.96105	6.96105	6.96105	6.96105	6.96105	6.96105	6.9861	7.02599	7.02599	8.78762	8.78762	8.78762	24.71613	24.71613	24.71613	24.71613	21.530428	2018	24.71613	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	44	-78.05111663	24.69546597	BHS	Bahamas	2	PERCENT	LB	Percentage	Lower bound	4.11804	4.11804	6.96105	6.96105	6.96105	6.96105	6.96105	6.96105	6.96105	6.9861	7.02599	7.02599	8.78762	8.78762	8.78762	24.71613	24.71613	24.71613	24.71613	21.530428	2018	24.71613	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	44	-78.05111663	24.69546597	BHS	Bahamas	3	PERCENT	UB	Percentage	Upper bound	4.11804	4.11804	6.96105	6.96105	6.96105	6.96105	6.96105	6.96105	6.96105	6.9861	7.02599	7.02599	8.78762	8.78762	8.78762	24.71613	24.71613	24.71613	24.71613	21.530428	2018	24.71613	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	48	50.5490754	26.04407747	BHR	Bahrain	1	PERCENT	MP	Percentage	P	14.10986	14.10986	14.10986	19.61232	19.61232	19.61232	27.45556	27.45556	27.45556	27.45556	27.45556	27.45556	27.45556	27.45556	27.45556	27.45556	27.45556	27.45556	27.45556	27.45556	2018	27.45556	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	48	50.5490754	26.04407747	BHR	Bahrain	2	PERCENT	LB	Percentage	Lower bound	14.10986	14.10986	14.10986	19.61232	19.61232	19.61232	27.45556	27.45556	27.45556	27.45556	27.45556	27.45556	27.45556	27.45556	27.45556	27.45556	27.45556	27.45556	27.45556	27.45556	2018	27.45556	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
