"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Freq_Code","Freq_Desc","ReportingType_Code","ReportingType_Desc","Value_2017.0","Latest_Year","Latest_Value","Nature_Desc","Source"
"35","South-Eastern Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"39","Southern Europe","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"53","Australia and New Zealand","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"54","Melanesia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"57","Micronesia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"61","Polynesia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"62","Central and Southern Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"97","European Union","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"127","Southern Asia (excluding India)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"135","Caucasus and Central Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"142","Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"143","Central Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"145","Western Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"150","Europe","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"151","Eastern Europe","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"154","Northern Europe","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"155","Western Europe","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"158","Other non-specified areas","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"199","Least Developed Countries (LDCs)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"202","Sub-Saharan Africa","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"223","Eastern Asia (excluding Japan and China)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"369"," Iraq (Central Iraq) ","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"419","Latin America and the Caribbean","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"420","Latin America","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"432","Landlocked developing countries (LLDCs)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"513","Europe and Northern America","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"515","Developing regions","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"518","Eastern Asia (excluding Japan)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"535","Bonaire, Sint Eustatius and Saba","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"543","Oceania (exc. Australia and New Zealand)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"722","Small island developing States (SIDS)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"738","Sub-Saharan Africa (inc. Sudan)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"746","Northern Africa (exc. Sudan)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"747","Northern Africa and Western Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"753","Eastern and South-Eastern Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"827","United Kingdom (England and Wales)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"828","United Kingdom (Northern Ireland)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"829","United Kingdom (Scotland)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"830","Channel Islands","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"891","Serbia and Montenegro [former]","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"910","High income economies (WB)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"911","Low income economies (WB)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"912","Lower middle economies (WB)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"913","Low and middle income economies (WB)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"914","Upper middle economies (WB)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"917","International Centers (FAO)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
