ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Latest_Year,Latest_Value
BEN,2.339933594,9.65401646,204,Benin,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,Estimated from individual consumption data. Growth rates are for the period of 2011-2015.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,0.05,,2015.0,0.05
DNK,9.326571283,56.03829721,208,Denmark,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,1.45,,,2014.0,1.45
DOM,-70.49847576,18.89832088,214,Dominican Republic,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,Estimated from individual income data. Growth rates are for the period of 2010-2015.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,2.8,,2015.0,2.8
ECU,-78.37005241,-1.447785891,218,Ecuador,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,Estimated from individual income data. Growth rates are for the period of 2010-2015.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,2.73,,2015.0,2.73
SLV,-88.86862995,13.73603564,222,El Salvador,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,Estimated from individual income data. Growth rates are for the period of 2010-2015.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,2.68,,2015.0,2.68
EST,25.84093481,58.68487172,233,Estonia,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,3.9,,,2014.0,3.9
FJI,177.9660884,-17.83301566,242,Fiji,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,Estimated from individual consumption data. Growth rates are for the period of 2008-2013.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,-0.85,,,,2013.0,-0.85
FIN,23.308447,61.91586738,246,Finland,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,0.28,,,2014.0,0.28
FRA,2.457288129,46.62660861,250,France,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,0.05,,,2014.0,0.05
GEO,43.3713615,42.04813028,268,Georgia,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,Estimated from individual consumption data. Growth rates are for the period of 2011-2016.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,4.56,2016.0,4.56
PSE,35.25694122,31.94347933,275,State of Palestine,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,Estimated from individual consumption data. Growth rates are for the period of 2009-2011.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,0.08,,,,,,2011.0,0.08
DEU,10.3806066,51.08862743,276,Germany,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,Estimated from individual income data. Growth rates are for the period of 2007-2011.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,-0.29,,,,,,2011.0,-0.29
GRC,22.58307827,39.47301873,300,Greece,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,-9.95,,,2014.0,-9.95
ARG,-65.14563274,-35.19446255,32,Argentina,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,-0.43,,,2014.0,-0.43
GIN,-11.28173419,11.00210343,324,Guinea,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,Estimated from individual consumption data. Growth rates are for the period of 2007-2012.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,5.75,,,,,2012.0,5.75
HND,-86.59974381,14.82243161,340,Honduras,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,Estimated from individual income data. Growth rates are for the period of 2010-2015.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,-4.18,,2015.0,-4.18
HUN,19.41221519,47.1651448,348,Hungary,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,1.6,,,2014.0,1.6
ISL,-19.02116966,64.79134763,352,Iceland,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,-1.91,,,2014.0,-1.91
IDN,113.9174,-0.994582204,360,Indonesia,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual consumption data. Growth rates are for the period of 2011-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,3.41,,,2014.0,3.41
IRN,54.19766348,32.74370885,364,Iran (Islamic Republic of),10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual consumption data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,-1.26,,,2014.0,-1.26
IRQ,43.76606267,33.05013795,368,Iraq,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,Estimated from individual consumption data. Growth rates are for the period of 2006-2012.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,1.11,,,,,2012.0,1.11
IRL,-7.121425272,53.25274054,372,Ireland,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,-0.23,,,2014.0,-0.23
ITA,12.57022427,42.79917282,380,Italy,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,-1.89,,,2014.0,-1.89
CIV,-5.552690016,7.62211586,384,Côte d'Ivoire,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,Estimated from individual consumption data. Growth rates are for the period of 2008-2015.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,-0.11,,2015.0,-0.11
KAZ,66.65359159,48.01963494,398,Kazakhstan,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,Estimated from individual consumption data. Growth rates are for the period of 2010-2015.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,0.59,,2015.0,0.59
AUT,14.14172472,47.58704857,40,Austria,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,0.01,,,2014.0,0.01
JOR,37.13024774,30.65365973,400,Jordan,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,Estimated from individual consumption data. Growth rates are for the period of 2008-2010.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,5.66,,,,,,,2010.0,5.66
KGZ,74.52324839,41.46204516,417,Kyrgyzstan,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,Estimated from individual consumption data. Growth rates are for the period of 2010-2015.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,-2.68,,2015.0,-2.68
LAO,101.9901968,20.27482773,418,Lao People's Democratic Republic,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,Estimated from individual consumption data. Growth rates are for the period of 2007-2012.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,2.24,,,,,2012.0,2.24
LVA,26.42461876,56.64196636,428,Latvia,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,3.76,,,2014.0,3.76
LTU,23.90517807,55.33680309,440,Lithuania,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,3.89,,,2014.0,3.89
LUX,6.092656563,49.77679538,442,Luxembourg,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,-0.28,,,2014.0,-0.28
MDG,46.6982339,-19.38514785,450,Madagascar,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,Estimated from individual consumption data. Growth rates are for the period of 2010-2012.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,-1.35,,,,,2012.0,-1.35
MLT,14.44617519,35.89194275,470,Malta,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,3.66,,,2014.0,3.66
MRT,-10.33187259,20.26089546,478,Mauritania,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual consumption data. Growth rates are for the period of 2008-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,1.52,,,2014.0,1.52
MUS,57.568022,-20.28581998,480,Mauritius,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,Estimated from individual consumption data. Growth rates are for the period of 2006-2012.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,0.86,,,,,2012.0,0.86
MEX,-102.5148166,23.93378032,484,Mexico,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2010-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,0.96,,,2014.0,0.96
