"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2000.0","Value_2001.0","Value_2002.0","Value_2003.0","Value_2004.0","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Value_2016.0","Latest_Year","Latest_Value","Nature_Desc","Source"
"35","South-Eastern Asia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_PRE_GPIPARTN","Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","0.99856","0.99929","0.99871","0.9976","1.00107","1.00314","0.99914","0.99917","0.99954","0.98421","1.00489","1.02882",2016.0,"1.02882","[2014,2016]: Country data // [2005-2013,2015]: Estimated data","UNESCO Institute for Statistics"
"39","Southern Europe","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_PRE_GPIPARTN","Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","","","","","","","","","","","","","",""
"53","Australia and New Zealand","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_PRE_GPIPARTN","Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","1.02681","1.02687","1.03029","1.0197","1.01457","1.01345","0.99009","0.9953","0.99139","0.99603","0.99455","0.99733","1.00131","1.0056","1.00292","1.00004","0.99043",2016.0,"0.99043","[2001-2010,2013-2016]: Country data // [2000,2011-2012]: Estimated data","UNESCO Institute for Statistics"
"54","Melanesia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_PRE_GPIPARTN","Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","","","","","","","","","","","","","",""
"57","Micronesia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_PRE_GPIPARTN","Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","","","","","","","","","","","","","",""
"61","Polynesia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_PRE_GPIPARTN","Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","","","","","","","","","","","","","",""
"62","Central and Southern Asia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_PRE_GPIPARTN","Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","","","","","","","","","","","","","",""
"97","European Union","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_PRE_GPIPARTN","Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","","","","","","","","","","","","","",""
"127","Southern Asia (excluding India)","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_PRE_GPIPARTN","Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","1.01248","1.01066","1.01621","1.02144","1.02729","1.03579","1.04302","1.04951","1.03701","1.02626","1.02285","","","","",2012.0,"1.02285","Estimated data","UNESCO Institute for Statistics"
"135","Caucasus and Central Asia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_PRE_GPIPARTN","Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","","1.02125","1.02021","1.01388","1.01158","1.01324","1.01431","1.01855","1.05666","1.03651",2016.0,"1.03651","[2010-2016]: Country data // [2008-2009]: Estimated data","UNESCO Institute for Statistics"
"142","Asia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_PRE_GPIPARTN","Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","","","","","","","","","","","","","",""
"143","Central Asia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_PRE_GPIPARTN","Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","","1.02352","1.01997","1.0178","1.01569","1.01813","1.01653","1.01659","1.05972","1.03763",2016.0,"1.03763","[2010-2016]: Country data // [2008-2009]: Estimated data","UNESCO Institute for Statistics"
"145","Western Asia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_PRE_GPIPARTN","Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","1.0093","1.00353","1.00629","1.00627","1.00582","1.00537","1.00424","1.00414","1.00636","1.00951","1.00535","1.00478","1.00464","1.00703","0.98437","0.97457","0.96798",2016.0,"0.96798","[2013]: Country data // [2000-2012,2014-2016]: Estimated data","UNESCO Institute for Statistics"
"150","Europe","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_PRE_GPIPARTN","Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","1.00327","1.00067","1.00234","1.00014","1.00142","1.00305","1.00231","1.00081","1.00195","1.00159","1.00045","1.00104","1.00016","0.99332","0.99697","0.99201","0.99185",2016.0,"0.99185","[2008,2011-2015]: Country data // [2000-2007,2009-2010,2016]: Estimated data","UNESCO Institute for Statistics"
"151","Eastern Europe","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_PRE_GPIPARTN","Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","","","","","","","","","","","","","",""
"154","Northern Europe","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_PRE_GPIPARTN","Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","","","","","","","","","","","","","",""
"155","Western Europe","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_PRE_GPIPARTN","Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","","","","","","","","","","","","","",""
"158","Other non-specified areas","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_PRE_GPIPARTN","Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","","","","","","","","","","","","","",""
"199","Least Developed Countries (LDCs)","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_PRE_GPIPARTN","Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","0.99827","1.00385","1.0047","1.00205","0.99885","1.00937","0.99851","0.99291","0.99401","",2015.0,"0.99401","Estimated data","UNESCO Institute for Statistics"
"202","Sub-Saharan Africa","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_PRE_GPIPARTN","Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","","0.98885","0.9883","0.98983","0.99104","1.00516","0.99516","0.99136","0.9967","",2015.0,"0.9967","Estimated data","UNESCO Institute for Statistics"
"223","Eastern Asia (excluding Japan and China)","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_PRE_GPIPARTN","Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","1.01132","1.01344","1.0105","1.014","1.01609","1.00994","1.00947","1.01059","1.00622","1.00985","0.9997","1.00243","0.9998",2016.0,"0.9998","[2015]: Country data // [2004-2014,2016]: Estimated data","UNESCO Institute for Statistics"
"369"," Iraq (Central Iraq) ","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_PRE_GPIPARTN","Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","","","","","","","","","","","","","",""
"419","Latin America and the Caribbean","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_PRE_GPIPARTN","Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","1.01022","1.00833","1.00791","1.00632","1.00743","1.00651","1.00937","1.01184","1.01107","1.02263","1.01657","1.00779","1.01189","1.01478","1.00676","1.00167","0.9993",2016.0,"0.9993","[2005,2007-2015]: Country data // [2000-2004,2006,2016]: Estimated data","UNESCO Institute for Statistics"
"420","Latin America","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_PRE_GPIPARTN","Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","","","","","","","","","","","","","",""
"432","Landlocked developing countries (LLDCs)","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_PRE_GPIPARTN","Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","","","","","","","","1.00737","1.01127","1.00863","1.01043","1.00994","1.02451","0.99048","0.98714","0.99429","0.98354",2016.0,"0.98354","Estimated data","UNESCO Institute for Statistics"
