series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Bounds	Units description	Bounds description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	12	2.678164227	28.15940032	DZA	Algeria	2	PERCENT	MP	Percentage	P	21.55821	21.55821	21.55821	54.89155	54.89155	54.89155	54.89155	54.89155	54.89155	54.89155	54.89155	54.89155	54.89155	54.89155	54.89155	54.89155	54.89155	54.89155	54.89155	54.89155	2018	54.89155	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	12	2.678164227	28.15940032	DZA	Algeria	3	PERCENT	UB	Percentage	Upper bound	21.55821	21.55821	21.55821	54.89155	54.89155	54.89155	54.89155	54.89155	54.89155	54.89155	54.89155	54.89155	54.89155	54.89155	54.89155	54.89155	54.89155	54.89155	54.89155	54.89155	2018	54.89155	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	PERCENT	LB	Percentage	Lower bound	76.83772	76.83772	76.83772	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	2018	76.84593	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	2	PERCENT	MP	Percentage	P	76.83772	76.83772	76.83772	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	2018	76.84593	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	3	PERCENT	UB	Percentage	Upper bound	76.83772	76.83772	76.83772	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	76.84593	2018	76.84593	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	20	1.576257417	42.54548611	AND	Andorra	1	PERCENT	LB	Percentage	Lower bound																								
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	20	1.576257417	42.54548611	AND	Andorra	2	PERCENT	MP	Percentage	P																								
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	20	1.576257417	42.54548611	AND	Andorra	3	PERCENT	UB	Percentage	Upper bound																								
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	24	17.57817062	-12.33724746	AGO	Angola	1	PERCENT	LB	Percentage	Lower bound	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	2018	0.90568	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	24	17.57817062	-12.33724746	AGO	Angola	2	PERCENT	MP	Percentage	P	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	2018	0.90568	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	24	17.57817062	-12.33724746	AGO	Angola	3	PERCENT	UB	Percentage	Upper bound	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	0.90568	2018	0.90568	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	PERCENT	LB	Percentage	Lower bound	0	0	0	0	0	53.195	53.195	53.195	53.19693	53.19693	53.19693	53.19693	53.19693	53.19693	53.19693	53.19693	53.19693	53.19693	53.19693	53.19693	2018	53.19693	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	PERCENT	MP	Percentage	P	0	0	0	0	0	53.195	53.195	53.195	53.19693	53.19693	53.19693	53.19693	53.19693	53.19693	53.19693	53.19693	53.19693	53.19693	53.19693	53.19693	2018	53.19693	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	PERCENT	UB	Percentage	Upper bound	0	0	0	0	0	53.195	53.195	53.195	53.19693	53.19693	53.19693	53.19693	53.19693	53.19693	53.19693	53.19693	53.19693	53.19693	53.19693	53.19693	2018	53.19693	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	PERCENT	LB	Percentage	Lower bound	11.40039	15.7371	15.7371	15.7371	15.7371	22.45304	22.45304	22.45304	22.45304	22.45304	22.45304	22.45304	22.45304	22.45304	22.45304	22.45304	22.45304	22.45304	22.45304	22.45304	2018	22.45304	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	2	PERCENT	MP	Percentage	P	11.40039	15.7371	15.7371	15.7371	15.7371	22.45304	22.45304	22.45304	22.45304	22.45304	22.45304	22.45304	22.45304	22.45304	22.45304	22.45304	22.45304	22.45304	22.45304	22.45304	2018	22.45304	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	3	PERCENT	UB	Percentage	Upper bound	11.40039	15.7371	15.7371	15.7371	15.7371	22.45304	22.45304	22.45304	22.45304	22.45304	22.45304	22.45304	22.45304	22.45304	22.45304	22.45304	22.45304	22.45304	22.45304	22.45304	2018	22.45304	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	32	-65.14563274	-35.19446255	ARG	Argentina	1	PERCENT	LB	Percentage	Lower bound	24.54719	25.15928	25.15928	25.15928	25.15928	30.94024	30.94024	30.94024	30.94024	30.94029	30.94029	30.94029	30.94029	30.94029	30.94029	30.94029	36.03723	36.03723	36.03723	33.998454	2018	36.03723	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	32	-65.14563274	-35.19446255	ARG	Argentina	2	PERCENT	MP	Percentage	P	24.54719	25.15928	25.15928	25.15928	25.15928	30.94024	30.94024	30.94024	30.94024	30.94029	30.94029	30.94029	30.94029	30.94029	30.94029	30.94029	36.03723	36.03723	36.03723	33.998454	2018	36.03723	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	32	-65.14563274	-35.19446255	ARG	Argentina	3	PERCENT	UB	Percentage	Upper bound	24.54719	25.15928	25.15928	25.15928	25.15928	30.94024	30.94024	30.94024	30.94024	30.94029	30.94029	30.94029	30.94029	30.94029	30.94029	30.94029	36.03723	36.03723	36.03723	33.998454	2018	36.03723	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	36	134.3499412	-25.57717202	AUS	Australia	1	PERCENT	LB	Percentage	Lower bound	44.20065	44.20316	46.38485	46.7746	47.13401	47.79259	48.35315	49.30172	50.34579	54.60478	54.77652	57.63566	59.86319	63.61011	63.63657	64.04668	65.08429	65.08429	65.08429	64.587224	2018	65.08429	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	36	134.3499412	-25.57717202	AUS	Australia	2	PERCENT	MP	Percentage	P	44.2896	44.29211	46.47381	46.86356	47.22297	47.88155	48.44211	49.39068	50.43475	54.73591	54.90766	57.72462	59.95215	63.69907	63.72553	64.13563	65.08429	65.08429	65.08429	64.622806	2018	65.08429	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	36	134.3499412	-25.57717202	AUS	Australia	3	PERCENT	UB	Percentage	Upper bound	44.33178	44.33429	46.51598	46.90574	47.26514	47.92372	48.48428	49.43286	50.47692	54.73591	54.90766	57.72462	59.95215	63.69907	63.72553	64.13563	65.08429	65.08429	65.08429	64.622806	2018	65.08429	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	40	14.14172472	47.58704857	AUT	Austria	1	PERCENT	LB	Percentage	Lower bound																								
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	40	14.14172472	47.58704857	AUT	Austria	2	PERCENT	MP	Percentage	P																								
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	40	14.14172472	47.58704857	AUT	Austria	3	PERCENT	UB	Percentage	Upper bound																								
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	44	-78.05111663	24.69546597	BHS	Bahamas	1	PERCENT	LB	Percentage	Lower bound	7.02328	7.02328	7.11384	7.11384	7.11384	7.11384	7.11384	7.11384	7.11384	7.14146	7.18545	7.18545	7.18545	7.18545	7.18545	28.32641	28.32641	28.32641	28.32641	24.098218	2018	28.32641	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	44	-78.05111663	24.69546597	BHS	Bahamas	2	PERCENT	MP	Percentage	P	7.02328	7.02328	7.11384	7.11384	7.11384	7.11384	7.11384	7.11384	7.11384	7.14146	7.18545	7.18545	7.18545	7.18545	7.18545	28.32641	28.32641	28.32641	28.32641	24.098218	2018	28.32641	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	44	-78.05111663	24.69546597	BHS	Bahamas	3	PERCENT	UB	Percentage	Upper bound	7.02328	7.02328	7.11384	7.11384	7.11384	7.11384	7.11384	7.11384	7.11384	7.14146	7.18545	7.18545	7.18545	7.18545	7.18545	28.32641	28.32641	28.32641	28.32641	24.098218	2018	28.32641	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	48	50.5490754	26.04407747	BHR	Bahrain	1	PERCENT	LB	Percentage	Lower bound	18.81315	18.81315	18.81315	26.14976	26.14976	26.14976	36.60741	36.60741	36.60741	36.60741	36.60741	36.60741	36.60741	36.60741	36.60741	36.60741	36.60741	36.60741	36.60741	36.60741	2018	36.60741	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	48	50.5490754	26.04407747	BHR	Bahrain	2	PERCENT	MP	Percentage	P	18.81315	18.81315	18.81315	26.14976	26.14976	26.14976	36.60741	36.60741	36.60741	36.60741	36.60741	36.60741	36.60741	36.60741	36.60741	36.60741	36.60741	36.60741	36.60741	36.60741	2018	36.60741	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	48	50.5490754	26.04407747	BHR	Bahrain	3	PERCENT	UB	Percentage	Upper bound	18.81315	18.81315	18.81315	26.14976	26.14976	26.14976	36.60741	36.60741	36.60741	36.60741	36.60741	36.60741	36.60741	36.60741	36.60741	36.60741	36.60741	36.60741	36.60741	36.60741	2018	36.60741	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	50	89.17660788	22.86961622	BGD	Bangladesh	1	PERCENT	LB	Percentage	Lower bound	25.18596	25.77927	25.77927	25.77927	25.77927	25.77927	25.77927	25.77927	25.77927	25.77927	25.77927	25.85149	25.85149	25.85149	25.85149	25.85149	25.85149	25.85149	25.85149	25.85149	2018	25.85149	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	50	89.17660788	22.86961622	BGD	Bangladesh	2	PERCENT	MP	Percentage	P	25.18596	25.77927	25.77927	25.77927	25.77927	25.77927	25.77927	25.77927	25.77927	25.77927	25.77927	25.85149	25.85149	25.85149	25.85149	25.85149	25.85149	25.85149	25.85149	25.85149	2018	25.85149	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	50	89.17660788	22.86961622	BGD	Bangladesh	3	PERCENT	UB	Percentage	Upper bound	25.18596	25.77927	25.77927	25.77927	25.77927	25.77927	25.77927	25.77927	25.77927	25.77927	25.77927	25.85149	25.85149	25.85149	25.85149	25.85149	25.85149	25.85149	25.85149	25.85149	2018	25.85149	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	51	44.93839317	40.29499741	ARM	Armenia	1	PERCENT	LB	Percentage	Lower bound																								
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	51	44.93839317	40.29499741	ARM	Armenia	2	PERCENT	MP	Percentage	P																								
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	51	44.93839317	40.29499741	ARM	Armenia	3	PERCENT	UB	Percentage	Upper bound																								
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	52	-59.5346489	13.13648273	BRB	Barbados	1	PERCENT	LB	Percentage	Lower bound	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	52	-59.5346489	13.13648273	BRB	Barbados	2	PERCENT	MP	Percentage	P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
