series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Sex	Units	Sex description	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	2	FEMALE	PERCENT	Female	Percentage																							
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	3	MALE	PERCENT	Male	Percentage																							
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	20	1.576257417	42.54548611	AND	Andorra	1	BOTHSEX	PERCENT	Both	Percentage																							
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	20	1.576257417	42.54548611	AND	Andorra	2	FEMALE	PERCENT	Female	Percentage																							
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	20	1.576257417	42.54548611	AND	Andorra	3	MALE	PERCENT	Male	Percentage																							
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	24	17.57817062	-12.33724746	AGO	Angola	1	BOTHSEX	PERCENT	Both	Percentage																							
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	24	17.57817062	-12.33724746	AGO	Angola	2	FEMALE	PERCENT	Female	Percentage																							
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	24	17.57817062	-12.33724746	AGO	Angola	3	MALE	PERCENT	Male	Percentage																							
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	BOTHSEX	PERCENT	Both	Percentage								78.95967	81.07629						85.04035	96.13466			90.587505	2015	96.13466	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	FEMALE	PERCENT	Female	Percentage								78.14727	77.94994						78.80299	97.49059			88.14679	2015	97.49059	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	MALE	PERCENT	Male	Percentage								79.74684	84.15493						91.22373	94.79554			93.009635	2015	94.79554	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	BOTHSEX	PERCENT	Both	Percentage	15.81366	21.90507	23.24376	25.16474	24.73982	25.02993	26.63477	27.43338	26.40131	25.96676	30.36956	31.97878	32.63392	32.25455	26.98949	27.60907	24.9365		27.9474025	2016	24.9365	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	2	FEMALE	PERCENT	Female	Percentage	16.07746	21.26697	23.55994	24.98065	23.87069	23.90981	26.14209	27.7179	26.2634	26.19964	29.7495	31.20685	31.78349	32.06344	27.41408	27.96426	25.05398		28.12394	2016	25.05398	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	3	MALE	PERCENT	Male	Percentage	15.56282	22.55038	22.94584	25.33998	25.60202	26.15549	27.09716	27.18436	26.52275	25.76315	30.90901	32.65483	33.38246	32.42129	26.62413	27.30664	24.8356		27.796915	2016	24.8356	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	32	-65.14563274	-35.19446255	ARG	Argentina	1	BOTHSEX	PERCENT	Both	Percentage	99.12299	99.20248	99.26305	99.2367	99.48945	99.2724	99.40924	96.40333	97.35396	96.66668	97.63109	95.48624	95.16288	96.32331	99.29823	99.36865			98.3300633333333	2015	99.36865	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	32	-65.14563274	-35.19446255	ARG	Argentina	2	FEMALE	PERCENT	Female	Percentage	100	100	100	99.68238	100	100	100	97.17069	98.2787	97.49593	98.29733	96.16194	95.93336	96.99412	100	100			98.99804	2015	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	32	-65.14563274	-35.19446255	ARG	Argentina	3	MALE	PERCENT	Male	Percentage	98.2749	98.43134	98.55039	98.80558	98.99545	98.56842	98.83787	95.66155	96.46051	95.86575	96.98758	94.8335	94.41851	95.6752	98.62024	98.75878			97.68474	2015	98.75878	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	36	134.3499412	-25.57717202	AUS	Australia	1	BOTHSEX	PERCENT	Both	Percentage		52.62348	51.35168	64.3471	65.59497	62.67291	62.87392	51.87492	52.89224	52.32211	52.73478	67.76515	75.47607	80.50257	83.20541	87.03175	90.62902		85.3421875	2016	90.62902	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	36	134.3499412	-25.57717202	AUS	Australia	2	FEMALE	PERCENT	Female	Percentage		53.29373	52.12172	64.90073	65.95008	62.95937	62.20327	51.44494	52.3256	51.93271	52.29872			80.5264	83.09707	86.90683	89.9625		85.1232	2016	89.9625	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	36	134.3499412	-25.57717202	AUS	Australia	3	MALE	PERCENT	Male	Percentage		52.00157	50.63332	63.82749	65.26002	62.40217	63.50957	52.28325	53.43108	52.69281	53.15048			80.48004	83.30788	87.15008	91.26124		85.54981	2016	91.26124	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	40	14.14172472	47.58704857	AUT	Austria	1	BOTHSEX	PERCENT	Both	Percentage																							
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	40	14.14172472	47.58704857	AUT	Austria	2	FEMALE	PERCENT	Female	Percentage																							
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	40	14.14172472	47.58704857	AUT	Austria	3	MALE	PERCENT	Male	Percentage																							
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	44	-78.05111663	24.69546597	BHS	Bahamas	1	BOTHSEX	PERCENT	Both	Percentage																	37.67888		37.67888	2016	37.67888	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	44	-78.05111663	24.69546597	BHS	Bahamas	2	FEMALE	PERCENT	Female	Percentage																	39.9714		39.9714	2016	39.9714	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	44	-78.05111663	24.69546597	BHS	Bahamas	3	MALE	PERCENT	Male	Percentage																	35.49267		35.49267	2016	35.49267	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	48	50.5490754	26.04407747	BHR	Bahrain	1	BOTHSEX	PERCENT	Both	Percentage	58.76815	55.95592		58.90475	65.91536	61.46428	62.96609					77.33473	72.31338	75.79211	81.52666	82.32493	82.93011		80.6434525	2016	82.93011	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	48	50.5490754	26.04407747	BHR	Bahrain	2	FEMALE	PERCENT	Female	Percentage	59.28529	56.32804		59.54994	65.7719	62.02749	65.60405					77.65277	71.29788	75.37404	79.83862	81.44556	82.80383		79.8655125	2016	82.80383	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	48	50.5490754	26.04407747	BHR	Bahrain	3	MALE	PERCENT	Male	Percentage	58.28951	55.61725		58.30311	66.04899	60.94436	60.56808					77.02903	73.28797	76.19712	83.18211	83.19121	83.05318		81.405905	2016	83.05318	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	50	89.17660788	22.86961622	BGD	Bangladesh	1	BOTHSEX	PERCENT	Both	Percentage										29.98504	35.32612	59.68042								2011	59.68042	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	50	89.17660788	22.86961622	BGD	Bangladesh	2	FEMALE	PERCENT	Female	Percentage										30.4747	35.39823	59.34122								2011	59.34122	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	50	89.17660788	22.86961622	BGD	Bangladesh	3	MALE	PERCENT	Male	Percentage										29.51499	35.25693	60.00605								2011	60.00605	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	51	44.93839317	40.29499741	ARM	Armenia	1	BOTHSEX	PERCENT	Both	Percentage																							
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	51	44.93839317	40.29499741	ARM	Armenia	2	FEMALE	PERCENT	Female	Percentage																							
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	51	44.93839317	40.29499741	ARM	Armenia	3	MALE	PERCENT	Male	Percentage																							
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	52	-59.5346489	13.13648273	BRB	Barbados	1	BOTHSEX	PERCENT	Both	Percentage	81.87516	80.17154	89.98451	93.01772	89.57039	93.21849	99.54161	95.53984	97.37862	81.0317	90.84337	84.58434			93.83714	94.81211	82.99832		90.54919	2016	82.99832	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	52	-59.5346489	13.13648273	BRB	Barbados	2	FEMALE	PERCENT	Female	Percentage	83.13865	82.72867	92.29963	92.52286	89.09091	92.51397	99.0628	94.098	100	81.09151	93.07312	89.27584			95.10808	95.43118	79.79511		90.1114566666667	2016	79.79511	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	52	-59.5346489	13.13648273	BRB	Barbados	3	MALE	PERCENT	Male	Percentage	80.64356	77.67813	87.73537	93.49636	90.03181	93.89395	100	96.91653	94.88181	80.97484	88.72651	80.13627			92.61488	94.21488	86.08219		90.97065	2016	86.08219	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	56	4.660976456	50.64104975	BEL	Belgium	1	BOTHSEX	PERCENT	Both	Percentage	94.28286	95.34555	97.57334	99.42703	98.99746	99.8312	99.81138	99.79512	98.11396	98.12451	99.80402	99.92751	99.65206	99.8993	99.66082	99.18108			99.5804	2015	99.18108	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	56	4.660976456	50.64104975	BEL	Belgium	2	FEMALE	PERCENT	Female	Percentage	93.7204	95.23659	97.87388	99.28748	98.95621	100	99.61525	100	98.03104	98.44047	100	99.85148	100	100	99.30665	99.12584			99.4774966666667	2015	99.12584	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	56	4.660976456	50.64104975	BEL	Belgium	3	MALE	PERCENT	Male	Percentage	94.82093	95.4499	97.28519	99.561	99.0371	99.66889	100	99.59846	98.19337	97.82275	99.61716	100	99.31989	99.80301	100	99.23402			99.67901	2015	99.23402	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	60	-64.78155012	32.27881922	BMU	Bermuda	1	BOTHSEX	PERCENT	Both	Percentage												52.79898	60.54687							2012	60.54687	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	60	-64.78155012	32.27881922	BMU	Bermuda	2	FEMALE	PERCENT	Female	Percentage												52.33161	63.22751							2012	63.22751	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	60	-64.78155012	32.27881922	BMU	Bermuda	3	MALE	PERCENT	Male	Percentage												53.25	57.94872							2012	57.94872	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	64	90.45098484	27.39598568	BTN	Bhutan	1	BOTHSEX	PERCENT	Both	Percentage																							
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	64	90.45098484	27.39598568	BTN	Bhutan	2	FEMALE	PERCENT	Female	Percentage																							
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	64	90.45098484	27.39598568	BTN	Bhutan	3	MALE	PERCENT	Male	Percentage																							
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	BOTHSEX	PERCENT	Both	Percentage	65.82976	66.78473	67.12964	68.88206	71.77369	72.71486	72.54101	68.52864	58.19642	76.6777	75.1958	77.7025	77.12298	80.83319	83.51761	86.10835	92.09756		85.6391775	2016	92.09756	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	2	FEMALE	PERCENT	Female	Percentage	66.17988	67.05024	67.67812	69.03136	71.84129	72.76119	72.66291	68.37026	58.26107	77.04552	75.40816	77.56224	74.68272	79.60531	83.57135	86.02581	91.71656		85.2297575	2016	91.71656	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	3	MALE	PERCENT	Male	Percentage	65.48968	66.5271	66.59795	68.73743	71.70824	72.66998	72.42306	68.68174	58.13397	76.32248	74.99071	77.83785	79.47632	82.01672	83.46583	86.18789	92.46445		86.0337225	2016	92.46445	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	BOTHSEX	PERCENT	Both	Percentage																							
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	2	FEMALE	PERCENT	Female	Percentage																							
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	3	MALE	PERCENT	Male	Percentage																							
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	72	23.81380223	-22.18810073	BWA	Botswana	1	BOTHSEX	PERCENT	Both	Percentage						15.60967	19.78868		22.4624	24.14236			29.53833	28.28609	33.83302				31.059555	2014	33.83302	UNESCO Institute for Statistics	E
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	72	23.81380223	-22.18810073	BWA	Botswana	2	FEMALE	PERCENT	Female	Percentage						15.75763	20.75699		23.1457	25.02886			30.3511	28.60832	34.8135				31.71091	2014	34.8135	UNESCO Institute for Statistics	E
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	72	23.81380223	-22.18810073	BWA	Botswana	3	MALE	PERCENT	Male	Percentage						15.46378	18.8341		21.78896	23.26872			28.73916	27.96956	32.87145				30.420505	2014	32.87145	UNESCO Institute for Statistics	E
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	BOTHSEX	PERCENT	Both	Percentage																							
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	74	3.410732868	-54.43295905	BVT	Bouvet Island	2	FEMALE	PERCENT	Female	Percentage																							
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	74	3.410732868	-54.43295905	BVT	Bouvet Island	3	MALE	PERCENT	Male	Percentage																							
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	76	-53.08432878	-10.77668561	BRA	Brazil	1	BOTHSEX	PERCENT	Both	Percentage		81.10313	81.26028	85.77087		88.08301		79.95112	89.41227	88.20346		90.55865	89.88784	88.20657	94.46378	92.6841			91.7848166666667	2015	92.6841	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	76	-53.08432878	-10.77668561	BRA	Brazil	2	FEMALE	PERCENT	Female	Percentage						88.3522		80.79469	89.73097	90.16708		89.838	90.37621	89.39271	94.04504	91.59477			91.6775066666667	2015	91.59477	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	76	-53.08432878	-10.77668561	BRA	Brazil	3	MALE	PERCENT	Male	Percentage						87.83048		79.15259	89.10744	86.39429		91.26426	89.42356	87.0952	94.86957	93.75538			91.9067166666667	2015	93.75538	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	84	-88.70199554	17.19965901	BLZ	Belize	1	BOTHSEX	PERCENT	Both	Percentage	49.56915	54.7949		53.81972	59.53312	68.96996	70.48385	71.91299	73.7606	79.06198	79.11564	81.89047	84.08412	89.15821	92.6	84.10215	85.1412		87.75039	2016	85.1412	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	84	-88.70199554	17.19965901	BLZ	Belize	2	FEMALE	PERCENT	Female	Percentage	52.97143	55.6172		55.5615	58.87629	70.76923	73.18018	72.99534	73.78666	80	81.72099	82.5533	84.48549	88.13104	92.69954	84.88245	84.89092		87.6509875	2016	84.89092	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	84	-88.70199554	17.19965901	BLZ	Belize	3	MALE	PERCENT	Male	Percentage	46.24197	53.99023		52.11709	60.17539	67.21061	67.84542	70.85338	73.73506	78.14333	76.56808	81.24525	83.69537	90.1474	92.50457	83.35514	85.38163		87.847185	2016	85.38163	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	BOTHSEX	PERCENT	Both	Percentage																							
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	2	FEMALE	PERCENT	Female	Percentage																							
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	3	MALE	PERCENT	Male	Percentage																							
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	BOTHSEX	PERCENT	Both	Percentage														59.49791	62.71946	65.38604			62.53447	2015	65.38604	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	90	160.1584117	-9.622391719	SLB	Solomon Islands	2	FEMALE	PERCENT	Female	Percentage														60.59023	64.3758	65.65966			63.5418966666667	2015	65.65966	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	90	160.1584117	-9.622391719	SLB	Solomon Islands	3	MALE	PERCENT	Male	Percentage														58.47229	61.16739	65.12961			61.5897633333333	2015	65.12961	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	BOTHSEX	PERCENT	Both	Percentage				67.81609		100	91.68443			99.42085		98.45261			100	91.71375			95.856875	2015	91.71375	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	2	FEMALE	PERCENT	Female	Percentage																							
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	3	MALE	PERCENT	Male	Percentage																							
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	BOTHSEX	PERCENT	Both	Percentage							97.52282	99.49368	97.69926	98.72236	99.26884	98.93446	99.92658	98.05756	99.65803	97.56058	89.95737		96.308385	2016	89.95737	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	2	FEMALE	PERCENT	Female	Percentage							94.96687	100	100	100	98.50595	97.82008	99.84945	100	99.29564	96.43093	89.79526		96.3804575	2016	89.79526	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	3	MALE	PERCENT	Male	Percentage							100	99.00839	95.51202	97.50912	100	100	100	96.2184	100	98.62715	90.11057		96.23903	2016	90.11057	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	100	25.23763153	42.75731323	BGR	Bulgaria	1	BOTHSEX	PERCENT	Both	Percentage	81.9026	81.86469	81.4097	89.84241	89.55171	96.04427	99.70438	99.91399	99.02669	95.71905	93.92599	94.51013	92.99169	92.23422	92.85531	92.78775	95.39126		93.317135	2016	95.39126	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	100	25.23763153	42.75731323	BGR	Bulgaria	2	FEMALE	PERCENT	Female	Percentage	81.48001	82.42843	81.59935	89.4063	88.65066	96.09205	100	100	98.65202	95.15168	93.92292	94.76506	93.11847	92.21978	92.39166	92.36393	95.74626		93.1804075	2016	95.74626	UNESCO Institute for Statistics	C
