series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Type of skill	Units description	Type of skill description	2012	2013	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	31	50.01064725	40.39229544	AZE	Azerbaijan	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	32	-65.14563274	-35.19446255	ARG	Argentina	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	32	-65.14563274	-35.19446255	ARG	Argentina	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	36	134.3499412	-25.57717202	AUS	Australia	1	Ratio	LITE	Ratio	literacy	0.99576			0.99576	2012	0.99576	Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	36	134.3499412	-25.57717202	AUS	Australia	2	Ratio	NUME	Ratio	numeracy	0.98722			0.98722	2012	0.98722	Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	40	14.14172472	47.58704857	AUT	Austria	1	Ratio	LITE	Ratio	literacy	1.00135			1.00135	2012	1.00135	Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	40	14.14172472	47.58704857	AUT	Austria	2	Ratio	NUME	Ratio	numeracy	0.99578			0.99578	2012	0.99578	Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	44	-78.05111663	24.69546597	BHS	Bahamas	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	44	-78.05111663	24.69546597	BHS	Bahamas	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	48	50.5490754	26.04407747	BHR	Bahrain	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	48	50.5490754	26.04407747	BHR	Bahrain	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	50	89.17660788	22.86961622	BGD	Bangladesh	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	50	89.17660788	22.86961622	BGD	Bangladesh	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	51	44.93839317	40.29499741	ARM	Armenia	1	Ratio	LITE	Ratio	literacy		1.00051		1.00051	2013	1.00051	Skills Measurement Program (World Bank)	C
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	51	44.93839317	40.29499741	ARM	Armenia	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	52	-59.5346489	13.13648273	BRB	Barbados	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	52	-59.5346489	13.13648273	BRB	Barbados	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	56	4.660976456	50.64104975	BEL	Belgium	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	56	4.660976456	50.64104975	BEL	Belgium	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	60	-64.78155012	32.27881922	BMU	Bermuda	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	60	-64.78155012	32.27881922	BMU	Bermuda	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	64	90.45098484	27.39598568	BTN	Bhutan	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	64	90.45098484	27.39598568	BTN	Bhutan	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	Ratio	LITE	Ratio	literacy	0.89736			0.89736	2012	0.89736	Skills Measurement Program (World Bank)	C
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	72	23.81380223	-22.18810073	BWA	Botswana	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	72	23.81380223	-22.18810073	BWA	Botswana	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	74	3.410732868	-54.43295905	BVT	Bouvet Island	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	76	-53.08432878	-10.77668561	BRA	Brazil	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	76	-53.08432878	-10.77668561	BRA	Brazil	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	84	-88.70199554	17.19965901	BLZ	Belize	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	84	-88.70199554	17.19965901	BLZ	Belize	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	90	160.1584117	-9.622391719	SLB	Solomon Islands	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	100	25.23763153	42.75731323	BGR	Bulgaria	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	100	25.23763153	42.75731323	BGR	Bulgaria	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	104	96.51752295	21.19332882	MMR	Myanmar	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	104	96.51752295	21.19332882	MMR	Myanmar	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	108	29.89080992	-3.366387428	BDI	Burundi	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	108	29.89080992	-3.366387428	BDI	Burundi	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	112	28.04940161	53.54193075	BLR	Belarus	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	112	28.04940161	53.54193075	BLR	Belarus	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	116	104.922836	12.71163737	KHM	Cambodia	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	116	104.922836	12.71163737	KHM	Cambodia	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	120	12.7419827	5.692387031	CMR	Cameroon	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	120	12.7419827	5.692387031	CMR	Cameroon	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	124	-101.6575058	57.72360191	CAN	Canada	1	Ratio	LITE	Ratio	literacy	0.99939			0.99939	2012	0.99939	Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	124	-101.6575058	57.72360191	CAN	Canada	2	Ratio	NUME	Ratio	numeracy	0.98041			0.98041	2012	0.98041	Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	132	-23.63544151	15.07791834	CPV	Cabo Verde	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	136	-81.16740559	19.32266656	CYM	Cayman Islands	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	140	20.93559492	7.003720791	CAF	Central African Republic	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	140	20.93559492	7.003720791	CAF	Central African Republic	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	Ratio	LITE	Ratio	literacy	1.006			1.006	2012	1.006	Skills Measurement Program (World Bank)	C
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	144	80.70489654	7.614693343	LKA	Sri Lanka	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	148	18.66618401	15.36279341	TCD	Chad	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	148	18.66618401	15.36279341	TCD	Chad	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	152	-71.23029019	-35.2652885	CHL	Chile	1	Ratio	LITE	Ratio	literacy			0.9523	0.9523	2015	0.9523	Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	152	-71.23029019	-35.2652885	CHL	Chile	2	Ratio	NUME	Ratio	numeracy			0.82778	0.82778	2015	0.82778	Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	156	104.1403375	32.30955217	CHN	China	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	156	104.1403375	32.30955217	CHN	China	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	162	105.6426067	-10.4882473	CXR	Christmas Island	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	170	-73.07446751	3.888209046	COL	Colombia	1	Ratio	LITE	Ratio	literacy	0.9797			0.9797	2012	0.9797	Skills Measurement Program (World Bank)	C
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	170	-73.07446751	3.888209046	COL	Colombia	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	174	43.34234565	-11.66121732	COM	Comoros	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	174	43.34234565	-11.66121732	COM	Comoros	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	175	45.14015057	-12.82217691	MYT	Mayotte	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	175	45.14015057	-12.82217691	MYT	Mayotte	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	178	15.22052612	-0.840544119	COG	Congo	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	178	15.22052612	-0.840544119	COG	Congo	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	184	-159.7711391	-21.22696458	COK	Cook Islands	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	188	-84.19712782	9.970998683	CRI	Costa Rica	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	191	17.95874553	45.45172212	HRV	Croatia	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	191	17.95874553	45.45172212	HRV	Croatia	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	192	-79.54460144	22.10030366	CUB	Cuba	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	192	-79.54460144	22.10030366	CUB	Cuba	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	196	33.22285964	35.05659437	CYP	Cyprus	1	Ratio	LITE	Ratio	literacy	1.00647			1.00647	2012	1.00647	Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	196	33.22285964	35.05659437	CYP	Cyprus	2	Ratio	NUME	Ratio	numeracy	0.99315			0.99315	2012	0.99315	Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	203	15.33151382	49.73913871	CZE	Czechia	1	Ratio	LITE	Ratio	literacy	0.99481			0.99481	2012	0.99481	Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	203	15.33151382	49.73913871	CZE	Czechia	2	Ratio	NUME	Ratio	numeracy	0.99273			0.99273	2012	0.99273	Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	204	2.339933594	9.65401646	BEN	Benin	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	204	2.339933594	9.65401646	BEN	Benin	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	208	9.326571283	56.03829721	DNK	Denmark	1	Ratio	LITE	Ratio	literacy	1.00901			1.00901	2012	1.00901	Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	208	9.326571283	56.03829721	DNK	Denmark	2	Ratio	NUME	Ratio	numeracy	0.99925			0.99925	2012	0.99925	Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	212	-61.3493756	15.43391378	DMA	Dominica	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	212	-61.3493756	15.43391378	DMA	Dominica	2	Ratio	NUME	Ratio	numeracy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	Ratio	LITE	Ratio	literacy								
2018.Q2.G.01	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	214	-70.49847576	18.89832088	DOM	Dominican Republic	2	Ratio	NUME	Ratio	numeracy								
