"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Age_Code","Age_Desc","Sex_Code","Sex_Desc","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2000","Footnotes_2001","Footnotes_2002","Footnotes_2003","Footnotes_2004","Footnotes_2005","Footnotes_2006","Footnotes_2007","Footnotes_2008","Footnotes_2009","Footnotes_2010","Footnotes_2011","Footnotes_2012","Footnotes_2013","Footnotes_2014","Footnotes_2015","Footnotes_2016","Footnotes_2017","Nature_Code_2000","Nature_Code_2001","Nature_Code_2002","Nature_Code_2003","Nature_Code_2004","Nature_Code_2005","Nature_Code_2006","Nature_Code_2007","Nature_Code_2008","Nature_Code_2009","Nature_Code_2010","Nature_Code_2011","Nature_Code_2012","Nature_Code_2013","Nature_Code_2014","Nature_Code_2015","Nature_Code_2016","Nature_Code_2017","Source_2000","Source_2001","Source_2002","Source_2003","Source_2004","Source_2005","Source_2006","Source_2007","Source_2008","Source_2009","Source_2010","Source_2011","Source_2012","Source_2013","Source_2014","Source_2015","Source_2016","Source_2017","TimeDetail_2000","TimeDetail_2001","TimeDetail_2002","TimeDetail_2003","TimeDetail_2004","TimeDetail_2005","TimeDetail_2006","TimeDetail_2007","TimeDetail_2008","TimeDetail_2009","TimeDetail_2010","TimeDetail_2011","TimeDetail_2012","TimeDetail_2013","TimeDetail_2014","TimeDetail_2015","TimeDetail_2016","TimeDetail_2017","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Latest_Year","Latest_Value"
"DJI","42.18274707","11.56004161","262","Djibouti","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_MORTN","Under-five deaths (number)","2019.Q1.G.01","<5Y","under 5 years old","BOTHSEX","Both sexes","G","Global","NUMBER","Number","","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","","","","","","","","","","","","","","","","","","","2263","2208","2149","2091","2026","1962","1891","1822","1755","1694","1639","1588","1541","1496","1452","1408","1366","1325",2017.0,"1325"
"DJI","42.18274707","11.56004161","262","Djibouti","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_MORTN","Under-five deaths (number)","2019.Q1.G.01","<5Y","under 5 years old","FEMALE","Female","G","Global","NUMBER","Number","","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","","","","","","","","","","","","","","","","","","","1034","1009","981","953","923","893","859","827","795","766","741","716","695","674","653","632","613","594",2017.0,"594"
"DJI","42.18274707","11.56004161","262","Djibouti","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_MORTN","Under-five deaths (number)","2019.Q1.G.01","<5Y","under 5 years old","MALE","Male","G","Global","NUMBER","Number","","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","","","","","","","","","","","","","","","","","","","1229","1199","1168","1138","1103","1069","1032","995","960","928","898","872","846","822","799","776","753","731",2017.0,"731"
"GAB","11.78727747","-0.60687619","266","Gabon","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_MORTN","Under-five deaths (number)","2019.Q1.G.01","<5Y","under 5 years old","BOTHSEX","Both sexes","G","Global","NUMBER","Number","","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","","","","","","","","","","","","","","","","","","","3337","3326","3314","3301","3289","3274","3273","3259","3243","3212","3192","3172","3136","3098","3032","2959","2859","2774",2017.0,"2774"
"GAB","11.78727747","-0.60687619","266","Gabon","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_MORTN","Under-five deaths (number)","2019.Q1.G.01","<5Y","under 5 years old","FEMALE","Female","G","Global","NUMBER","Number","","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","","","","","","","","","","","","","","","","","","","1518","1512","1507","1499","1493","1486","1483","1476","1465","1449","1438","1427","1409","1391","1359","1322","1275","1234",2017.0,"1234"
"GAB","11.78727747","-0.60687619","266","Gabon","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_MORTN","Under-five deaths (number)","2019.Q1.G.01","<5Y","under 5 years old","MALE","Male","G","Global","NUMBER","Number","","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","","","","","","","","","","","","","","","","","","","1819","1814","1807","1802","1796","1788","1790","1783","1778","1763","1754","1745","1727","1707","1673","1637","1584","1540",2017.0,"1540"
"GEO","43.3713615","42.04813028","268","Georgia","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_MORTN","Under-five deaths (number)","2019.Q1.G.01","<5Y","under 5 years old","BOTHSEX","Both sexes","G","Global","NUMBER","Number","","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","","","","","","","","","","","","","","","","","","","2053","1869","1712","1579","1464","1365","1278","1198","1126","1056","990","924","859","796","736","679","624","575",2017.0,"575"
"GEO","43.3713615","42.04813028","268","Georgia","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_MORTN","Under-five deaths (number)","2019.Q1.G.01","<5Y","under 5 years old","FEMALE","Female","G","Global","NUMBER","Number","","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","","","","","","","","","","","","","","","","","","","851","772","706","650","603","561","525","493","463","435","409","384","358","333","308","286","263","243",2017.0,"243"
"GEO","43.3713615","42.04813028","268","Georgia","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_MORTN","Under-five deaths (number)","2019.Q1.G.01","<5Y","under 5 years old","MALE","Male","G","Global","NUMBER","Number","","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","","","","","","","","","","","","","","","","","","","1202","1097","1006","929","861","804","753","705","663","621","581","540","501","463","428","393","361","332",2017.0,"332"
"GMB","-15.39944785","13.45295927","270","Gambia","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_MORTN","Under-five deaths (number)","2019.Q1.G.01","<5Y","under 5 years old","BOTHSEX","Both sexes","G","Global","NUMBER","Number","","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","","","","","","","","","","","","","","","","","","","6310","6234","6157","6075","5996","5910","5824","5742","5676","5608","5541","5481","5411","5349","5269","5206","5140","5062",2017.0,"5062"
"GMB","-15.39944785","13.45295927","270","Gambia","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_MORTN","Under-five deaths (number)","2019.Q1.G.01","<5Y","under 5 years old","FEMALE","Female","G","Global","NUMBER","Number","","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","","","","","","","","","","","","","","","","","","","2921","2885","2848","2808","2767","2726","2684","2639","2608","2574","2539","2507","2469","2439","2400","2367","2337","2296",2017.0,"2296"
"GMB","-15.39944785","13.45295927","270","Gambia","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_MORTN","Under-five deaths (number)","2019.Q1.G.01","<5Y","under 5 years old","MALE","Male","G","Global","NUMBER","Number","","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","","","","","","","","","","","","","","","","","","","3389","3349","3309","3267","3229","3184","3140","3103","3068","3034","3002","2974","2942","2910","2869","2839","2803","2766",2017.0,"2766"
"PSE","35.25694122","31.94347933","275","State of Palestine","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_MORTN","Under-five deaths (number)","2019.Q1.G.01","<5Y","under 5 years old","BOTHSEX","Both sexes","G","Global","NUMBER","Number","","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018.","","","","","","","","","","","","","","","","","","","3602","3516","3440","3369","3309","3256","3212","3178","3155","3143","3142","3152","3169","3192","3211","3225","3215","3190",2017.0,"3190"
