"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Age_Code","Age_Desc","Sex_Code","Sex_Desc","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2011","Footnotes_2014","Footnotes_2017","Nature_Code_2011","Nature_Code_2014","Nature_Code_2017","Source_2011","Source_2014","Source_2017","TimeDetail_2011","TimeDetail_2014","TimeDetail_2017","Value_2011","Value_2014","Value_2017","Latest_Year","Latest_Value"
"BDI","29.89080992","-3.366387428","108","Burundi","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","FEMALE","Female","G","Global","PERCENT","Percentage","","","","G","G","","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","","","","","5.93","6.73","",2014.0,"6.73"
"BDI","29.89080992","-3.366387428","108","Burundi","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","MALE","Male","G","Global","PERCENT","Percentage","","","","G","G","","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","","","","","8.62","7.50","",2014.0,"7.50"
"BLR","28.04940161","53.54193075","112","Belarus","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","G","G","G","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","","","","58.60","71.98","81.16",2017.0,"81.16"
"BLR","28.04940161","53.54193075","112","Belarus","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","FEMALE","Female","G","Global","PERCENT","Percentage","","","","G","G","G","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","","","","58.07","71.96","81.34",2017.0,"81.34"
"BLR","28.04940161","53.54193075","112","Belarus","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","MALE","Male","G","Global","PERCENT","Percentage","","","","G","G","G","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","","","","59.24","72.02","80.93",2017.0,"80.93"
"KHM","104.922836","12.71163737","116","Cambodia","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","G","G","G","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","","","","3.66","22.17","21.67",2017.0,"21.67"
"KHM","104.922836","12.71163737","116","Cambodia","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","FEMALE","Female","G","Global","PERCENT","Percentage","","","","G","G","G","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","","","","3.71","20.50","21.53",2017.0,"21.53"
"KHM","104.922836","12.71163737","116","Cambodia","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","MALE","Male","G","Global","PERCENT","Percentage","","","","G","G","G","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","","","","3.60","24.29","21.85",2017.0,"21.85"
"DZA","2.678164227","28.15940032","12","Algeria","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","The sample excludes the deep South and governorates that represent security risks within Algiers Province. The excluded area represents approximately 25% of the total adult population.","Sparsely populated areas in the far South were excluded, representing approximately 10% of the population.","Global Findex data exclude sparsely populated areas in the far South, representing about 10 percent of the population.","G","G","G","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","","","","33.29","50.48","42.78",2017.0,"42.78"
"DZA","2.678164227","28.15940032","12","Algeria","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","FEMALE","Female","G","Global","PERCENT","Percentage","The sample excludes the deep South and governorates that represent security risks within Algiers Province. The excluded area represents approximately 25% of the total adult population.","Sparsely populated areas in the far South were excluded, representing approximately 10% of the population.","Global Findex data exclude sparsely populated areas in the far South, representing about 10 percent of the population.","G","G","G","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","","","","20.41","40.07","29.27",2017.0,"29.27"
"DZA","2.678164227","28.15940032","12","Algeria","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","MALE","Male","G","Global","PERCENT","Percentage","The sample excludes the deep South and governorates that represent security risks within Algiers Province. The excluded area represents approximately 25% of the total adult population.","Sparsely populated areas in the far South were excluded, representing approximately 10% of the population.","Global Findex data exclude sparsely populated areas in the far South, representing about 10 percent of the population.","G","G","G","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","","","","46.13","60.91","56.25",2017.0,"56.25"
"CMR","12.7419827","5.692387031","120","Cameroon","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","Global Findex data exclude some localities because of security concerns: Blangoua, Bourrha, Darak, Fotokol, Goulfey, Hile-Alifa, Kolofata, Koza, Mayo Moskota, Mogode, Mora, Tokombere, Waza, and Zina. The excluded areas represent about 10 percent of the population.","G","G","G","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","","","","14.81","12.18","34.59",2017.0,"34.59"
"CMR","12.7419827","5.692387031","120","Cameroon","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","FEMALE","Female","G","Global","PERCENT","Percentage","","","Global Findex data exclude some localities because of security concerns: Blangoua, Bourrha, Darak, Fotokol, Goulfey, Hile-Alifa, Kolofata, Koza, Mayo Moskota, Mogode, Mora, Tokombere, Waza, and Zina. The excluded areas represent about 10 percent of the population.","G","G","G","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","","","","10.88","10.18","30.03",2017.0,"30.03"
"CMR","12.7419827","5.692387031","120","Cameroon","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","MALE","Male","G","Global","PERCENT","Percentage","","","Global Findex data exclude some localities because of security concerns: Blangoua, Bourrha, Darak, Fotokol, Goulfey, Hile-Alifa, Kolofata, Koza, Mayo Moskota, Mogode, Mora, Tokombere, Waza, and Zina. The excluded areas represent about 10 percent of the population.","G","G","G","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","","","","18.81","14.18","39.24",2017.0,"39.24"
"CAN","-101.6575058","57.72360191","124","Canada","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","The sample excludes Yukon, Northwest Territories, and Nunavut. The excluded area represents approximately 0.3% of the total adult population.","The sample excludes Northwest Territories, Yukon and Nunavut. The excluded area represents approximately 0.3% of the Canadian population.","","G","G","G","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","","","","95.80","99.10","99.73",2017.0,"99.73"
"CAN","-101.6575058","57.72360191","124","Canada","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","FEMALE","Female","G","Global","PERCENT","Percentage","The sample excludes Yukon, Northwest Territories, and Nunavut. The excluded area represents approximately 0.3% of the total adult population.","The sample excludes Northwest Territories, Yukon and Nunavut. The excluded area represents approximately 0.3% of the Canadian population.","","G","G","G","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","","","","97.23","99.20","99.85",2017.0,"99.85"
"CAN","-101.6575058","57.72360191","124","Canada","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","MALE","Male","G","Global","PERCENT","Percentage","The sample excludes Yukon, Northwest Territories, and Nunavut. The excluded area represents approximately 0.3% of the total adult population.","The sample excludes Northwest Territories, Yukon and Nunavut. The excluded area represents approximately 0.3% of the Canadian population.","","G","G","G","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","","","","94.28","99.00","99.59",2017.0,"99.59"
"CAF","20.93559492","7.003720791","140","Central African Republic","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","The sample excludes areas bordering Sudan and Chad because of insecurity. The excluded area represents approximately 35% of the total adult population.","","Global Findex data exclude some prefectures because of security concerns: Bamingui-Bangoran, Basse-Kotto, Haute-Kotto, Haut-Mbomou, Mbomou, Nana-Grébizi, Ouham, Ouham-Pende, and Vakaga. The excluded areas represent about 40 percent of the estimated population.","G","","G","Global Financial Inclusion Database, World Bank.","","Global Financial Inclusion Database, World Bank.","","","","3.30","","13.75",2017.0,"13.75"
"CAF","20.93559492","7.003720791","140","Central African Republic","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","FEMALE","Female","G","Global","PERCENT","Percentage","The sample excludes areas bordering Sudan and Chad because of insecurity. The excluded area represents approximately 35% of the total adult population.","","Global Findex data exclude some prefectures because of security concerns: Bamingui-Bangoran, Basse-Kotto, Haute-Kotto, Haut-Mbomou, Mbomou, Nana-Grébizi, Ouham, Ouham-Pende, and Vakaga. The excluded areas represent about 40 percent of the estimated population.","G","","G","Global Financial Inclusion Database, World Bank.","","Global Financial Inclusion Database, World Bank.","","","","3.41","","9.72",2017.0,"9.72"
"CAF","20.93559492","7.003720791","140","Central African Republic","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","MALE","Male","G","Global","PERCENT","Percentage","The sample excludes areas bordering Sudan and Chad because of insecurity. The excluded area represents approximately 35% of the total adult population.","","Global Findex data exclude some prefectures because of security concerns: Bamingui-Bangoran, Basse-Kotto, Haute-Kotto, Haut-Mbomou, Mbomou, Nana-Grébizi, Ouham, Ouham-Pende, and Vakaga. The excluded areas represent about 40 percent of the estimated population.","G","","G","Global Financial Inclusion Database, World Bank.","","Global Financial Inclusion Database, World Bank.","","","","3.19","","18.08",2017.0,"18.08"
"","","","143","Central Asia","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","","","G","","","Global Financial Inclusion Database, World Bank.","","","","","","44.37",2017.0,"44.37"
"","","","143","Central Asia","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","FEMALE","Female","G","Global","PERCENT","Percentage","","","","","","G","","","Global Financial Inclusion Database, World Bank.","","","","","","43.29",2017.0,"43.29"
"","","","143","Central Asia","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","MALE","Male","G","Global","PERCENT","Percentage","","","","","","G","","","Global Financial Inclusion Database, World Bank.","","","","","","45.56",2017.0,"45.56"
"LKA","80.70489654","7.614693343","144","Sri Lanka","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","G","G","G","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","Global Financial Inclusion Database, World Bank.","","","","68.53","82.69","73.65",2017.0,"73.65"
