"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Age_Code","Age_Desc","Bounds_Code","Bounds_Desc","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2015","Nature_Code_2015","Source_2015","TimeDetail_2015","Value_2015","Latest_Year","Latest_Value"
"BLR","28.04940161","53.54193075","112","Belarus","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","MP","Mid-point","G","Global","NUM_TH","Thousands of people","The observation value represents the 3-year average of the period 2014-2016.","G","Food and Agriculture Organisation of the United Nations (FAO)","","58.9",2015.0,"58.9"
"BLR","28.04940161","53.54193075","112","Belarus","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","UB","Upper bound","G","Global","NUM_TH","Thousands of people","The observation value represents the 3-year average of the period 2014-2016.","G","Food and Agriculture Organisation of the United Nations (FAO)","","89.7",2015.0,"89.7"
"KHM","104.922836","12.71163737","116","Cambodia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","LB","Lower bound","G","Global","NUM_TH","Thousands of people","The value(s) for one or more years may have been imputed. The observation value represents the 3-year average of the period 2014-2016.","G","Food and Agriculture Organisation of the United Nations (FAO)","","2065.4",2015.0,"2065.4"
"KHM","104.922836","12.71163737","116","Cambodia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","MP","Mid-point","G","Global","NUM_TH","Thousands of people","The value(s) for one or more years may have been imputed. The observation value represents the 3-year average of the period 2014-2016.","G","Food and Agriculture Organisation of the United Nations (FAO)","","2271.8",2015.0,"2271.8"
"KHM","104.922836","12.71163737","116","Cambodia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","UB","Upper bound","G","Global","NUM_TH","Thousands of people","The value(s) for one or more years may have been imputed. The observation value represents the 3-year average of the period 2014-2016.","G","Food and Agriculture Organisation of the United Nations (FAO)","","2478.2",2015.0,"2478.2"
"CMR","12.7419827","5.692387031","120","Cameroon","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","LB","Lower bound","G","Global","NUM_TH","Thousands of people","The value(s) for one or more years may have been imputed. The observation value represents the 3-year average of the period 2014-2016.","G","Food and Agriculture Organisation of the United Nations (FAO)","","5971.1",2015.0,"5971.1"
"CMR","12.7419827","5.692387031","120","Cameroon","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","MP","Mid-point","G","Global","NUM_TH","Thousands of people","The value(s) for one or more years may have been imputed. The observation value represents the 3-year average of the period 2014-2016.","G","Food and Agriculture Organisation of the United Nations (FAO)","","6443.5",2015.0,"6443.5"
"CMR","12.7419827","5.692387031","120","Cameroon","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","UB","Upper bound","G","Global","NUM_TH","Thousands of people","The value(s) for one or more years may have been imputed. The observation value represents the 3-year average of the period 2014-2016.","G","Food and Agriculture Organisation of the United Nations (FAO)","","6915.8",2015.0,"6915.8"
"CAN","-101.6575058","57.72360191","124","Canada","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","LB","Lower bound","G","Global","NUM_TH","Thousands of people","The observation value represents the 3-year average of the period 2014-2016.","CA","Food and Agriculture Organisation of the United Nations (FAO)","","185.0",2015.0,"185.0"
"CAN","-101.6575058","57.72360191","124","Canada","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","MP","Mid-point","G","Global","NUM_TH","Thousands of people","The observation value represents the 3-year average of the period 2014-2016.","CA","Food and Agriculture Organisation of the United Nations (FAO)","","202.8",2015.0,"202.8"
"CAN","-101.6575058","57.72360191","124","Canada","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","UB","Upper bound","G","Global","NUM_TH","Thousands of people","The observation value represents the 3-year average of the period 2014-2016.","CA","Food and Agriculture Organisation of the United Nations (FAO)","","220.5",2015.0,"220.5"
"","","","127","Southern Asia (excluding India)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","LB","Lower bound","G","Global","NUM_TH","Thousands of people","The observation value represents the 3-year average of the period 2014-2016.","E","Food and Agriculture Organisation of the United Nations (FAO)","","48999.8",2015.0,"48999.8"
"","","","127","Southern Asia (excluding India)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","MP","Mid-point","G","Global","NUM_TH","Thousands of people","The observation value represents the 3-year average of the period 2014-2016.","E","Food and Agriculture Organisation of the United Nations (FAO)","","53080.0",2015.0,"53080.0"
"","","","127","Southern Asia (excluding India)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","UB","Upper bound","G","Global","NUM_TH","Thousands of people","The observation value represents the 3-year average of the period 2014-2016.","E","Food and Agriculture Organisation of the United Nations (FAO)","","57160.2",2015.0,"57160.2"
"","","","13","Central America","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","LB","Lower bound","G","Global","NUM_TH","Thousands of people","The observation value represents the 3-year average of the period 2014-2016.","E","Food and Agriculture Organisation of the United Nations (FAO)","","9584.5",2015.0,"9584.5"
"","","","13","Central America","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","MP","Mid-point","G","Global","NUM_TH","Thousands of people","The observation value represents the 3-year average of the period 2014-2016.","E","Food and Agriculture Organisation of the United Nations (FAO)","","9917.2",2015.0,"9917.2"
"","","","13","Central America","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","UB","Upper bound","G","Global","NUM_TH","Thousands of people","The observation value represents the 3-year average of the period 2014-2016.","E","Food and Agriculture Organisation of the United Nations (FAO)","","10249.9",2015.0,"10249.9"
"","","","135","Caucasus and Central Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","LB","Lower bound","G","Global","NUM_TH","Thousands of people","The observation value represents the 3-year average of the period 2014-2016.","E","Food and Agriculture Organisation of the United Nations (FAO)","","1858.2",2015.0,"1858.2"
"","","","135","Caucasus and Central Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","MP","Mid-point","G","Global","NUM_TH","Thousands of people","The observation value represents the 3-year average of the period 2014-2016.","E","Food and Agriculture Organisation of the United Nations (FAO)","","2068.9",2015.0,"2068.9"
"","","","135","Caucasus and Central Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","UB","Upper bound","G","Global","NUM_TH","Thousands of people","The observation value represents the 3-year average of the period 2014-2016.","E","Food and Agriculture Organisation of the United Nations (FAO)","","2279.5",2015.0,"2279.5"
"","","","14","Eastern Africa","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","LB","Lower bound","G","Global","NUM_TH","Thousands of people","The observation value represents the 3-year average of the period 2014-2016.","E","Food and Agriculture Organisation of the United Nations (FAO)","","124027.0",2015.0,"124027.0"
"","","","14","Eastern Africa","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","MP","Mid-point","G","Global","NUM_TH","Thousands of people","The observation value represents the 3-year average of the period 2014-2016.","E","Food and Agriculture Organisation of the United Nations (FAO)","","126868.4",2015.0,"126868.4"
"","","","14","Eastern Africa","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","UB","Upper bound","G","Global","NUM_TH","Thousands of people","The observation value represents the 3-year average of the period 2014-2016.","E","Food and Agriculture Organisation of the United Nations (FAO)","","129709.8",2015.0,"129709.8"
"","","","142","Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","LB","Lower bound","G","Global","NUM_TH","Thousands of people","The observation value represents the 3-year average of the period 2014-2016.","E","Food and Agriculture Organisation of the United Nations (FAO)","","296448.7",2015.0,"296448.7"
"","","","142","Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","MP","Mid-point","G","Global","NUM_TH","Thousands of people","The observation value represents the 3-year average of the period 2014-2016.","E","Food and Agriculture Organisation of the United Nations (FAO)","","317900.7",2015.0,"317900.7"
"","","","142","Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","UB","Upper bound","G","Global","NUM_TH","Thousands of people","The observation value represents the 3-year average of the period 2014-2016.","E","Food and Agriculture Organisation of the United Nations (FAO)","","339352.7",2015.0,"339352.7"
"","","","143","Central Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","LB","Lower bound","G","Global","NUM_TH","Thousands of people","The observation value represents the 3-year average of the period 2014-2016.","E","Food and Agriculture Organisation of the United Nations (FAO)","","1212.3",2015.0,"1212.3"
"","","","143","Central Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","MP","Mid-point","G","Global","NUM_TH","Thousands of people","The observation value represents the 3-year average of the period 2014-2016.","E","Food and Agriculture Organisation of the United Nations (FAO)","","1418.3",2015.0,"1418.3"
"","","","143","Central Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","UB","Upper bound","G","Global","NUM_TH","Thousands of people","The observation value represents the 3-year average of the period 2014-2016.","E","Food and Agriculture Organisation of the United Nations (FAO)","","1624.2",2015.0,"1624.2"
"","","","145","Western Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","LB","Lower bound","G","Global","NUM_TH","Thousands of people","The observation value represents the 3-year average of the period 2014-2016.","E","Food and Agriculture Organisation of the United Nations (FAO)","","24088.3",2015.0,"24088.3"
"","","","145","Western Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","MP","Mid-point","G","Global","NUM_TH","Thousands of people","The observation value represents the 3-year average of the period 2014-2016.","E","Food and Agriculture Organisation of the United Nations (FAO)","","25275.9",2015.0,"25275.9"
"","","","145","Western Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","UB","Upper bound","G","Global","NUM_TH","Thousands of people","The observation value represents the 3-year average of the period 2014-2016.","E","Food and Agriculture Organisation of the United Nations (FAO)","","26463.6",2015.0,"26463.6"
"","","","15","Northern Africa","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.2","Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)","1","AG_PRD_FIESSIN","Total population in severe food insecurity (thousands of people)","2019.Q1.G.01","15+","15 years old and over","LB","Lower bound","G","Global","NUM_TH","Thousands of people","The observation value represents the 3-year average of the period 2014-2016.","E","Food and Agriculture Organisation of the United Nations (FAO)","","25428.3",2015.0,"25428.3"
