"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","EducationLevel_Code","EducationLevel_Desc","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2000","Footnotes_2003","Footnotes_2006","Footnotes_2007","Footnotes_2009","Footnotes_2011","Footnotes_2012","Footnotes_2013","Footnotes_2014","Footnotes_2015","Nature_Code_2000","Nature_Code_2003","Nature_Code_2006","Nature_Code_2007","Nature_Code_2009","Nature_Code_2011","Nature_Code_2012","Nature_Code_2013","Nature_Code_2014","Nature_Code_2015","Source_2000","Source_2003","Source_2006","Source_2007","Source_2009","Source_2011","Source_2012","Source_2013","Source_2014","Source_2015","TimeDetail_2000","TimeDetail_2003","TimeDetail_2006","TimeDetail_2007","TimeDetail_2009","TimeDetail_2011","TimeDetail_2012","TimeDetail_2013","TimeDetail_2014","TimeDetail_2015","Value_2000","Value_2003","Value_2006","Value_2007","Value_2009","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Latest_Year","Latest_Value"
"CRI","-84.19712782","9.970998683","188","Costa Rica","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_SEP_MATACH","Low to high socio-economic parity status index for achievement in mathematics, by education level (ratio)","2019.Q1.G.01","LOWSEC","Lower secondary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","C","","C","","","C","","","","","Programme for International Student Assessment (OECD)","","Programme for International Student Assessment (OECD)","","","Programme for International Student Assessment (OECD)","","","","","","","","","","","","","","","0.34394","","0.28311","","","0.33474",2015.0,"0.33474"
"CRI","-84.19712782","9.970998683","188","Costa Rica","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_SEP_MATACH","Low to high socio-economic parity status index for achievement in mathematics, by education level (ratio)","2019.Q1.G.01","PRIMAR","Primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","C","","","","","C","","","","","Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)","","","","","Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)","","","","","","","","","","","","","","","0.93933","","","","","0.90031","","",2013.0,"0.90031"
"CYP","33.22285964","35.05659437","196","Cyprus","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_SEP_MATACH","Low to high socio-economic parity status index for achievement in mathematics, by education level (ratio)","2019.Q1.G.01","GRAD23","Grades 2/3","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","Trends in International Mathematics and Science Study (IEA)","","","","","","","","","","","","","","","","","","","","0.87631",2015.0,"0.87631"
"CYP","33.22285964","35.05659437","196","Cyprus","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_SEP_MATACH","Low to high socio-economic parity status index for achievement in mathematics, by education level (ratio)","2019.Q1.G.01","LOWSEC","Lower secondary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CYP","33.22285964","35.05659437","196","Cyprus","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_SEP_MATACH","Low to high socio-economic parity status index for achievement in mathematics, by education level (ratio)","2019.Q1.G.01","PRIMAR","Primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CZE","15.33151382","49.73913871","203","Czechia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_SEP_MATACH","Low to high socio-economic parity status index for achievement in mathematics, by education level (ratio)","2019.Q1.G.01","GRAD23","Grades 2/3","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","C","","","","C","","","","","","Trends in International Mathematics and Science Study (IEA)","","","","Trends in International Mathematics and Science Study (IEA)","","","","","","","","","","","","","","","","0.83872","","","","0.89219",2015.0,"0.89219"
"CZE","15.33151382","49.73913871","203","Czechia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_SEP_MATACH","Low to high socio-economic parity status index for achievement in mathematics, by education level (ratio)","2019.Q1.G.01","LOWSEC","Lower secondary","G","Global","Ratio","Ratio","","","","","","","","","","","C","C","C","","C","","C","","","C","Programme for International Student Assessment (OECD)","Programme for International Student Assessment (OECD)","Programme for International Student Assessment (OECD)","","Programme for International Student Assessment (OECD)","","Programme for International Student Assessment (OECD)","","","Programme for International Student Assessment (OECD)","","","","","","","","","","","0.58589","0.71908","0.67691","","0.66479","","0.66522","","","0.59974",2015.0,"0.59974"
"CZE","15.33151382","49.73913871","203","Czechia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_SEP_MATACH","Low to high socio-economic parity status index for achievement in mathematics, by education level (ratio)","2019.Q1.G.01","PRIMAR","Primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DNK","9.326571283","56.03829721","208","Denmark","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_SEP_MATACH","Low to high socio-economic parity status index for achievement in mathematics, by education level (ratio)","2019.Q1.G.01","GRAD23","Grades 2/3","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","Trends in International Mathematics and Science Study (IEA)","","","","","","","","","","","","","","","","","","","","0.93856",2015.0,"0.93856"
"DNK","9.326571283","56.03829721","208","Denmark","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_SEP_MATACH","Low to high socio-economic parity status index for achievement in mathematics, by education level (ratio)","2019.Q1.G.01","LOWSEC","Lower secondary","G","Global","Ratio","Ratio","","","","","","","","","","","C","C","C","","C","","C","","","C","Programme for International Student Assessment (OECD)","Programme for International Student Assessment (OECD)","Programme for International Student Assessment (OECD)","","Programme for International Student Assessment (OECD)","","Programme for International Student Assessment (OECD)","","","Programme for International Student Assessment (OECD)","","","","","","","","","","","0.75599","0.70837","0.78441","","0.73251","","0.72799","","","0.79877",2015.0,"0.79877"
"DNK","9.326571283","56.03829721","208","Denmark","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_SEP_MATACH","Low to high socio-economic parity status index for achievement in mathematics, by education level (ratio)","2019.Q1.G.01","PRIMAR","Primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DOM","-70.49847576","18.89832088","214","Dominican Republic","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_SEP_MATACH","Low to high socio-economic parity status index for achievement in mathematics, by education level (ratio)","2019.Q1.G.01","GRAD23","Grades 2/3","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","C","","","","","","","","","","Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)","","","","","","","","","","","","","","","","","","","","0.43353","","",2013.0,"0.43353"
"DOM","-70.49847576","18.89832088","214","Dominican Republic","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_SEP_MATACH","Low to high socio-economic parity status index for achievement in mathematics, by education level (ratio)","2019.Q1.G.01","LOWSEC","Lower secondary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","Programme for International Student Assessment (OECD)","","","","","","","","","","","","","","","","","","","","0.12549",2015.0,"0.12549"
"DOM","-70.49847576","18.89832088","214","Dominican Republic","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_SEP_MATACH","Low to high socio-economic parity status index for achievement in mathematics, by education level (ratio)","2019.Q1.G.01","PRIMAR","Primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","C","","","","","C","","","","","Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)","","","","","Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)","","","","","","","","","","","","","","","0.73722","","","","","0.69001","","",2013.0,"0.69001"
"ECU","-78.37005241","-1.447785891","218","Ecuador","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_SEP_MATACH","Low to high socio-economic parity status index for achievement in mathematics, by education level (ratio)","2019.Q1.G.01","GRAD23","Grades 2/3","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","C","","","","","","","","","","Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)","","","","","","","","","","","","","","","","","","","","1.80124","","",2013.0,"1.80124"
"ECU","-78.37005241","-1.447785891","218","Ecuador","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_SEP_MATACH","Low to high socio-economic parity status index for achievement in mathematics, by education level (ratio)","2019.Q1.G.01","LOWSEC","Lower secondary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ECU","-78.37005241","-1.447785891","218","Ecuador","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_SEP_MATACH","Low to high socio-economic parity status index for achievement in mathematics, by education level (ratio)","2019.Q1.G.01","PRIMAR","Primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","C","","","","","C","","","","","Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)","","","","","Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)","","","","","","","","","","","","","","","0.73591","","","","","1.04945","","",2013.0,"1.04945"
"FIN","23.308447","61.91586738","246","Finland","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_SEP_MATACH","Low to high socio-economic parity status index for achievement in mathematics, by education level (ratio)","2019.Q1.G.01","GRAD23","Grades 2/3","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","C","","","","C","","","","","","Trends in International Mathematics and Science Study (IEA)","","","","Trends in International Mathematics and Science Study (IEA)","","","","","","","","","","","","","","","","0.96645","","","","0.94822",2015.0,"0.94822"
"FIN","23.308447","61.91586738","246","Finland","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_SEP_MATACH","Low to high socio-economic parity status index for achievement in mathematics, by education level (ratio)","2019.Q1.G.01","LOWSEC","Lower secondary","G","Global","Ratio","Ratio","","","","","","","","","","","C","C","C","","C","C","C","","","C","Programme for International Student Assessment (OECD)","Programme for International Student Assessment (OECD)","Programme for International Student Assessment (OECD)","","Programme for International Student Assessment (OECD)","Trends in International Mathematics and Science Study (IEA)","Programme for International Student Assessment (OECD)","","","Programme for International Student Assessment (OECD)","","","","","","","","","","","0.90361","0.89488","0.90824","","0.90109","0.91748","0.82477","","","0.79275",2015.0,"0.79275"
"FIN","23.308447","61.91586738","246","Finland","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_SEP_MATACH","Low to high socio-economic parity status index for achievement in mathematics, by education level (ratio)","2019.Q1.G.01","PRIMAR","Primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FRA","2.457288129","46.62660861","250","France","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_SEP_MATACH","Low to high socio-economic parity status index for achievement in mathematics, by education level (ratio)","2019.Q1.G.01","GRAD23","Grades 2/3","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","Trends in International Mathematics and Science Study (IEA)","","","","","","","","","","","","","","","","","","","","0.75164",2015.0,"0.75164"
