"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Age_Code","Age_Desc","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2004","Footnotes_2005","Footnotes_2006","Footnotes_2007","Footnotes_2008","Footnotes_2009","Footnotes_2010","Footnotes_2011","Footnotes_2012","Footnotes_2013","Footnotes_2014","Footnotes_2015","Footnotes_2016","Nature_Code_2004","Nature_Code_2005","Nature_Code_2006","Nature_Code_2007","Nature_Code_2008","Nature_Code_2009","Nature_Code_2010","Nature_Code_2011","Nature_Code_2012","Nature_Code_2013","Nature_Code_2014","Nature_Code_2015","Nature_Code_2016","Source_2004","Source_2005","Source_2006","Source_2007","Source_2008","Source_2009","Source_2010","Source_2011","Source_2012","Source_2013","Source_2014","Source_2015","Source_2016","TimeDetail_2004","TimeDetail_2005","TimeDetail_2006","TimeDetail_2007","TimeDetail_2008","TimeDetail_2009","TimeDetail_2010","TimeDetail_2011","TimeDetail_2012","TimeDetail_2013","TimeDetail_2014","TimeDetail_2015","TimeDetail_2016","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value"
"IDN","113.9174","-0.994582204","360","Indonesia","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","15+","15 years old and over","G","Global","NUMBER","Number","","","","","","","","","","","","","","C","C","C","C","C","C","C","C","C","C","C","C","C","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","","","","","","","","","","","","","","8.56333","9.32677","10.50249","11.47088","13.11388","14.10681","13.02834","16.44838","35.78168","42.15136","49.44917","53.31036","54.74503",2016.0,"54.74503"
"IRN","54.19766348","32.74370885","364","Iran (Islamic Republic of)","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","15+","15 years old and over","G","Global","NUMBER","Number","","","","","","","","","","","","","","","C","C","C","C","C","C","C","C","C","C","C","C","","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","","","","","","","","","","","","","","","4.39549","8.36541","13.72917","17.90857","23.03531","30.01848","35.65314","45.45011","50.89287","56.32764","66.60899","71.7791",2016.0,"71.7791"
"IRQ","43.76606267","33.05013795","368","Iraq","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","15+","15 years old and over","G","Global","NUMBER","Number","","","","","","","","","","","","","","","","","","C","C","C","C","C","C","C","C","","","","","","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","","","","","","","","","","","","","","","","","","","0.67882","1.16593","2.14626","2.11267","2.1313","1.06699","1.60868","1.87582","",2015.0,"1.87582"
"IRL","-7.121425272","53.25274054","372","Ireland","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","15+","15 years old and over","G","Global","NUMBER","Number","","","","","","","","","","","","","","C","C","C","C","C","C","C","C","C","C","C","C","C","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","","","","","","","","","","","","","","90.28868","88.63239","89.50831","92.35645","95.25821","94.27336","90.29474","88.28194","84.7398","85.04623","99.48375","97.91506","90.25566",2016.0,"90.25566"
"ISR","34.62277992","31.06164552","376","Israel","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","15+","15 years old and over","G","Global","NUMBER","Number","","","","","","","","","","","","","","C","C","C","C","C","C","C","C","C","C","C","C","C","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","","","","","","","","","","","","","","68.77251","58.14584","76.89832","81.53263","87.47097","101.2475","120.933","122.5","122.8374","123.097","123.1163","133.2237","132.9767",2016.0,"132.9767"
"ITA","12.57022427","42.79917282","380","Italy","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","15+","15 years old and over","G","Global","NUMBER","Number","","","","","","","","","","","","","","C","C","C","C","C","C","C","C","C","C","C","C","C","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","","","","","","","","","","","","","","74.21935","75.37812","79.93918","87.32921","99.16414","106.8919","99.93485","101.5281","99.24602","92.37887","92.40762","96.26434","94.13807",2016.0,"94.13807"
"CIV","-5.552690016","7.62211586","384","Côte d'Ivoire","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","15+","15 years old and over","G","Global","NUMBER","Number","","","","","","","","","","","","","","","","","","","","C","C","C","C","C","C","C","","","","","","","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","","","","","","","","","","","","","","","","","","","","3.71976","4.50232","4.3521","5.61254","6.65571","6.80484","6.86404",2016.0,"6.86404"
"JAM","-77.31068409","18.15616857","388","Jamaica","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","15+","15 years old and over","G","Global","NUMBER","Number","","","","","","","","","","","","","","C","C","C","C","C","C","C","C","C","C","C","C","C","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","","","","","","","","","","","","","","17.56412","19.2276","21.36905","21.43781","22.70376","24.21282","24.92785","26.18549","26.71399","27.30923","29.80326","30.43186","31.7647",2016.0,"31.7647"
"JPN","139.2716103","36.6554539","392","Japan","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","15+","15 years old and over","G","Global","NUMBER","Number","","","","","","","","","","","","","","C","C","C","C","C","C","C","C","C","C","C","C","C","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","","","","","","","","","","","","","","124.3683","123.8998","124.1152","125.1324","125.4496","132.8116","130.9276","128.5757","127.896","128.2963","127.4941","127.6515","127.7969",2016.0,"127.7969"
"KAZ","66.65359159","48.01963494","398","Kazakhstan","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","15+","15 years old and over","G","Global","NUMBER","Number","","","","","","","","","","","","","","C","C","C","C","C","C","C","C","C","C","C","C","C","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","","","","","","","","","","","","","","9.97279","14.79556","19.55425","37.12019","52.29167","56.84859","61.33976","64.79657","68.60435","70.63931","72.10553","71.19437","74.00059",2016.0,"74.00059"
"AFG","66.02688198","33.83160199","4","Afghanistan","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","15+","15 years old and over","G","Global","NUMBER","Number","","","","","","","","","","","","","","C","C","C","C","C","C","C","C","C","C","C","C","C","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","","","","","","","","","","","","","","0.0159","0.06085","0.11813","0.20882","0.30245","0.45244","0.53206","0.62006","0.64222","0.71243","0.75881","0.92984","1.07422",2016.0,"1.07422"
"AUT","14.14172472","47.58704857","40","Austria","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","15+","15 years old and over","G","Global","NUMBER","Number","","","","","","","","","","","","","","C","C","C","C","C","C","C","C","C","C","C","C","C","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","","","","","","","","","","","","","","116.1557","106.788","108.3359","108.6152","110.1537","112.3358","112.9183","113.8038","115.6367","117.2975","118.9683","117.9363","116.0586",2016.0,"116.0586"
"JOR","37.13024774","30.65365973","400","Jordan","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","15+","15 years old and over","G","Global","NUMBER","Number","","","","","","","","","","","","","","","","","C","C","C","C","C","C","C","C","C","C","","","","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","","","","","","","","","","","","","","","","","20.72837","22.70902","23.4776","24.7312","25.04247","25.005","25.11037","25.3925","24.42211","27.1225",2016.0,"27.1225"
"KEN","37.86096816","0.534797278","404","Kenya","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","15+","15 years old and over","G","Global","NUMBER","Number","","","","","","","","","","","","","","C","C","C","C","C","C","C","C","C","C","C","C","C","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","","","","","","","","","","","","","","1.63015","1.59538","2.9561","4.71023","5.99472","7.27208","8.90922","9.10426","9.51027","9.60033","9.74988","9.80998","9.27118",2016.0,"9.27118"
"KOR","127.8610254","36.45201023","410","Republic of Korea","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","15+","15 years old and over","G","Global","NUMBER","Number","","","","","","","","","","","","","","C","C","C","C","C","C","C","C","C","C","C","C","","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS","","","","","","","","","","","","","","","208.1644","212.1424","218.2445","234.2376","241.8281","247.1221","265.3754","281.2677","288.4758","288.6319","280.9664","276.2746","",2015.0,"276.2746"
