"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2006","Footnotes_2007","Footnotes_2008","Footnotes_2009","Footnotes_2010","Footnotes_2011","Footnotes_2012","Footnotes_2013","Footnotes_2014","Footnotes_2015","Footnotes_2016","Footnotes_2017","Nature_Code_2006","Nature_Code_2007","Nature_Code_2008","Nature_Code_2009","Nature_Code_2010","Nature_Code_2011","Nature_Code_2012","Nature_Code_2013","Nature_Code_2014","Nature_Code_2015","Nature_Code_2016","Nature_Code_2017","Source_2006","Source_2007","Source_2008","Source_2009","Source_2010","Source_2011","Source_2012","Source_2013","Source_2014","Source_2015","Source_2016","Source_2017","TimeDetail_2006","TimeDetail_2007","TimeDetail_2008","TimeDetail_2009","TimeDetail_2010","TimeDetail_2011","TimeDetail_2012","TimeDetail_2013","TimeDetail_2014","TimeDetail_2015","TimeDetail_2016","TimeDetail_2017","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Latest_Year","Latest_Value"
"CHL","-71.23029019","-35.2652885","152","Chile","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.2","Proportion of small-scale industries with a loan or line of credit","2","FC_ACC_SSID","Proportion of small-scale industries with a loan or line of credit (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","NA","","","","NA","","","","","","","","G","","","","G","","","","","","","","World Bank Enterprise Surveys 2017","","","","World Bank Enterprise Surveys 2017","","","","","","","","","","","","","","","","","","","","40.82558","","","","69.75138","","","","","","","",2010.0,"69.75138"
"CHN","104.1403375","32.30955217","156","China","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.2","Proportion of small-scale industries with a loan or line of credit","2","FC_ACC_SSID","Proportion of small-scale industries with a loan or line of credit (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","NA","","","","","","","","","","","","G","","","","","","","","","","","","World Bank Enterprise Surveys 2017","","","","","","","","","","","","","","","","","","","","","","","","11.39332","","","","","",2012.0,"11.39332"
"COL","-73.07446751","3.888209046","170","Colombia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.2","Proportion of small-scale industries with a loan or line of credit","2","FC_ACC_SSID","Proportion of small-scale industries with a loan or line of credit (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","NA","","","","NA","","","","","","","","G","","","","G","","","","","","","","World Bank Enterprise Surveys 2017","","","","World Bank Enterprise Surveys 2017","","","","","","","","","","","","","","","","","","","","35.49754","","","","59.21258","","","","","","","",2010.0,"59.21258"
"COD","23.65496507","-2.877154732","180","Democratic Republic of the Congo","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.2","Proportion of small-scale industries with a loan or line of credit","2","FC_ACC_SSID","Proportion of small-scale industries with a loan or line of credit (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","NA","","","","NA","","","NA","","","","","G","","","","G","","","G","","","","","World Bank Enterprise Surveys 2017","","","","World Bank Enterprise Surveys 2017","","","World Bank Enterprise Surveys 2017","","","","","","","","","","","","","","","","","4.0041","","","","10.81888","","","5.28022","","","","",2013.0,"5.28022"
"CRI","-84.19712782","9.970998683","188","Costa Rica","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.2","Proportion of small-scale industries with a loan or line of credit","2","FC_ACC_SSID","Proportion of small-scale industries with a loan or line of credit (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","NA","","","","","","","","","","","","G","","","","","","","","","","","","World Bank Enterprise Surveys 2017","","","","","","","","","","","","","","","","","","","","","","","","55.38594","","","","","","","",2010.0,"55.38594"
"HRV","17.95874553","45.45172212","191","Croatia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.2","Proportion of small-scale industries with a loan or line of credit","2","FC_ACC_SSID","Proportion of small-scale industries with a loan or line of credit (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","NA","","","","","","NA","","","","","","G","","","","","","G","","","","","","World Bank Enterprise Surveys 2017","","","","","","World Bank Enterprise Surveys 2017","","","","","","","","","","","","","","","","","","74.92042","","","","","","47.33961","","","","",2013.0,"47.33961"
"CZE","15.33151382","49.73913871","203","Czechia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.2","Proportion of small-scale industries with a loan or line of credit","2","FC_ACC_SSID","Proportion of small-scale industries with a loan or line of credit (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","NA","","","","NA","","","","","","","","G","","","","G","","","","","","","","World Bank Enterprise Surveys 2017","","","","World Bank Enterprise Surveys 2017","","","","","","","","","","","","","","","","","","","","41.66328","","","","49.22549","","","","",2013.0,"49.22549"
"BEN","2.339933594","9.65401646","204","Benin","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.2","Proportion of small-scale industries with a loan or line of credit","2","FC_ACC_SSID","Proportion of small-scale industries with a loan or line of credit (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","NA","","","","","","","NA","","","","","G","","","","","","","G","","","","","World Bank Enterprise Surveys 2017","","","","","","","World Bank Enterprise Surveys 2017","","","","","","","","","","","","","","","","","25.96696","","","","","","","51.5022","",2016.0,"51.5022"
"DMA","-61.3493756","15.43391378","212","Dominica","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.2","Proportion of small-scale industries with a loan or line of credit","2","FC_ACC_SSID","Proportion of small-scale industries with a loan or line of credit (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","NA","","","","","","","","","","","","G","","","","","","","","","","","","World Bank Enterprise Surveys 2017","","","","","","","","","","","","","","","","","","","","","","","","20","","","","","","","",2010.0,"20"
"DOM","-70.49847576","18.89832088","214","Dominican Republic","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.2","Proportion of small-scale industries with a loan or line of credit","2","FC_ACC_SSID","Proportion of small-scale industries with a loan or line of credit (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","NA","","","","","","NA","","","","","","G","","","","","","G","","","","","","World Bank Enterprise Surveys 2017","","","","","","World Bank Enterprise Surveys 2017","","","","","","","","","","","","","","","","","","63.53926","","","","","","49.72253","",2016.0,"49.72253"
"ECU","-78.37005241","-1.447785891","218","Ecuador","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.2","Proportion of small-scale industries with a loan or line of credit","2","FC_ACC_SSID","Proportion of small-scale industries with a loan or line of credit (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","NA","","","","NA","","","","","","","NA","G","","","","G","","","","","","","G","World Bank Enterprise Surveys 2017","","","","World Bank Enterprise Surveys 2017","","","","","","","World Bank Enterprise Surveys 2017","","","","","","","","","","","","","33.34786","","","","48.06132","","","","","","","44.93025",2017.0,"44.93025"
"SLV","-88.86862995","13.73603564","222","El Salvador","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.2","Proportion of small-scale industries with a loan or line of credit","2","FC_ACC_SSID","Proportion of small-scale industries with a loan or line of credit (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","NA","","","","NA","","","","","","NA","","G","","","","G","","","","","","G","","World Bank Enterprise Surveys 2017","","","","World Bank Enterprise Surveys 2017","","","","","","World Bank Enterprise Surveys 2017","","","","","","","","","","","","","","63.12857","","","","78.18651","","","","","","41.63299","",2016.0,"41.63299"
"ERI","38.11074289","16.12894644","232","Eritrea","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.2","Proportion of small-scale industries with a loan or line of credit","2","FC_ACC_SSID","Proportion of small-scale industries with a loan or line of credit (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","NA","","","","","","","","","","","","G","","","","","","","","","","","","World Bank Enterprise Surveys 2017","","","","","","","","","","","","","","","","","","","","","","","","14.01698","","","","","","","","",2009.0,"14.01698"
"EST","25.84093481","58.68487172","233","Estonia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.2","Proportion of small-scale industries with a loan or line of credit","2","FC_ACC_SSID","Proportion of small-scale industries with a loan or line of credit (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","NA","","","","NA","","","","","","","","G","","","","G","","","","","","","","World Bank Enterprise Surveys 2017","","","","World Bank Enterprise Surveys 2017","","","","","","","","","","","","","","","","","","","","51.66769","","","","41.34955","","","","",2013.0,"41.34955"
"AGO","17.57817062","-12.33724746","24","Angola","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.2","Proportion of small-scale industries with a loan or line of credit","2","FC_ACC_SSID","Proportion of small-scale industries with a loan or line of credit (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","NA","","","","NA","","","","","","","","G","","","","G","","","","","","","","World Bank Enterprise Surveys 2017","","","","World Bank Enterprise Surveys 2017","","","","","","","","","","","","","","","","","","","","1.0859","","","","2.44912","","","","","","","",2010.0,"2.44912"
"FJI","177.9660884","-17.83301566","242","Fiji","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.2","Proportion of small-scale industries with a loan or line of credit","2","FC_ACC_SSID","Proportion of small-scale industries with a loan or line of credit (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","NA","","","","","","","","","","","","G","","","","","","","","","","","","World Bank Enterprise Surveys 2017","","","","","","","","","","","","","","","","","","","","","","","","27.82731","","","","","","","","",2009.0,"27.82731"
"DJI","42.18274707","11.56004161","262","Djibouti","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.2","Proportion of small-scale industries with a loan or line of credit","2","FC_ACC_SSID","Proportion of small-scale industries with a loan or line of credit (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","NA","","","","","","","","","","","","G","","","","","","","","","","","","World Bank Enterprise Surveys 2017","","","","","","","","","","","","","","","","","","","","","","","","26.19258","","","","",2013.0,"26.19258"
"GEO","43.3713615","42.04813028","268","Georgia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.2","Proportion of small-scale industries with a loan or line of credit","2","FC_ACC_SSID","Proportion of small-scale industries with a loan or line of credit (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","NA","","","","","NA","","","","","","","G","","","","","G","","","","","","","World Bank Enterprise Surveys 2017","","","","","World Bank Enterprise Surveys 2017","","","","","","","","","","","","","","","","","","","32.39911","","","","","41.33238","","","","",2013.0,"41.33238"
"GMB","-15.39944785","13.45295927","270","Gambia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.2","Proportion of small-scale industries with a loan or line of credit","2","FC_ACC_SSID","Proportion of small-scale industries with a loan or line of credit (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","NA","","","","","","","","","","","","G","","","","","","","","","","","","World Bank Enterprise Surveys 2017","","","","","","","","","","","","","","","","","","","","","","","","13.22454","","","","","","","","","","","",2006.0,"13.22454"
"ATG","-61.7999755","17.07761471","28","Antigua and Barbuda","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.2","Proportion of small-scale industries with a loan or line of credit","2","FC_ACC_SSID","Proportion of small-scale industries with a loan or line of credit (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","NA","","","","","","","","","","","","G","","","","","","","","","","","","World Bank Enterprise Surveys 2017","","","","","","","","","","","","","","","","","","","","","","","","50","","","","","","","",2010.0,"50"
"GHA","-1.205623522","7.964825185","288","Ghana","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.2","Proportion of small-scale industries with a loan or line of credit","2","FC_ACC_SSID","Proportion of small-scale industries with a loan or line of credit (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","NA","","","","","","NA","","","","","","G","","","","","","G","","","","","","World Bank Enterprise Surveys 2017","","","","","","World Bank Enterprise Surveys 2017","","","","","","","","","","","","","","","","","","9.40377","","","","","","16.78921","","","","",2013.0,"16.78921"
"GRD","-61.68248568","12.11238395","308","Grenada","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.2","Proportion of small-scale industries with a loan or line of credit","2","FC_ACC_SSID","Proportion of small-scale industries with a loan or line of credit (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","NA","","","","","","","","","","","","G","","","","","","","","","","","","World Bank Enterprise Surveys 2017","","","","","","","","","","","","","","","","","","","","","","","","64.43174","","","","","","","",2010.0,"64.43174"
"AZE","50.01064725","40.39229544","31","Azerbaijan","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.2","Proportion of small-scale industries with a loan or line of credit","2","FC_ACC_SSID","Proportion of small-scale industries with a loan or line of credit (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","NA","","","","NA","","","","","","","","G","","","","G","","","","","","","","World Bank Enterprise Surveys 2017","","","","World Bank Enterprise Surveys 2017","","","","","","","","","","","","","","","","","","","","25.16472","","","","28.2976","","","","",2013.0,"28.2976"
"ARG","-65.14563274","-35.19446255","32","Argentina","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.2","Proportion of small-scale industries with a loan or line of credit","2","FC_ACC_SSID","Proportion of small-scale industries with a loan or line of credit (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","NA","","","","NA","","","","","","","","G","","","","G","","","","","","","","World Bank Enterprise Surveys 2017","","","","World Bank Enterprise Surveys 2017","","","","","","","","","","","","","","","","","","","","28.23726","","","","43.82188","","","","","","","",2010.0,"43.82188"
"GTM","-91.2312746","15.00273719","320","Guatemala","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.2","Proportion of small-scale industries with a loan or line of credit","2","FC_ACC_SSID","Proportion of small-scale industries with a loan or line of credit (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","NA","","","","NA","","","","","","","","G","","","","G","","","","","","","","World Bank Enterprise Surveys 2017","","","","World Bank Enterprise Surveys 2017","","","","","","","","","","","","","","","","","","","","32.38574","","","","23.39715","","","","","","","",2010.0,"23.39715"
"GIN","-11.28173419","11.00210343","324","Guinea","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.2","Proportion of small-scale industries with a loan or line of credit","2","FC_ACC_SSID","Proportion of small-scale industries with a loan or line of credit (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","NA","","","","","","","","","","NA","","G","","","","","","","","","","G","","World Bank Enterprise Surveys 2017","","","","","","","","","","World Bank Enterprise Surveys 2017","","","","","","","","","","","","","","1.7294","","","","","","","","","","8.74446","",2016.0,"8.74446"
"GUY","-58.97322037","4.788012784","328","Guyana","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.2","Proportion of small-scale industries with a loan or line of credit","2","FC_ACC_SSID","Proportion of small-scale industries with a loan or line of credit (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","NA","","","","","","","","","","","","G","","","","","","","","","","","","World Bank Enterprise Surveys 2017","","","","","","","","","","","","","","","","","","","","","","","","43.20692","","","","","","","",2010.0,"43.20692"
"HND","-86.59974381","14.82243161","340","Honduras","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.2","Proportion of small-scale industries with a loan or line of credit","2","FC_ACC_SSID","Proportion of small-scale industries with a loan or line of credit (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","NA","","","","NA","","","","","","NA","","G","","","","G","","","","","","G","","World Bank Enterprise Surveys 2017","","","","World Bank Enterprise Surveys 2017","","","","","","World Bank Enterprise Surveys 2017","","","","","","","","","","","","","","36.51316","","","","13.35072","","","","","","39.20653","",2016.0,"39.20653"
"HUN","19.41221519","47.1651448","348","Hungary","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.2","Proportion of small-scale industries with a loan or line of credit","2","FC_ACC_SSID","Proportion of small-scale industries with a loan or line of credit (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","NA","","","","NA","","","","","","","","G","","","","G","","","","","","","","World Bank Enterprise Surveys 2017","","","","World Bank Enterprise Surveys 2017","","","","","","","","","","","","","","","","","","","","42.55251","","","","27.229","","","","",2013.0,"27.229"
